NAME,GEO_ID,total_population,female_population,median_gross_rent_in_dollars,median_household_income_past12months,male_bachelors_degree_25yrs_above,female_bachelors_degree_25yrs_above,state,county
"Middlesex County, Massachusetts","0500000US25017","1623952","822509","2193","123705","160012","163917","25","017"
"Norfolk County, Massachusetts","0500000US25021","727473","375206","2081","123903","76195","85890","25","021"
"Plymouth County, Massachusetts","0500000US25023","535308","274133","1762","108742","45700","50482","25","023"
"Suffolk County, Massachusetts","0500000US25025","768425","397587","2114","93360","73152","76407","25","025"
"Worcester County, Massachusetts","0500000US25027","866866","436060","1449","94099","68940","76080","25","027"
"Allegan County, Michigan","0500000US26005","121939","60464","1098","78779","7872","9449","26","005"
"Bay County, Michigan","0500000US26017","102500","52698","811","58675","5084","5740","26","017"
"Berrien County, Michigan","0500000US26021","152261","78480","936","62460","8311","11133","26","021"
"Calhoun County, Michigan","0500000US26025","133366","68692","906","57514","6196","6884","26","025"
"Clinton County, Michigan","0500000US26037","79720","39824","1040","92503","7742","6399","26","037"
"Eaton County, Michigan","0500000US26045","108820","54850","997","71686","7241","7328","26","045"
"Genesee County, Michigan","0500000US26049","401522","206166","928","60027","18606","22971","26","049"
"Grand Traverse County, Michigan","0500000US26055","96421","48946","1357","83650","8776","8995","26","055"
"Ingham County, Michigan","0500000US26065","284637","146435","1055","62998","17349","21300","26","065"
"Ionia County, Michigan","0500000US26067","66262","31047","816","69951","3292","3818","26","067"
"Jackson County, Michigan","0500000US26075","159424","76915","964","63338","9831","8112","26","075"
"Kalamazoo County, Michigan","0500000US26077","262215","133199","1058","67191","19749","22599","26","077"
"Kent County, Michigan","0500000US26081","661354","333343","1270","79756","58048","65389","26","081"
"Lapeer County, Michigan","0500000US26087","88977","43900","988","68556","3963","5166","26","087"
"Lenawee County, Michigan","0500000US26091","97520","48202","922","63952","5172","5436","26","091"
"Livingston County, Michigan","0500000US26093","196757","97611","1231","102508","18379","18111","26","093"
"Macomb County, Michigan","0500000US26099","875101","447162","1229","73807","54459","59974","26","099"
"Marquette County, Michigan","0500000US26103","66999","32857","842","62115","5594","5585","26","103"
"Midland County, Michigan","0500000US26111","84039","42349","894","73074","5400","7353","26","111"
"Monroe County, Michigan","0500000US26115","155045","77715","983","71506","8441","8920","26","115"
"Montcalm County, Michigan","0500000US26117","68154","31217","924","65331","1935","3407","26","117"
"Muskegon County, Michigan","0500000US26121","176564","88882","1003","61189","9326","8730","26","121"
"Oakland County, Michigan","0500000US26125","1270426","643153","1349","92015","135374","131938","26","125"
"Ottawa County, Michigan","0500000US26139","303372","153401","1149","81513","24278","25078","26","139"
"Saginaw County, Michigan","0500000US26145","187782","97301","917","59265","8344","9736","26","145"
"St. Clair County, Michigan","0500000US26147","159874","80711","914","68513","5985","8539","26","147"
"Shiawassee County, Michigan","0500000US26155","68025","34458","951","62093","3171","3473","26","155"
"Van Buren County, Michigan","0500000US26159","75798","38055","758","66424","4049","4489","26","159"
"Washtenaw County, Michigan","0500000US26161","365536","183244","1451","83754","32924","32855","26","161"
"Wayne County, Michigan","0500000US26163","1751169","904155","1095","57281","89829","108213","26","163"
"Anoka County, Minnesota","0500000US27003","372441","186659","1294","96812","28971","31010","27","003"
"Blue Earth County, Minnesota","0500000US27013","70006","35066","1055","66249","5294","5378","27","013"
"Carver County, Minnesota","0500000US27019","111057","55248","1583","129581","13146","14521","27","019"
"Clay County, Minnesota","0500000US27027","66258","33707","1111","70942","5640","6396","27","027"
"Crow Wing County, Minnesota","0500000US27035","68304","34098","1034","76050","4846","5747","27","035"
"Dakota County, Minnesota","0500000US27037","447440","226330","1585","99830","45515","47478","27","037"
"Hennepin County, Minnesota","0500000US27053","1258713","633535","1445","93668","147558","154796","27","053"
"Olmsted County, Minnesota","0500000US27109","164784","84822","1401","87856","14764","17809","27","109"
"Ramsey County, Minnesota","0500000US27123","536075","273059","1367","77812","48990","52375","27","123"
"Rice County, Minnesota","0500000US27131","67948","33557","1028","81455","3290","3658","27","131"
"St. Louis County, Minnesota","0500000US27137","200514","99529","1004","67269","13161","16423","27","137"
"Scott County, Minnesota","0500000US27139","155814","78098","1434","106181","14543","13339","27","139"
"Sherburne County, Minnesota","0500000US27141","102206","49920","1105","101214","6671","7849","27","141"
"Stearns County, Minnesota","0500000US27145","160977","78690","1129","74709","9123","11161","27","145"
"Washington County, Minnesota","0500000US27163","278936","139837","1668","110729","30648","30800","27","163"
"Wright County, Minnesota","0500000US27171","151150","74354","1272","104269","12054","12590","27","171"
"DeSoto County, Mississippi","0500000US28033","193247","100840","1381","81486","9524","14700","28","033"
"Forrest County, Mississippi","0500000US28035","78208","42772","1006","52157","4005","5635","28","035"
"Harrison County, Mississippi","0500000US28047","210612","109613","1054","56159","11776","14122","28","047"
"Hinds County, Mississippi","0500000US28049","214870","114548","992","50904","9459","17095","28","049"
"Jackson County, Mississippi","0500000US28059","146389","74932","1021","67472","8372","9715","28","059"
"Jones County, Mississippi","0500000US28067","66250","35217","749","48503","2624","3646","28","067"
"Lamar County, Mississippi","0500000US28073","66217","34012","1041","59716","5261","4194","28","073"
"Lauderdale County, Mississippi","0500000US28075","70527","36086","840","50542","2174","3917","28","075"
"Lee County, Mississippi","0500000US28081","82799","42443","877","68233","4746","4657","28","081"
"Madison County, Mississippi","0500000US28089","112511","58905","1288","78784","10793","12215","28","089"
"Rankin County, Mississippi","0500000US28121","160417","81815","1184","69208","9190","12039","28","121"
"Boone County, Missouri","0500000US29019","189463","97854","1100","69218","13523","18446","29","019"
"Buchanan County, Missouri","0500000US29021","82956","39693","889","60950","3064","4515","29","021"
"Cape Girardeau County, Missouri","0500000US29031","82984","42726","895","68094","4806","6728","29","031"
"Cass County, Missouri","0500000US29037","111732","56573","1194","84774","8430","7664","29","037"
"Christian County, Missouri","0500000US29043","94422","48381","1024","80781","6215","7796","29","043"
"Clay County, Missouri","0500000US29047","259772","130556","1245","84378","21254","22107","29","047"
"Cole County, Missouri","0500000US29051","77278","38031","754","74415","7367","6387","29","051"
"Franklin County, Missouri","0500000US29071","106404","53253","895","68440","7020","6938","29","071"
"Greene County, Missouri","0500000US29077","304611","156177","1000","59499","16650","20618","29","077"
"Jackson County, Missouri","0500000US29095","718560","370087","1197","66055","54858","56258","29","095"
"Jasper County, Missouri","0500000US29097","125056","63486","915","54109","7422","7276","29","097"
"Jefferson County, Missouri","0500000US29099","231230","116121","882","81843","14788","14018","29","099"
"Platte County, Missouri","0500000US29165","111940","57176","1287","93091","11703","12140","29","165"
"St. Charles County, Missouri","0500000US29183","416659","210592","1420","98390","36197","40058","29","183"
"St. Francois County, Missouri","0500000US29187","67058","31511","803","55042","2447","3024","29","187"
"St. Louis County, Missouri","0500000US29189","987059","514834","1204","81441","88906","101744","29","189"
"St. Louis city, Missouri","0500000US29510","281754","145418","1011","56245","24580","23538","29","510"
"Cascade County, Montana","0500000US30013","84900","41895","959","66454","6303","5233","30","013"
"Flathead County, Montana","0500000US30029","113679","56771","1275","74274","8811","11424","30","029"
"Gallatin County, Montana","0500000US30031","126409","59294","1790","91158","14099","11939","30","031"
"Lewis and Clark County, Montana","0500000US30049","75011","38724","1078","77405","6256","7049","30","049"
"Missoula County, Montana","0500000US30063","121849","60731","1172","73429","11176","12147","30","063"
"Yellowstone County, Montana","0500000US30111","170843","85946","999","68914","11011","13649","30","111"
"Douglas County, Nebraska","0500000US31055","589540","296895","1178","77457","51966","54133","31","055"
"Lancaster County, Nebraska","0500000US31109","326716","162602","1024","70637","27749","30004","31","109"
"Sarpy County, Nebraska","0500000US31153","199886","99005","1385","101932","16579","18065","31","153"
"Clark County, Nevada","0500000US32003","2336573","1167076","1654","75065","152125","155759","32","003"
"Washoe County, Nevada","0500000US32031","498022","245906","1627","84183","38617","40252","32","031"
"Belknap County, New Hampshire","0500000US33001","65027","32958","1037","97692","4920","4871","33","001"
"Cheshire County, New Hampshire","0500000US33005","77703","39225","1259","89314","6072","6604","33","005"
"Grafton County, New Hampshire","0500000US33009","93146","47370","1366","82059","7260","7936","33","009"
"Hillsborough County, New Hampshire","0500000US33011","427354","212836","1668","103727","41617","40490","33","011"
"Merrimack County, New Hampshire","0500000US33013","157103","78022","1398","92110","12829","13414","33","013"
"Rockingham County, New Hampshire","0500000US33015","320689","161677","1664","109770","32335","35186","33","015"
"Strafford County, New Hampshire","0500000US33017","133243","67144","1505","84869","10726","11809","33","017"
"Atlantic County, New Jersey","0500000US34001","275213","140568","1307","77053","18825","23775","34","001"
"Bergen County, New Jersey","0500000US34003","957736","487849","1870","116709","108094","114083","34","003"
"Burlington County, New Jersey","0500000US34005","469167","237191","1671","102532","40995","47460","34","005"
"Camden County, New Jersey","0500000US34007","527196","271786","1328","83763","36341","46171","34","007"
"Cape May County, New Jersey","0500000US34009","94610","48777","1440","84364","8988","9034","34","009"
"Cumberland County, New Jersey","0500000US34011","152326","76148","1196","64908","4992","8013","34","011"
"Essex County, New Jersey","0500000US34013","851117","437365","1477","80463","62152","72274","34","013"
"Gloucester County, New Jersey","0500000US34015","308423","156456","1582","97474","22039","27400","34","015"
"Hudson County, New Jersey","0500000US34017","705472","352211","1816","89272","72581","81623","34","017"
"Hunterdon County, New Jersey","0500000US34019","130183","66060","1573","137275","16498","17973","34","019"
"Mercer County, New Jersey","0500000US34021","381671","193506","1466","96152","28426","33094","34","021"
"Middlesex County, New Jersey","0500000US34023","863623","434005","1823","105055","73519","80841","34","023"
"Monmouth County, New Jersey","0500000US34025","642799","327289","1752","118008","68339","75490","34","025"
"Morris County, New Jersey","0500000US34027","514423","258976","1923","134579","60173","63917","34","027"
"Ocean County, New Jersey","0500000US34029","659197","338420","1692","85464","46999","50327","34","029"
"Passaic County, New Jersey","0500000US34031","513395","261429","1551","82825","34326","34962","34","031"
"Salem County, New Jersey","0500000US34033","65338","35050","1318","87294","3581","4489","34","033"
"Somerset County, New Jersey","0500000US34035","348842","176913","1970","142092","35531","41126","34","035"
"Sussex County, New Jersey","0500000US34037","146132","72191","1397","110785","14390","15325","34","037"
"Union County, New Jersey","0500000US34039","572726","289636","1744","101146","41506","45813","34","039"
"Warren County, New Jersey","0500000US34041","111252","55866","1440","100532","10763","10435","34","041"
"Bernalillo County, New Mexico","0500000US35001","671586","340605","1206","68372","46145","51193","35","001"
"Doña Ana County, New Mexico","0500000US35013","225210","112787","933","56451","12523","13551","35","013"
"Lea County, New Mexico","0500000US35025","72101","34677","1173","55736","1415","2639","35","025"
"McKinley County, New Mexico","0500000US35031","68797","36097","768","40108","1405","1803","35","031"
"Otero County, New Mexico","0500000US35035","68835","33233","965","50762","2369","3953","35","035"
"Sandoval County, New Mexico","0500000US35043","155936","78944","1464","82026","11791","11501","35","043"
"San Juan County, New Mexico","0500000US35045","120675","61207","965","57324","4399","6042","35","045"
"Santa Fe County, New Mexico","0500000US35049","155956","80063","1254","78731","12903","13371","35","049"
"Valencia County, New Mexico","0500000US35061","79141","39991","1021","54665","3296","4359","35","061"
"Albany County, New York","0500000US36001","316659","163156","1313","81335","24461","24187","36","001"
"Bronx County, New York","0500000US36005","1356476","715186","1352","46838","58694","76305","36","005"
"Broome County, New York","0500000US36007","196077","98996","935","63876","12141","11846","36","007"
"Cattaraugus County, New York","0500000US36009","75600","38278","715","54250","3250","2686","36","009"
"Cayuga County, New York","0500000US36011","74485","36457","925","66166","3414","3965","36","011"
"Chautauqua County, New York","0500000US36013","124891","63444","797","55234","4909","6400","36","013"
"Chemung County, New York","0500000US36015","81325","40682","1013","59617","4584","4963","36","015"
"Clinton County, New York","0500000US36019","78115","38506","948","62717","4060","4021","36","019"
"Dutchess County, New York","0500000US36027","297150","150134","1574","96824","22565","22984","36","027"
"Erie County, New York","0500000US36029","946147","485849","1067","70492","71654","69804","36","029"
"Jefferson County, New York","0500000US36045","114787","54410","1227","61512","3692","6565","36","045"
"Kings County, New York","0500000US36047","2561225","1341926","1762","76912","218154","240704","36","047"
"Madison County, New York","0500000US36053","66921","33938","869","74125","3454","3639","36","053"
"Monroe County, New York","0500000US36055","748482","385424","1163","73211","61949","60904","36","055"
"Nassau County, New York","0500000US36059","1381715","701270","2228","141568","131662","124797","36","059"
"New York County, New York","0500000US36061","1597451","836232","2169","101078","199472","214554","36","061"
"Niagara County, New York","0500000US36063","209457","106495","985","65875","11235","11988","36","063"
"Oneida County, New York","0500000US36065","227555","113554","913","61118","13563","12289","36","065"
"Onondaga County, New York","0500000US36067","467873","240791","1095","74704","36394","36381","36","067"
"Ontario County, New York","0500000US36069","112494","56731","1210","79450","8946","9106","36","069"
"Orange County, New York","0500000US36071","407470","203020","1642","94364","22039","25690","36","071"
"Oswego County, New York","0500000US36075","118162","58894","957","70076","5624","5929","36","075"
"Putnam County, New York","0500000US36079","98060","49958","1833","122777","7903","10096","36","079"
"Queens County, New York","0500000US36081","2252196","1153186","1877","81929","175863","197258","36","081"
"Rensselaer County, New York","0500000US36083","159305","79625","1242","84278","12141","10165","36","083"
"Richmond County, New York","0500000US36085","490687","250572","1688","95543","37358","37553","36","085"
"Rockland County, New York","0500000US36087","340807","170941","1868","106589","21932","26235","36","087"
"St. Lawrence County, New York","0500000US36089","106940","52676","789","56872","4476","5714","36","089"
"Saratoga County, New York","0500000US36091","238711","120512","1362","94330","24059","20117","36","091"
"Schenectady County, New York","0500000US36093","159902","81393","1240","74969","9844","10557","36","093"
"Steuben County, New York","0500000US36101","92162","46819","838","64238","4494","4035","36","101"
"Suffolk County, New York","0500000US36103","1523170","767639","2045","124045","120976","111981","36","103"
"Sullivan County, New York","0500000US36105","79920","37940","1028","69453","4031","4874","36","105"
"Tompkins County, New York","0500000US36109","103558","52954","1383","67247","6200","8169","36","109"
"Ulster County, New York","0500000US36111","182333","91855","1363","85878","15306","14608","36","111"
"Warren County, New York","0500000US36113","65380","33343","1051","73802","5514","5278","36","113"
"Wayne County, New York","0500000US36117","90829","45286","996","73065","6099","4616","36","117"
"Westchester County, New York","0500000US36119","990817","507627","1873","114457","89756","99931","36","119"
"Alamance County, North Carolina","0500000US37001","179165","92025","1033","65633","10461","13167","37","001"
"Brunswick County, North Carolina","0500000US37019","159964","82081","1373","76221","14132","15638","37","019"
"Buncombe County, North Carolina","0500000US37021","275901","142304","1368","71525","27599","31781","37","021"
"Burke County, North Carolina","0500000US37023","88338","44313","786","53739","4288","5344","37","023"
"Cabarrus County, North Carolina","0500000US37025","240016","120115","1484","85810","17869","18613","37","025"
"Caldwell County, North Carolina","0500000US37027","80574","40007","764","55766","3265","3545","37","027"
"Carteret County, North Carolina","0500000US37031","69615","34683","1144","78256","5416","7822","37","031"
"Catawba County, North Carolina","0500000US37035","164645","84356","947","64214","9287","11222","37","035"
"Chatham County, North Carolina","0500000US37037","81624","42150","1100","97219","7177","8380","37","037"
"Cleveland County, North Carolina","0500000US37045","101378","52303","880","62186","5987","6477","37","045"
"Craven County, North Carolina","0500000US37049","102391","51119","1039","59399","5337","6831","37","049"
"Cumberland County, North Carolina","0500000US37051","337890","170727","1228","61643","16966","21161","37","051"
"Davidson County, North Carolina","0500000US37057","174804","89298","836","63189","9797","10368","37","057"
"Durham County, North Carolina","0500000US37063","336892","174091","1587","81545","30064","42388","37","063"
"Forsyth County, North Carolina","0500000US37067","392921","206568","1104","65062","29581","39907","37","067"
"Franklin County, North Carolina","0500000US37069","77001","38750","1065","70548","4279","4913","37","069"
"Gaston County, North Carolina","0500000US37071","237242","122748","1221","66906","14237","17988","37","071"
"Guilford County, North Carolina","0500000US37081","549866","288536","1165","65413","37323","47042","37","081"
"Harnett County, North Carolina","0500000US37085","141477","71459","1095","70664","7864","8477","37","085"
"Henderson County, North Carolina","0500000US37089","119230","61210","1186","61974","9906","11548","37","089"
"Iredell County, North Carolina","0500000US37097","199710","99864","1238","85298","15727","17598","37","097"
"Johnston County, North Carolina","0500000US37101","241955","121946","1307","79592","15999","20167","37","101"
"Lee County, North Carolina","0500000US37105","67059","32938","864","60140","3424","3722","37","105"
"Lincoln County, North Carolina","0500000US37109","95675","48267","1082","77776","7066","7617","37","109"
"Mecklenburg County, North Carolina","0500000US37119","1163701","601622","1660","84593","126303","130688","37","119"
"Moore County, North Carolina","0500000US37125","106898","55340","1342","78057","9933","10519","37","125"
"Nash County, North Carolina","0500000US37127","96551","49476","937","66121","3944","6495","37","127"
"New Hanover County, North Carolina","0500000US37129","238852","124194","1466","79547","25463","25415","37","129"
"Onslow County, North Carolina","0500000US37133","213676","95133","1261","67597","8157","10373","37","133"
"Orange County, North Carolina","0500000US37135","150626","80028","1425","86381","11540","14336","37","135"
"Pender County, North Carolina","0500000US37141","68521","33870","1070","71487","4757","5851","37","141"
"Pitt County, North Carolina","0500000US37147","175119","92389","1042","59946","9196","11517","37","147"
"Randolph County, North Carolina","0500000US37151","147458","74094","964","56310","6687","7985","37","151"
"Robeson County, North Carolina","0500000US37155","117365","60423","786","40996","3226","3921","37","155"
"Rockingham County, North Carolina","0500000US37157","92518","47046","790","59434","3406","4669","37","157"
"Rowan County, North Carolina","0500000US37159","151661","74635","974","65904","7789","9279","37","159"
"Rutherford County, North Carolina","0500000US37161","65507","34136","794","47557","2976","3178","37","161"
"Stanly County, North Carolina","0500000US37167","65699","33120","856","65456","3270","3979","37","167"
"Surry County, North Carolina","0500000US37171","71462","36014","697","58291","3044","4656","37","171"
"Union County, North Carolina","0500000US37179","256452","128085","1559","98215","22318","22284","37","179"
"Wake County, North Carolina","0500000US37183","1190275","607360","1652","102918","138138","148887","37","183"
"Wayne County, North Carolina","0500000US37191","118686","61282","931","55461","5983","6304","37","191"
"Wilkes County, North Carolina","0500000US37193","66013","33282","655","47022","2745","3429","37","193"
"Wilson County, North Carolina","0500000US37195","78970","41251","1005","51247","2359","4353","37","195"
"Burleigh County, North Dakota","0500000US38015","100012","49090","926","85172","9215","9773","38","015"
"Cass County, North Dakota","0500000US38017","196362","97063","968","73742","17296","18579","38","017"
"Grand Forks County, North Dakota","0500000US38035","72708","36583","949","72536","4002","4542","38","035"
"Ward County, North Dakota","0500000US38101","68332","32923","1010","72370",,,"38","101"
"Allen County, Ohio","0500000US39003","100838","49958","941","66891","3702","4358","39","003"
"Ashtabula County, Ohio","0500000US39007","96845","47050","721","57577","3582","4795","39","007"
"Belmont County, Ohio","0500000US39013","64918","31369","743","56361","3423","3323","39","013"
"Butler County, Ohio","0500000US39017","393043","198534","1139","80135","23184","27496","39","017"
"Clark County, Ohio","0500000US39023","134610","68672","785","57910","4910","6138","39","023"
"Clermont County, Ohio","0500000US39025","211972","107407","1076","81173","16832","13086","39","025"
"Columbiana County, Ohio","0500000US39029","100182","49240","756","53455","4039","3429","39","029"
"Cuyahoga County, Ohio","0500000US39035","1233088","641920","1053","61862","85869","97280","39","035"
"Delaware County, Ohio","0500000US39041","231636","115410","1494","126513","28682","25176","39","041"
"Erie County, Ohio","0500000US39043","74035","36533","895","61648","4873","5752","39","043"
"Fairfield County, Ohio","0500000US39045","165360","81793","1146","84759","9800","11418","39","045"
"Franklin County, Ohio","0500000US39049","1326063","675537","1287","71680","117031","118070","39","049"
"Geauga County, Ohio","0500000US39055","95407","47412","904","99305","6365","8192","39","055"
"Greene County, Ohio","0500000US39057","169691","86176","1204","83866","12372","13025","39","057"
"Hamilton County, Ohio","0500000US39061","827058","425145","1053","68519","69053","72257","39","061"
"Hancock County, Ohio","0500000US39063","74704","37270","989","70736","6359","4520","39","063"
"Lake County, Ohio","0500000US39085","231640","118076","1085","72620","17436","19191","39","085"
"Licking County, Ohio","0500000US39089","183201","92807","1048","75976","9987","12938","39","089"
"Lorain County, Ohio","0500000US39093","317910","160305","930","75461","18656","19668","39","093"
"Lucas County, Ohio","0500000US39095","425484","218605","934","60426","22043","27249","39","095"
"Mahoning County, Ohio","0500000US39099","225596","114931","813","51738","10222","15680","39","099"
"Marion County, Ohio","0500000US39101","64851","29520","814","53995","1466","1853","39","101"
"Medina County, Ohio","0500000US39103","184042","92566","1128","89647","15559","14789","39","103"
"Miami County, Ohio","0500000US39109","110876","56052","884","75366","6214","6496","39","109"
"Montgomery County, Ohio","0500000US39113","533796","275519","1014","62450","31782","37101","39","113"
"Muskingum County, Ohio","0500000US39119","86305","44288","840","56654","3348","4280","39","119"
"Portage County, Ohio","0500000US39133","162665","81560","1085","73220","10513","10355","39","133"
"Richland County, Ohio","0500000US39139","125064","60701","808","56664","4846","6020","39","139"
"Ross County, Ohio","0500000US39141","76501","36932","865","60666","2875","4680","39","141"
"Scioto County, Ohio","0500000US39145","71969","36301","805","52159","2669","3463","39","145"
"Stark County, Ohio","0500000US39151","372716","190715","891","63145","21899","24955","39","151"
"Summit County, Ohio","0500000US39153","535733","275036","1007","69577","45114","46545","39","153"
"Trumbull County, Ohio","0500000US39155","200373","101206","761","51016","9431","9619","39","155"
"Tuscarawas County, Ohio","0500000US39157","91874","46416","850","60604","4055","3956","39","157"
"Union County, Ohio","0500000US39159","69637","35818","1247","101968","5260","5763","39","159"
"Warren County, Ohio","0500000US39165","252148","125967","1453","107541","26602","23482","39","165"
"Wayne County, Ohio","0500000US39169","116510","58657","886","69101","6042","7375","39","169"
"Wood County, Ohio","0500000US39173","132650","67070","929","72947","8104","8619","39","173"
"Canadian County, Oklahoma","0500000US40017","175829","87505","1329","86061","10581","16052","40","017"
"Cleveland County, Oklahoma","0500000US40027","301193","151288","1149","74495","18765","19371","40","027"
"Comanche County, Oklahoma","0500000US40031","121574","58823","991","56706","5893","6283","40","031"
"Creek County, Oklahoma","0500000US40037","73332","37097","882","55857","3164","3393","40","037"
"Muskogee County, Oklahoma","0500000US40101","66677","33678","800","52484","1614","3409","40","101"
"Oklahoma County, Oklahoma","0500000US40109","808866","412020","1143","65948","61076","65525","40","109"
"Payne County, Oklahoma","0500000US40119","83352","41743","953","56371","4210","7220","40","119"
"Pottawatomie County, Oklahoma","0500000US40125","73791","38502","832","56579","2949","4046","40","125"
"Rogers County, Oklahoma","0500000US40131","100248","50234","1053","70200","5947","7084","40","131"
"Tulsa County, Oklahoma","0500000US40143","682868","347933","1108","65479","48988","52000","40","143"
"Wagoner County, Oklahoma","0500000US40145","89280","44407","1088","80372","4823","6052","40","145"
"Benton County, Oregon","0500000US41003","97713","48801","1368","73047","7298","10988","41","003"
"Clackamas County, Oregon","0500000US41005","423173","213987","1749","100675","38578","41500","41","005"
"Deschutes County, Oregon","0500000US41017","208513","105532","1806","97163","22092","26288","41","017"
"Douglas County, Oregon","0500000US41019","112435","57723","1038","60889","4526","5599","41","019"
"Jackson County, Oregon","0500000US41029","220768","113544","1419","71666","12186","16974","41","029"
"Josephine County, Oregon","0500000US41033","87821","44853","1166","64170","3915","4434","41","033"
"Klamath County, Oregon","0500000US41035","70003","34121","987","52547","3077","3132","41","035"
"Lane County, Oregon","0500000US41039","381181","192924","1373","70374","25532","27303","41","039"
"Linn County, Oregon","0500000US41043","131496","65950","1359","70548","7494","8227","41","043"
"Marion County, Oregon","0500000US41047","346741","173587","1416","73417","23014","21750","41","047"
"Multnomah County, Oregon","0500000US41051","789698","396239","1543","83583","88221","93698","41","051"
"Polk County, Oregon","0500000US41053","89805","45113","1201","80328","6448","5285","41","053"
"Umatilla County, Oregon","0500000US41059","80053","39164","963","60582","3118","4020","41","059"
"Washington County, Oregon","0500000US41067","598865","298912","1818","103713","60455","67786","41","067"
"Yamhill County, Oregon","0500000US41071","108644","53520","1421","89160","8456","8511","41","071"
"Adams County, Pennsylvania","0500000US42001","106748","54185","1061","76725","4842","5961","42","001"
"Allegheny County, Pennsylvania","0500000US42003","1224825","627269","1154","76615","118200","123021","42","003"
"Armstrong County, Pennsylvania","0500000US42005","64074","32101","724","61836","2972","3535","42","005"
"Beaver County, Pennsylvania","0500000US42007","165631","83720","840","66768","12777","12786","42","007"
"Berks County, Pennsylvania","0500000US42011","432821","218585","1219","75675","22785","27453","42","011"
"Blair County, Pennsylvania","0500000US42013","120273","60460","837","54002","5973","6530","42","013"
"Bucks County, Pennsylvania","0500000US42017","645984","326000","1612","107221","60351","63135","42","017"
"Butler County, Pennsylvania","0500000US42019","198413","99545","1060","80379","17252","16669","42","019"
"Cambria County, Pennsylvania","0500000US42021","130668","65553","725","55748","5347","8138","42","021"
"Carbon County, Pennsylvania","0500000US42025","65458","32044","1074","64229","2167","2886","42","025"
"Centre County, Pennsylvania","0500000US42027","157795","75631","1198","69101","11245","11558","42","027"
"Chester County, Pennsylvania","0500000US42029","549784","277737","1719","120903","62922","63211","42","029"
"Clearfield County, Pennsylvania","0500000US42033","77090","36916","790","60711","3800","3814","42","033"
"Columbia County, Pennsylvania","0500000US42037","65439","33519","870","63683","3748","3533","42","037"
"Crawford County, Pennsylvania","0500000US42039","82001","41578","764","60797","4317","4188","42","039"
"Cumberland County, Pennsylvania","0500000US42041","270738","136191","1148","82174","23207","23840","42","041"
"Dauphin County, Pennsylvania","0500000US42043","289234","147892","1244","74170","22274","22640","42","043"
"Delaware County, Pennsylvania","0500000US42045","576720","297042","1307","84085","44425","48305","42","045"
"Erie County, Pennsylvania","0500000US42049","267571","132928","894","60663","16832","16371","42","049"
"Fayette County, Pennsylvania","0500000US42051","123915","62342","745","54523","5647","5582","42","051"
"Franklin County, Pennsylvania","0500000US42055","157854","80271","1095","75875","7795","8202","42","055"
"Indiana County, Pennsylvania","0500000US42063","83094","41523","788","57505","4106","4259","42","063"
"Lackawanna County, Pennsylvania","0500000US42069","216123","109627","1069","56002","13638","14093","42","069"
"Lancaster County, Pennsylvania","0500000US42071","558589","284881","1329","80067","36860","38695","42","071"
"Lawrence County, Pennsylvania","0500000US42073","84472","43249","763","62754","5638","5054","42","073"
"Lebanon County, Pennsylvania","0500000US42075","144252","72866","1186","78824","7287","8624","42","075"
"Lehigh County, Pennsylvania","0500000US42077","377754","191682","1346","76508","24792","30945","42","077"
"Luzerne County, Pennsylvania","0500000US42079","327388","164128","1058","60380","16136","18976","42","079"
"Lycoming County, Pennsylvania","0500000US42081","112724","57145","869","62135","6148","7823","42","081"
"Mercer County, Pennsylvania","0500000US42085","108503","54617","874","61669","6036","6703","42","085"
"Monroe County, Pennsylvania","0500000US42089","166053","81421","1325","71087","10378","10953","42","089"
"Montgomery County, Pennsylvania","0500000US42091","868742","442681","1674","106748","86905","93876","42","091"
"Northampton County, Pennsylvania","0500000US42095","319091","160787","1390","84229","22457","23388","42","095"
"Northumberland County, Pennsylvania","0500000US42097","90120","44045","746","59046","4099","4653","42","097"
"Philadelphia County, Pennsylvania","0500000US42101","1550542","817626","1390","60302","103969","112476","42","101"
"Schuylkill County, Pennsylvania","0500000US42107","143786","69760","801","64276","6940","6330","42","107"
"Somerset County, Pennsylvania","0500000US42111","72197","34816","794","60515","2544","2990","42","111"
"Washington County, Pennsylvania","0500000US42125","210232","106589","956","77450","15515","14397","42","125"
"Westmoreland County, Pennsylvania","0500000US42129","351163","177795","862","71081","24471","28913","42","129"
"York County, Pennsylvania","0500000US42133","464640","233292","1149","81362","29639","30926","42","133"
"Kent County, Rhode Island","0500000US44003","171278","88356","1342","91821","14125","17992","44","003"
"Newport County, Rhode Island","0500000US44005","83832","42723","1657","104880","9126","8742","44","005"
"Providence County, Rhode Island","0500000US44007","660615","336335","1369","77170","42836","49394","44","007"
"Washington County, Rhode Island","0500000US44009","129982","67523","1194","102108","13972","15985","44","009"
"Aiken County, South Carolina","0500000US45003","177130","91614","1022","67480","13539","13483","45","003"
"Anderson County, South Carolina","0500000US45007","213076","109714","1053","64645","12746","12556","45","007"
"Beaufort County, South Carolina","0500000US45013","198979","101254","1759","81111","20181","23480","45","013"
"Berkeley County, South Carolina","0500000US45015","255217","128292","1654","83372","14748","22911","45","015"
"Charleston County, South Carolina","0500000US45019","424367","217776","1665","89083","47337","49385","45","019"
"Dorchester County, South Carolina","0500000US45035","169833","86875","1505","78137","10085","12289","45","035"
