NAME,GEO_ID,total_population,female_population,median_gross_rent_in_dollars,median_household_income_past12months,male_bachelors_degree_25yrs_above,female_bachelors_degree_25yrs_above,state,county
"Maury County, Tennessee","0500000US47119","94340","48184","859","53794","4826","4938","47","119"
"Montgomery County, Tennessee","0500000US47125","205950","103156","966","56019","12402","14077","47","125"
"Putnam County, Tennessee","0500000US47141","78843","40155","718","45199","3501","2980","47","141"
"Robertson County, Tennessee","0500000US47147","71012","36054","918","69079","3125","3998","47","147"
"Rutherford County, Tennessee","0500000US47149","324890","165067","1064","63739","21326","22924","47","149"
"Sevier County, Tennessee","0500000US47155","97892","49104","804","47411","2562","4218","47","155"
"Shelby County, Tennessee","0500000US47157","935764","490486","902","47500","51611","64745","47","157"
"Sullivan County, Tennessee","0500000US47163","157668","81427","615","44652","9850","8665","47","163"
"Sumner County, Tennessee","0500000US47165","187149","94602","998","65948","11150","12229","47","165"
"Washington County, Tennessee","0500000US47179","128607","65618","737","48765","9021","8286","47","179"
"Williamson County, Tennessee","0500000US47187","231729","117641","1502","110700","29175","32093","47","187"
"Wilson County, Tennessee","0500000US47189","140625","71425","1107","76756","10289","10259","47","189"
"Angelina County, Texas","0500000US48005","87092","44095","849","47519","2917","4204","48","005"
"Bastrop County, Texas","0500000US48021","86976","42833","1074","69067","3851","4908","48","021"
"Bell County, Texas","0500000US48027","355642","178561","912","54495","15661","19007","48","027"
"Bexar County, Texas","0500000US48029","1986049","1005449","994","54149","97342","118752","48","029"
"Bowie County, Texas","0500000US48037","94324","47101","771","47134","5247","4551","48","037"
"Brazoria County, Texas","0500000US48039","370200","183183","1161","73623","21032","22489","48","039"
"Brazos County, Texas","0500000US48041","226758","111341","952","50110","12009","16342","48","041"
"Cameron County, Texas","0500000US48061","423908","217855","712","38378","13425","16068","48","061"
"Collin County, Texas","0500000US48085","1005146","510437","1391","96051","103776","114120","48","085"
"Comal County, Texas","0500000US48091","148373","74591","1131","76203","11296","12762","48","091"
"Coryell County, Texas","0500000US48099","74808","37778","839","46131","2341","2999","48","099"
"Dallas County, Texas","0500000US48113","2637772","1335916","1125","59839","165075","174995","48","113"
"Denton County, Texas","0500000US48121","859064","436067","1228","88117","84794","94100","48","121"
"Ector County, Texas","0500000US48135","162124","79406","1028","64165","5261","5233","48","135"
"Ellis County, Texas","0500000US48139","179436","90917","1052","77794","10002","11288","48","139"
"El Paso County, Texas","0500000US48141","840758","425839","801","43958","37576","42772","48","141"
"Fort Bend County, Texas","0500000US48157","787858","401179","1424","91931","68805","74837","48","157"
"Galveston County, Texas","0500000US48167","337890","171141","1129","73840","22507","26960","48","167"
"Grayson County, Texas","0500000US48181","133991","68869","894","51158","5232","6648","48","181"
"Gregg County, Texas","0500000US48183","123707","64682","822","51361","3840","6759","48","183"
"Guadalupe County, Texas","0500000US48187","163694","82466","1092","74459","9666","10248","48","187"
"Harris County, Texas","0500000US48201","4698619","2364072","1062","60232","281358","317549","48","201"
"Harrison County, Texas","0500000US48203","66726","34493","709","50561","2736","3311","48","203"
"Hays County, Texas","0500000US48209","222631","111543","1181","65943","16742","17964","48","209"
"Henderson County, Texas","0500000US48213","82299","43434","750","42020","3122","3672","48","213"
"Hidalgo County, Texas","0500000US48215","865939","440546","703","39165","30046","34506","48","215"
"Hunt County, Texas","0500000US48231","96493","48609","931","55248","4836","4279","48","231"
"Jefferson County, Texas","0500000US48245","255001","124790","840","47177","10803","13645","48","245"
"Johnson County, Texas","0500000US48251","171361","85805","1002","62390","6037","7392","48","251"
"Kaufman County, Texas","0500000US48257","128622","66106","996","66668","5459","5543","48","257"
"Liberty County, Texas","0500000US48291","86323","43109","842","51955","1736","2049","48","291"
"Lubbock County, Texas","0500000US48303","307412","155549","911","50505","15376","19286","48","303"
"McLennan County, Texas","0500000US48309","254607","130376","893","48713","11746","13280","48","309"
"Midland County, Texas","0500000US48329","172578","86448","1281","81210","10630","10969","48","329"
"Montgomery County, Texas","0500000US48339","590925","296526","1204","76929","46656","50377","48","339"
"Nacogdoches County, Texas","0500000US48347","65711","33580","741","46459","2377","3127","48","347"
"Nueces County, Texas","0500000US48355","362265","182569","1007","54560","17204","16786","48","355"
"Orange County, Texas","0500000US48361","83572","42052","824","56420","2443","3973","48","361"
"Parker County, Texas","0500000US48367","138371","69703","1062","72004","8195","8177","48","367"
"Potter County, Texas","0500000US48375","119648","58408","806","40797","3851","4129","48","375"
"Randall County, Texas","0500000US48381","136271","68991","865","70108","9756","13402","48","381"
"Rockwall County, Texas","0500000US48397","100657","51735","1649","100595","8009","9226","48","397"
"San Patricio County, Texas","0500000US48409","66893","32870","1029","55018","1889","2781","48","409"
"Smith County, Texas","0500000US48423","230221","118562","954","58226","12448","14909","48","423"
"Tarrant County, Texas","0500000US48439","2084931","1064966","1112","66063","135439","151675","48","439"
"Taylor County, Texas","0500000US48441","137640","70711","946","47508","8062","6760","48","441"
"Tom Green County, Texas","0500000US48451","118189","58738","852","52283","6180","6858","48","451"
"Travis County, Texas","0500000US48453","1248743","617966","1321","76392","137128","142135","48","453"
"Victoria County, Texas","0500000US48469","92035","47767","872","50210","4150","4236","48","469"
"Walker County, Texas","0500000US48471","72480","32114","921","40100","2930","3428","48","471"
"Webb County, Texas","0500000US48479","275910","140204","857","46862","11887","10627","48","479"
"Wichita County, Texas","0500000US48485","132064","64691","753","47373","5351","6525","48","485"
"Williamson County, Texas","0500000US48491","566719","287835","1359","87454","52826","53431","48","491"
"Wise County, Texas","0500000US48497","68305","34180","1024","69040","4415","4017","48","497"
"Cache County, Utah","0500000US49005","127068","63432","800","59248","8357","9153","49","005"
"Davis County, Utah","0500000US49011","351713","174302","1121","84358","26749","27180","49","011"
"Salt Lake County, Utah","0500000US49035","1152633","575231","1140","73801","79902","84035","49","035"
"Tooele County, Utah","0500000US49045","69907","34191","843","72906","2872","3517","49","045"
"Utah County, Utah","0500000US49049","622213","307769","1058","75349","39969","48615","49","049"
"Washington County, Utah","0500000US49053","171700","86855","984","56333","10518","11079","49","053"
"Weber County, Utah","0500000US49057","256359","128061","931","68669","12691","14339","49","057"
"Chittenden County, Vermont","0500000US50007","164572","84307","1205","75852","19212","17878","50","007"
"Albemarle County, Virginia","0500000US51003","108718","57007","1301","78584","9915","11269","51","003"
"Arlington County, Virginia","0500000US51013","237521","117723","1924","122394","31014","30582","51","013"
"Augusta County, Virginia","0500000US51015","75457","37016","877","59820","4085","4714","51","015"
"Bedford County, Virginia","0500000US51019","78747","40142","885","64084","3475","5874","51","019"
"Chesterfield County, Virginia","0500000US51041","348556","179901","1246","80655","29009","32894","51","041"
"Fairfax County, Virginia","0500000US51059","1150795","580022","1851","122227","115153","126617","51","059"
"Fauquier County, Virginia","0500000US51061","70675","36161","1276","92145","5282","6851","51","061"
"Frederick County, Virginia","0500000US51069","88355","43602","1098","80953","4715","4616","51","069"
"Hanover County, Virginia","0500000US51085","107239","54793","1174","91309","9936","11201","51","085"
"Henrico County, Virginia","0500000US51087","329261","172693","1147","68069","27241","33351","51","087"
"James City County, Virginia","0500000US51095","76397","41078","1288","83190","8531","8394","51","095"
"Loudoun County, Virginia","0500000US51107","406850","205199","1837","139915","42538","48795","51","107"
"Montgomery County, Virginia","0500000US51121","98985","47349","1016","51932","5571","4994","51","121"
"Prince William County, Virginia","0500000US51153","468011","234177","1658","107925","34603","38310","51","153"
"Roanoke County, Virginia","0500000US51161","94073","48831","972","68595","6236","9435","51","161"
"Rockingham County, Virginia","0500000US51165","81244","41672","870","61199","3780","5150","51","165"
"Spotsylvania County, Virginia","0500000US51177","134238","67943","1544","88431","6879","8281","51","177"
"Stafford County, Virginia","0500000US51179","149960","74881","1551","110307","12221","13364","51","179"
"York County, Virginia","0500000US51199","67846","35951","1401","83593","5015","6917","51","199"
"Alexandria city, Virginia","0500000US51510","160530","83443","1736","101215","15903","20022","51","510"
"Chesapeake city, Virginia","0500000US51550","242634","124250","1252","80265","15773","18752","51","550"
"Hampton city, Virginia","0500000US51650","134313","69869","1094","55466","7669","7723","51","650"
"Lynchburg city, Virginia","0500000US51680","82126","44003","811","42389","3930","5209","51","680"
"Newport News city, Virginia","0500000US51700","178626","91485","986","50180","9568","12737","51","700"
"Norfolk city, Virginia","0500000US51710","244076","116978","1035","49587","13483","14292","51","710"
"Portsmouth city, Virginia","0500000US51740","94632","48494","1057","47919","3029","3710","51","740"
"Richmond city, Virginia","0500000US51760","228783","121054","1016","48987","18929","19990","51","760"
"Roanoke city, Virginia","0500000US51770","99920","52441","817","42711","5848","6187","51","770"
"Suffolk city, Virginia","0500000US51800","91185","46740","1156","71829","5296","5963","51","800"
"Virginia Beach city, Virginia","0500000US51810","450189","228912","1344","77059","34533","37322","51","810"
"Benton County, Washington","0500000US53005","201877","101886","963","68115","11422","11876","53","005"
"Chelan County, Washington","0500000US53007","77036","38450","928","57132","3416","4940","53","007"
"Clallam County, Washington","0500000US53009","76737","38347","1032","59001","4565","5637","53","009"
"Clark County, Washington","0500000US53011","481857","242896","1340","74060","34859","32781","53","011"
"Cowlitz County, Washington","0500000US53015","108987","55394","803","59225","4799","3921","53","015"
"Franklin County, Washington","0500000US53021","94347","45473","902","60012","3365","3802","53","021"
"Grant County, Washington","0500000US53025","97331","47542","770","53057","3464","4060","53","025"
"Grays Harbor County, Washington","0500000US53027","73901","36828","730","48255","2879","2180","53","027"
"Island County, Washington","0500000US53029","84460","42274","1191","64793","5577","6697","53","029"
"King County, Washington","0500000US53033","2233163","1112018","1674","95009","254391","252585","53","033"
"Kitsap County, Washington","0500000US53035","269805","131719","1305","76945","19124","22256","53","035"
"Lewis County, Washington","0500000US53041","79604","39635","907","61058","2555","4224","53","041"
"Mason County, Washington","0500000US53045","65507","31944","1055","58094","2878","3407","53","045"
"Pierce County, Washington","0500000US53053","891299","447521","1299","75407","54228","56020","53","053"
"Skagit County, Washington","0500000US53057","128206","65144","1107","73206","7976","8301","53","057"
"Snohomish County, Washington","0500000US53061","814901","407021","1525","87440","58691","66911","53","061"
"Spokane County, Washington","0500000US53063","514631","260981","921","59783","33586","37421","53","063"
"Thurston County, Washington","0500000US53067","286419","146762","1222","72703","22397","24404","53","067"
"Whatcom County, Washington","0500000US53073","225685","114216","1110","62268","14754","16739","53","073"
"Yakima County, Washington","0500000US53077","251446","126212","797","51555","6568","8952","53","077"
"Berkeley County, West Virginia","0500000US54003","117123","58075","911","59328","5920","6211","54","003"
"Cabell County, West Virginia","0500000US54011","93224","48306","760","38162","4130","5323","54","011"
"Harrison County, West Virginia","0500000US54033","67554","34541","821","46569","2722","3105","54","033"
"Kanawha County, West Virginia","0500000US54039","180454","93421","765","41141","9785","8956","54","039"
"Monongalia County, West Virginia","0500000US54061","106420","51297","849","50834","8027","6520","54","061"
"Raleigh County, West Virginia","0500000US54081","74254","36824","678","39122","2732","2186","54","081"
"Wood County, West Virginia","0500000US54107","84203","43440","732","43563","3877","4098","54","107"
"Brown County, Wisconsin","0500000US55009","263378","132376","810","61651","17025","19277","55","009"
"Dane County, Wisconsin","0500000US55025","542364","273389","1097","71582","52463","54456","55","025"
"Dodge County, Wisconsin","0500000US55027","87847","42000","821","63077","3019","4763","55","027"
"Eau Claire County, Wisconsin","0500000US55035","104534","52433","801","60475","6496","7898","55","035"
"Fond du Lac County, Wisconsin","0500000US55039","103066","52516","725","57415","5221","5769","55","039"
"Jefferson County, Wisconsin","0500000US55055","85129","42687","881","65651","5521","6215","55","055"
"Kenosha County, Wisconsin","0500000US55059","169290","85083","891","65330","8808","10595","55","059"
"La Crosse County, Wisconsin","0500000US55063","118230","61022","872","60905","8592","8562","55","063"
"Manitowoc County, Wisconsin","0500000US55071","79074","39123","616","54393","4108","5084","55","071"
"Marathon County, Wisconsin","0500000US55073","135428","67644","756","62890","8789","8685","55","073"
"Milwaukee County, Wisconsin","0500000US55079","948201","489003","861","49636","52477","67064","55","079"
"Outagamie County, Wisconsin","0500000US55087","187365","94390","797","64759","12025","14441","55","087"
"Ozaukee County, Wisconsin","0500000US55089","89147","45196","939","81104","8632","9360","55","089"
"Portage County, Wisconsin","0500000US55097","70942","35314","771","57452","4059","6307","55","097"
"Racine County, Wisconsin","0500000US55101","196584","99107","847","59759","10213","12316","55","101"
"Rock County, Wisconsin","0500000US55105","163129","82212","832","57037","7196","8776","55","105"
"St. Croix County, Wisconsin","0500000US55109","89694","45365","926","81453","6090","7532","55","109"
"Sheboygan County, Wisconsin","0500000US55117","115456","56380","720","60896","5781","7042","55","117"
"Walworth County, Wisconsin","0500000US55127","103718","51617","887","63800","5210","6883","55","127"
"Washington County, Wisconsin","0500000US55131","135693","68603","890","73435","9631","11333","55","131"
"Waukesha County, Wisconsin","0500000US55133","403072","204897","1029","86968","39815","44117","55","133"
"Winnebago County, Wisconsin","0500000US55139","171020","84710","735","56589","9531","11681","55","139"
"Wood County, Wisconsin","0500000US55141","73055","36713","743","55273","3227","4396","55","141"
"Laramie County, Wyoming","0500000US56021","98976","49353","893","64306","5148","6917","56","021"
"Natrona County, Wyoming","0500000US56025","79115","39310","857","64833","3567","5010","56","025"
"Arecibo Municipio, Puerto Rico","0500000US72013","82114","42919","386","18360","4177","6998","72","013"
"Bayamón Municipio, Puerto Rico","0500000US72021","170480","90269","558","24873","10525","16198","72","021"
"Caguas Municipio, Puerto Rico","0500000US72025","124434","66673","600","27714","8611","12499","72","025"
"Carolina Municipio, Puerto Rico","0500000US72031","147661","80219","651","25189","10370","14627","72","031"
"Guaynabo Municipio, Puerto Rico","0500000US72061","83787","43613","735","36309","6897","10697","72","061"
"Mayagüez Municipio, Puerto Rico","0500000US72097","71986","37627","411","11940","3382","5265","72","097"
"Ponce Municipio, Puerto Rico","0500000US72113","133191","69248","416","17906","8298","11680","72","113"
"San Juan Municipio, Puerto Rico","0500000US72127","320967","174280","504","23012","23122","33006","72","127"
"Toa Alta Municipio, Puerto Rico","0500000US72135","71094","36673","612","26358","4377","6181","72","135"
"Toa Baja Municipio, Puerto Rico","0500000US72137","74623","39767","618","25504","5342","6942","72","137"
"Trujillo Alto Municipio, Puerto Rico","0500000US72139","63746","33374","517","31078","4386","7444","72","139"
