NAME,GEO_ID,total_population,female_population,median_gross_rent_in_dollars,median_household_income_past12months,male_bachelors_degree_25yrs_above,female_bachelors_degree_25yrs_above,state,county
"Worcester County, Massachusetts","0500000US25027","862029","434759","1197","84952","69182","73226","25","027"
"Allegan County, Michigan","0500000US26005","120950","60284","948","74371","6490","6621","26","005"
"Bay County, Michigan","0500000US26017","102985","51638","666","56911","4497","6205","26","017"
"Berrien County, Michigan","0500000US26021","153101","78284","831","57535","9236","12555","26","021"
"Calhoun County, Michigan","0500000US26025","133819","68376","821","55192","6124","8524","26","025"
"Clinton County, Michigan","0500000US26037","79426","39378","982","76534","5204","6146","26","037"
"Eaton County, Michigan","0500000US26045","108944","55486","959","70133","6450","8628","26","045"
"Genesee County, Michigan","0500000US26049","404208","208165","870","52025","18702","23274","26","049"
"Grand Traverse County, Michigan","0500000US26055","95860","49158","1143","65651","7715","7535","26","055"
"Ingham County, Michigan","0500000US26065","284034","144604","928","57226","19568","23148","26","065"
"Ionia County, Michigan","0500000US26067","67197","31581","749","65729","2042","3413","26","067"
"Jackson County, Michigan","0500000US26075","160050","77986","865","58254","8187","9235","26","075"
"Kalamazoo County, Michigan","0500000US26077","261108","132884","898","62128","19190","19735","26","077"
"Kent County, Michigan","0500000US26081","658046","331110","1059","72021","53424","57905","26","081"
"Lapeer County, Michigan","0500000US26087","88513","43205","867","71479","3821","4835","26","087"
"Lenawee County, Michigan","0500000US26091","98956","49077","935","61257","4421","7039","26","091"
"Livingston County, Michigan","0500000US26093","195014","96305","1237","91344","20193","19567","26","093"
"Macomb County, Michigan","0500000US26099","876792","446922","1069","67527","50026","58030","26","099"
"Marquette County, Michigan","0500000US26103","66103","32324","872","55301","4619","4840","26","103"
"Midland County, Michigan","0500000US26111","83457","41664","941","67707","7012","6902","26","111"
"Monroe County, Michigan","0500000US26115","155274","77909","893","65512","7085","8393","26","115"
"Montcalm County, Michigan","0500000US26117","67220","32327","759","55832","1822","2868","26","117"
"Muskegon County, Michigan","0500000US26121","176511","89321","869","55462","7647","8568","26","121"
"Oakland County, Michigan","0500000US26125","1270017","642866","1203","86523","125083","129736","26","125"
"Ottawa County, Michigan","0500000US26139","299157","151338","1007","79116","21950","23494","26","139"
"Saginaw County, Michigan","0500000US26145","189591","97153","818","50606","7478","10168","26","145"
"St. Clair County, Michigan","0500000US26147","160053","80045","906","60992","6179","7473","26","147"
"Shiawassee County, Michigan","0500000US26155","67877","34019","760","51959","2876","3646","26","155"
"Van Buren County, Michigan","0500000US26159","75658","37592","711","59081","3672","4166","26","159"
"Washtenaw County, Michigan","0500000US26161","369390","186453","1225","76918","30157","34828","26","161"
"Wayne County, Michigan","0500000US26163","1774816","915509","975","52605","94099","104445","26","163"
"Anoka County, Minnesota","0500000US27003","367018","182900","1247","88410","28654","30702","27","003"
"Blue Earth County, Minnesota","0500000US27013","69280","33750","949","69858","3770","5220","27","013"
"Carver County, Minnesota","0500000US27019","108626","54691","1344","102694","13792","11996","27","019"
"Clay County, Minnesota","0500000US27027","65574","32155","829","67539","6188","7062","27","027"
"Crow Wing County, Minnesota","0500000US27035","67270","33330","840","63921","4357","4680","27","035"
"Dakota County, Minnesota","0500000US27037","442038","222402","1296","93786","44815","43862","27","037"
"Hennepin County, Minnesota","0500000US27053","1267416","636904","1318","84244","150830","146549","27","053"
"Olmsted County, Minnesota","0500000US27109","163436","84084","1143","83070","12166","15674","27","109"
"Ramsey County, Minnesota","0500000US27123","543257","276883","1143","70518","47734","51049","27","123"
"Rice County, Minnesota","0500000US27131","67262","32414","1048","67267","3559","4075","27","131"
"St. Louis County, Minnesota","0500000US27137","199182","98819","909","64959","14513","15717","27","137"
"Scott County, Minnesota","0500000US27139","153268","76538","1291","106987","16716","16646","27","139"
"Sherburne County, Minnesota","0500000US27141","99074","48219","1075","90638","7029","5787","27","141"
"Stearns County, Minnesota","0500000US27145","158947","78708","854","65742","6116","10309","27","145"
"Washington County, Minnesota","0500000US27163","272256","136565","1502","104935","29007","31033","27","163"
"Wright County, Minnesota","0500000US27171","144845","71030","1038","99964","11317","14068","27","171"
"DeSoto County, Mississippi","0500000US28033","188633","98685","1192","70490","8795","13427","28","033"
"Forrest County, Mississippi","0500000US28035","77875","41067","868","46226","3307","3710","28","035"
"Harrison County, Mississippi","0500000US28047","209396","107384","925","55702","10983","14516","28","047"
"Hinds County, Mississippi","0500000US28049","222679","117736","936","40658","10509","16273","28","049"
"Jackson County, Mississippi","0500000US28059","143987","74648","916","57383","8419","10706","28","059"
"Jones County, Mississippi","0500000US28067","66744","33004","628","40116","1868","3145","28","067"
"Lamar County, Mississippi","0500000US28073","65353","34921","994","65334","5215","4208","28","073"
"Lauderdale County, Mississippi","0500000US28075","72088","36103","838","41174","2328","4070","28","075"
"Lee County, Mississippi","0500000US28081","82883","43898","791","59274","4806","6256","28","081"
"Madison County, Mississippi","0500000US28089","109813","57316","1011","75678","7477","11652","28","089"
"Rankin County, Mississippi","0500000US28121","158096","82109","1001","71241","10057","14446","28","121"
"Boone County, Missouri","0500000US29019","185840","95451","955","62296","14057","17268","29","019"
"Buchanan County, Missouri","0500000US29021","83853","41218","781","50113","4360","4636","29","021"
"Cape Girardeau County, Missouri","0500000US29031","82113","41905","820","61330","5541","7073","29","031"
"Cass County, Missouri","0500000US29037","109638","55676","1024","79554","5480","7612","29","037"
"Christian County, Missouri","0500000US29043","91499","47640","844","71343","5641","7442","29","043"
"Clay County, Missouri","0500000US29047","255518","128820","1034","74728","21811","19658","29","047"
"Cole County, Missouri","0500000US29051","77205","38461","684","63326","5939","5538","29","051"
"Franklin County, Missouri","0500000US29071","105231","52752","749","68410","4989","6372","29","071"
"Greene County, Missouri","0500000US29077","300865","153599","818","53127","20283","22506","29","077"
"Jackson County, Missouri","0500000US29095","716862","368585","1044","63459","52322","50479","29","095"
"Jasper County, Missouri","0500000US29097","123155","63158","891","52221","5172","7055","29","097"
"Jefferson County, Missouri","0500000US29099","227771","113576","868","67955","11826","11669","29","099"
"Platte County, Missouri","0500000US29165","108569","55079","1036","85157","10301","11792","29","165"
"St. Charles County, Missouri","0500000US29183","409981","207811","1140","91601","37661","39515","29","183"
"St. Francois County, Missouri","0500000US29187","67541","32888","692","47682","2240","2332","29","187"
"St. Louis County, Missouri","0500000US29189","997187","520696","1018","72378","87201","95481","29","189"
"St. Louis city, Missouri","0500000US29510","293310","150269","843","49965","23551","26633","29","510"
"Cascade County, Montana","0500000US30013","84511","40859","760","57706","4711","4168","30","013"
"Flathead County, Montana","0500000US30029","108454","53909","877","66126","8860","9384","30","029"
"Gallatin County, Montana","0500000US30031","122713","59240","1315","80763","14808","13596","30","031"
"Lewis and Clark County, Montana","0500000US30049","72223","35175","876","66686","6270","7375","30","049"
"Missoula County, Montana","0500000US30063","119533","59026","1034","66803","10873","10891","30","063"
"Yellowstone County, Montana","0500000US30111","167146","84598","932","69882","14221","14574","30","111"
"Douglas County, Nebraska","0500000US31055","585008","294537","1003","69290","47795","51714","31","055"
"Lancaster County, Nebraska","0500000US31109","324514","160482","905","64980","26201","28909","31","109"
"Sarpy County, Nebraska","0500000US31153","193418","96463","1157","87979","15483","18103","31","153"
"Clark County, Nevada","0500000US32003","2292476","1144776","1325","63677","141831","146820","32","003"
"Washoe County, Nevada","0500000US32031","493392","243111","1345","76220","35155","35225","32","031"
"Cheshire County, New Hampshire","0500000US33005","77329","38842","1055","67344","4146","5596","33","005"
"Grafton County, New Hampshire","0500000US33009","92201","46432","1182","80866","7189","8244","33","009"
"Hillsborough County, New Hampshire","0500000US33011","424079","211438","1393","91627","39502","37787","33","011"
"Merrimack County, New Hampshire","0500000US33013","155238","78219","1119","80918","11377","14802","33","013"
"Rockingham County, New Hampshire","0500000US33015","316947","159803","1451","104664","34252","33396","33","015"
"Strafford County, New Hampshire","0500000US33017","132416","66879","1303","95733","11835","11415","33","017"
"Atlantic County, New Jersey","0500000US34001","274966","141124","1208","66388","20758","20669","34","001"
"Bergen County, New Jersey","0500000US34003","953819","486114","1624","105171","100206","109730","34","003"
"Burlington County, New Jersey","0500000US34005","464269","234532","1465","94397","43713","49402","34","005"
"Camden County, New Jersey","0500000US34007","523771","269299","1209","78347","37255","41944","34","007"
"Cape May County, New Jersey","0500000US34009","95661","48983","971","78657","9023","9695","34","009"
"Cumberland County, New Jersey","0500000US34011","153627","74728","1131","58389","5599","6744","34","011"
"Essex County, New Jersey","0500000US34013","854917","440647","1319","66198","61457","66780","34","013"
"Gloucester County, New Jersey","0500000US34015","304477","155745","1298","94412","24915","24626","34","015"
"Hudson County, New Jersey","0500000US34017","702463","350362","1645","80329","72956","71167","34","017"
"Hunterdon County, New Jersey","0500000US34019","129924","64594","1574","121982","14215","15610","34","019"
"Mercer County, New Jersey","0500000US34021","385898","195925","1341","87662","29009","34984","34","021"
"Middlesex County, New Jersey","0500000US34023","860807","432429","1655","99427","77835","80656","34","023"
"Monmouth County, New Jersey","0500000US34025","645354","329808","1616","108000","71685","70122","34","025"
"Morris County, New Jersey","0500000US34027","510981","257450","1726","122962","55369","59486","34","027"
"Ocean County, New Jersey","0500000US34029","648998","333029","1537","75719","41501","48469","34","029"
"Passaic County, New Jersey","0500000US34031","518117","263155","1391","75430","32970","36930","34","031"
"Salem County, New Jersey","0500000US34033","65046","32792","1055","69886","3232","4445","34","033"
"Somerset County, New Jersey","0500000US34035","345647","175605","1750","124764","34758","38229","34","035"
"Sussex County, New Jersey","0500000US34037","145543","71604","1303","99904","13184","14236","34","037"
"Union County, New Jersey","0500000US34039","572114","289670","1413","86764","44470","47202","34","039"
"Warren County, New Jersey","0500000US34041","110731","55975","1169","81159","8744","10373","34","041"
"Bernalillo County, New Mexico","0500000US35001","674393","342080","946","59640","41009","51292","35","001"
"Doña Ana County, New Mexico","0500000US35013","221508","112324","751","45178","10515","13513","35","013"
"Lea County, New Mexico","0500000US35025","73004","35554","1033","50725","2065","1990","35","025"
"McKinley County, New Mexico","0500000US35031","71780","36610","868","41643","1341","2230","35","031"
"Otero County, New Mexico","0500000US35035","68537","31336","866","51214","2174","3326","35","035"
"Sandoval County, New Mexico","0500000US35043","151369","75505","1193","72151","11473","10685","35","043"
"San Juan County, New Mexico","0500000US35045","120993","60954","827","47819","3377","4118","35","045"
"Santa Fe County, New Mexico","0500000US35049","155201","79101","1166","67341","10819","14806","35","049"
"Valencia County, New Mexico","0500000US35061","77190","38277","838","48188","2310","2470","35","061"
"Albany County, New York","0500000US36001","313743","160789","1140","75232","24764","24006","36","001"
"Bronx County, New York","0500000US36005","1424948","749625","1313","43011","59015","78384","36","005"
"Broome County, New York","0500000US36007","197240","100187","832","55591","10613","10897","36","007"
"Cattaraugus County, New York","0500000US36009","76426","38050","680","55153","3275","3688","36","009"
"Cayuga County, New York","0500000US36011","75880","36260","870","63511","3320","3989","36","011"
"Chautauqua County, New York","0500000US36013","126807","63352","670","46661","5512","6734","36","013"
"Chemung County, New York","0500000US36015","83045","41226","873","60219","4887","4087","36","015"
"Clinton County, New York","0500000US36019","79596","38139","872","60285","3988","4235","36","019"
"Dutchess County, New York","0500000US36027","297112","147662","1331","88051","24873","24005","36","027"
"Erie County, New York","0500000US36029","950683","487019","916","63035","75133","72432","36","029"
"Jefferson County, New York","0500000US36045","116295","54366","1056","60398","7072","6216","36","045"
"Kings County, New York","0500000US36047","2641052","1383648","1628","67567","212359","236385","36","047"
"Madison County, New York","0500000US36053","67658","33922","775","67495","3653","3158","36","053"
"Monroe County, New York","0500000US36055","755160","388395","1001","65957","58466","60555","36","055"
"Nassau County, New York","0500000US36059","1390907","706784","1960","125696","129773","130625","36","059"
"New York County, New York","0500000US36061","1576876","826196","1866","84435","184924","210890","36","061"
"Niagara County, New York","0500000US36063","211653","107958","768","61340","13234","12848","36","063"
"Oneida County, New York","0500000US36065","230274","115240","820","60215","12160","13260","36","065"
"Onondaga County, New York","0500000US36067","473236","243471","924","65541","32234","34081","36","067"
"Ontario County, New York","0500000US36069","112508","57290","1008","77972","8317","8328","36","069"
"Orange County, New York","0500000US36071","404525","201524","1398","90405","23933","28071","36","071"
"Oswego County, New York","0500000US36075","117387","57596","841","59423","5161","5096","36","075"
"Putnam County, New York","0500000US36079","97936","48714","1629","106871","9273","9629","36","079"
"Queens County, New York","0500000US36081","2331143","1190635","1717","73262","174848","185620","36","081"
"Rensselaer County, New York","0500000US36083","160232","80876","997","75676","10217","13058","36","083"
"Richmond County, New York","0500000US36085","493494","250591","1442","86054","37882","40420","36","085"
"Rockland County, New York","0500000US36087","339227","173417","1717","99087","26791","24107","36","087"
"St. Lawrence County, New York","0500000US36089","108051","52037","757","55775","4362","4782","36","089"
"Saratoga County, New York","0500000US36091","237359","119738","1176","86804","21177","20766","36","091"
"Schenectady County, New York","0500000US36093","158089","81674","1009","75284","10253","11748","36","093"
"Steuben County, New York","0500000US36101","92948","46366","815","57378","3919","4689","36","101"
"Suffolk County, New York","0500000US36103","1526344","770050","2020","113683","116519","119805","36","103"
"Sullivan County, New York","0500000US36105","79806","38488","861","54276","4384","5467","36","105"
"Tompkins County, New York","0500000US36109","105162","53361","1272","66441","5985","7901","36","109"
"Ulster County, New York","0500000US36111","182951","92170","1234","78938","14444","15900","36","111"
"Warren County, New York","0500000US36113","65618","32663","972","73028","5087","4116","36","113"
"Wayne County, New York","0500000US36117","90923","45273","816","64993","5349","6108","36","117"
"Westchester County, New York","0500000US36119","997895","510184","1734","110705","88329","96170","36","119"
"Alamance County, North Carolina","0500000US37001","173877","89731","894","58400","10488","13325","37","001"
"Brunswick County, North Carolina","0500000US37019","144215","75920","1167","65374","12539","13689","37","019"
"Buncombe County, North Carolina","0500000US37021","271534","139382","1141","64532","23871","29902","37","021"
"Burke County, North Carolina","0500000US37023","87611","43809","744","55529","3698","5149","37","023"
"Cabarrus County, North Carolina","0500000US37025","231278","118778","1151","79672","17335","17709","37","025"
"Caldwell County, North Carolina","0500000US37027","80463","40771","601","41210","2975","4347","37","027"
"Carteret County, North Carolina","0500000US37031","68541","34254","871","62907","4670","5194","37","031"
"Catawba County, North Carolina","0500000US37035","161723","83123","813","59603","8446","9708","37","035"
"Chatham County, North Carolina","0500000US37037","77889","41729","751","84555","6622","9033","37","037"
"Cleveland County, North Carolina","0500000US37045","100359","51822","775","47150","2618","5055","37","045"
"Craven County, North Carolina","0500000US37049","100674","51025","1019","57359","4911","6682","37","049"
"Cumberland County, North Carolina","0500000US37051","335508","169481","1042","52372","17705","20517","37","051"
"Davidson County, North Carolina","0500000US37057","170637","86909","766","52205","8429","9689","37","057"
"Durham County, North Carolina","0500000US37063","326126","169905","1194","71403","28585","37712","37","063"
"Forsyth County, North Carolina","0500000US37067","385523","202626","875","59879","24855","32247","37","067"
"Franklin County, North Carolina","0500000US37069","71703","36108","913","64064","3131","4161","37","069"
"Gaston County, North Carolina","0500000US37071","230856","118469","962","54734","13482","14918","37","071"
"Guilford County, North Carolina","0500000US37081","542410","284759","990","60734","39732","49672","37","081"
"Harnett County, North Carolina","0500000US37085","135966","68182","997","62478","7075","7060","37","085"
"Henderson County, North Carolina","0500000US37089","116829","61093","983","59669","9789","10532","37","089"
"Iredell County, North Carolina","0500000US37097","191968","96896","1079","69410","15816","16186","37","097"
"Johnston County, North Carolina","0500000US37101","226504","115930","918","69394","12073","16138","37","101"
"Lincoln County, North Carolina","0500000US37109","89670","45555","836","74201","5079","7167","37","109"
"Mecklenburg County, North Carolina","0500000US37119","1122276","580172","1328","74890","116527","126161","37","119"
"Moore County, North Carolina","0500000US37125","102763","53164","1022","67160","7726","8659","37","125"
"Nash County, North Carolina","0500000US37127","95176","50176","826","56560","4681","4707","37","127"
"New Hanover County, North Carolina","0500000US37129","229018","120929","1187","66097","19575","26557","37","129"
"Onslow County, North Carolina","0500000US37133","206160","92406","1002","55534","5055","11373","37","133"
"Orange County, North Carolina","0500000US37135","148884","77793","1239","80294","11323","15816","37","135"
"Pitt County, North Carolina","0500000US37147","172169","90536","848","44450","8365","11255","37","147"
"Randolph County, North Carolina","0500000US37151","145172","73065","787","57367","5462","6652","37","151"
"Robeson County, North Carolina","0500000US37155","116328","60588","683","37008","2693","4221","37","155"
"Rockingham County, North Carolina","0500000US37157","91266","48163","732","42901","2345","4121","37","157"
"Rowan County, North Carolina","0500000US37159","148150","75447","818","56408","5485","8463","37","159"
"Surry County, North Carolina","0500000US37171","71152","36339","677","51950","2825","3635","37","171"
"Union County, North Carolina","0500000US37179","243648","122849","1142","86606","19819","19764","37","179"
"Wake County, North Carolina","0500000US37183","1150204","587611","1305","91299","129442","134216","37","183"
"Wayne County, North Carolina","0500000US37191","116835","60439","829","47595","4909","6437","37","191"
"Wilkes County, North Carolina","0500000US37193","65806","33047","641","43933","3084","3616","37","193"
"Wilson County, North Carolina","0500000US37195","78369","41178","898","47201","2900","3259","37","195"
"Burleigh County, North Dakota","0500000US38015","98933","48716","831","68424","9170","8567","38","015"
"Cass County, North Dakota","0500000US38017","186562","93225","807","66009","17119","17016","38","017"
"Grand Forks County, North Dakota","0500000US38035","72705","36074","979","65184","5591","4796","38","035"
"Ward County, North Dakota","0500000US38101","69071","32350","1020","71061",,,"38","101"
"Allen County, Ohio","0500000US39003","101670","50175","784","51497","4335","3629","39","003"
"Ashtabula County, Ohio","0500000US39007","97337","48001","742","46771","3142","4200","39","007"
"Belmont County, Ohio","0500000US39013","65849","31974","627","50993","2695","2580","39","013"
"Butler County, Ohio","0500000US39017","390234","197655","996","72820","23141","28883","39","017"
"Clark County, Ohio","0500000US39023","135633","69605","699","59431","4638","5862","39","023"
"Clermont County, Ohio","0500000US39025","209642","105784","887","69489","13817","14521","39","025"
"Columbiana County, Ohio","0500000US39029","101310","49906","641","49265","3934","3538","39","029"
"Cuyahoga County, Ohio","0500000US39035","1249387","649555","880","55132","86370","97286","39","035"
"Delaware County, Ohio","0500000US39041","220740","110390","1191","117224","25182","24599","39","041"
"Erie County, Ohio","0500000US39043","74852","37868","799","58403","5223","5489","39","043"
"Fairfield County, Ohio","0500000US39045","161064","80538","1019","81226","9857","12955","39","045"
"Franklin County, Ohio","0500000US39049","1321414","672872","1102","65988","110655","117069","39","049"
"Geauga County, Ohio","0500000US39055","95565","47701","994","91305","8653","7893","39","055"
"Greene County, Ohio","0500000US39057","168412","83992","919","79271","12059","13720","39","057"
"Hamilton County, Ohio","0500000US39061","826139","424480","906","64065","68111","71724","39","061"
"Hancock County, Ohio","0500000US39063","74656","37697","835","64024","5016","4559","39","063"
"Lake County, Ohio","0500000US39085","232023","117554","963","74273","18051","16003","39","085"
"Licking County, Ohio","0500000US39089","180401","90777","871","73325","11132","12740","39","089"
"Lorain County, Ohio","0500000US39093","315595","158556","842","62448","18647","19009","39","093"
"Lucas County, Ohio","0500000US39095","429191","221008","788","52687","25187","29054","39","095"
"Mahoning County, Ohio","0500000US39099","226762","114816","668","49520","13572","14279","39","099"
"Marion County, Ohio","0500000US39101","65291","30334","807","48919","2040","2384","39","101"
"Medina County, Ohio","0500000US39103","183092","92003","1080","86646","14979","16271","39","103"
"Miami County, Ohio","0500000US39109","109264","54634","796","64345","5267","5622","39","109"
"Montgomery County, Ohio","0500000US39113","535840","277243","856","56471","30659","32951","39","113"
"Muskingum County, Ohio","0500000US39119","86408","44130","676","51173","1854","3406","39","119"
"Portage County, Ohio","0500000US39133","162382","82505","868","64471","9372","9516","39","133"
"Richland County, Ohio","0500000US39139","125195","61620","718","51158","4872","4467","39","139"
"Ross County, Ohio","0500000US39141","76891","36341","834","50395","1939","3449","39","141"
"Scioto County, Ohio","0500000US39145","73346","37150","658","40522","2463","3113","39","145"
"Stark County, Ohio","0500000US39151","373834","191003","781","59127","19651","21565","39","151"
"Summit County, Ohio","0500000US39153","537633","276023","859","63117","40098","45919","39","153"
"Trumbull County, Ohio","0500000US39155","201335","102405","675","51057","9470","11133","39","155"
"Tuscarawas County, Ohio","0500000US39157","92500","46312","793","58060","3265","4051","39","157"
"Warren County, Ohio","0500000US39165","246553","122212","1207","95817","22852","21787","39","165"
"Wayne County, Ohio","0500000US39169","116710","58460","718","59666","5289","4983","39","169"
"Wood County, Ohio","0500000US39173","132472","66903","862","63620","8715","9617","39","173"
"Canadian County, Oklahoma","0500000US40017","161737","82105","1075","74768","12194","13208","40","017"
"Cleveland County, Oklahoma","0500000US40027","297597","149256","956","67172","20034","21072","40","027"
"Comanche County, Oklahoma","0500000US40031","122063","58097","792","49325","4494","7578","40","031"
"Creek County, Oklahoma","0500000US40037","72029","36071","826","52818","3072","3794","40","037"
"Muskogee County, Oklahoma","0500000US40101","66146","33813","719","43437","2530","3906","40","101"
"Oklahoma County, Oklahoma","0500000US40109","798575","406161","930","57764","53040","59692","40","109"
"Payne County, Oklahoma","0500000US40119","81989","39886","797","49348","5678","5145","40","119"
"Pottawatomie County, Oklahoma","0500000US40125","73019","36955","809","51451","2917","3599","40","125"
"Rogers County, Oklahoma","0500000US40131","96695","48074","891","68777","5658","6093","40","131"
"Tulsa County, Oklahoma","0500000US40143","672858","342555","921","58954","46947","52329","40","143"
"Wagoner County, Oklahoma","0500000US40145","84050","42489","879","70313","6134","5895","40","145"
"Benton County, Oregon","0500000US41003","96017","47886","1190","64163","7732","7750","41","003"
"Clackamas County, Oregon","0500000US41005","422537","212052","1500","91329","36806","42480","41","005"
"Deschutes County, Oregon","0500000US41017","204801","101618","1569","79796","21930","17074","41","017"
"Douglas County, Oregon","0500000US41019","111978","56248","864","51166","4613","5727","41","019"
"Jackson County, Oregon","0500000US41029","223734","114613","1146","64249","15514","17862","41","029"
"Josephine County, Oregon","0500000US41033","88346","44625","962","48785","4354","5481","41","033"
"Klamath County, Oregon","0500000US41035","70164","33947","921","46721","2691","3898","41","035"
"Lane County, Oregon","0500000US41039","383189","194392","1131","61712","24944","27488","41","039"
"Linn County, Oregon","0500000US41043","129839","64500","1105","65196","6847","6809","41","043"
"Marion County, Oregon","0500000US41047","347119","172572","1172","64406","17315","20917","41","047"
"Multnomah County, Oregon","0500000US41051","803377","404056","1386","78319","81532","95287","41","051"
"Polk County, Oregon","0500000US41053","89164","43932","1137","71532","5831","6423","41","053"
"Umatilla County, Oregon","0500000US41059","79988","37955","878","58329","2918","2720","41","059"
"Washington County, Oregon","0500000US41067","600811","300740","1565","92147","59618","60211","41","067"
"Yamhill County, Oregon","0500000US41071","108239","53995","1146","77256","6328","7587","41","071"
"Adams County, Pennsylvania","0500000US42001","104127","52285","888","72985","5762","6986","42","001"
"Allegheny County, Pennsylvania","0500000US42003","1238090","634171","972","69091","118283","115259","42","003"
"Armstrong County, Pennsylvania","0500000US42005","65093","32333","672","54039","2449","3084","42","005"
"Beaver County, Pennsylvania","0500000US42007","166624","84354","751","65003","12192","12476","42","007"
"Berks County, Pennsylvania","0500000US42011","429342","215693","1031","68658","22202","25181","42","011"
"Blair County, Pennsylvania","0500000US42013","121767","62076","726","57361","7756","7456","42","013"
"Bucks County, Pennsylvania","0500000US42017","646098","326302","1326","100144","65935","60076","42","017"
"Butler County, Pennsylvania","0500000US42019","194273","97143","954","78146","15582","18284","42","019"
"Cambria County, Pennsylvania","0500000US42021","132167","65941","716","52995","8933","6884","42","021"
"Carbon County, Pennsylvania","0500000US42025","65412","33341","806","57262","2202","2604","42","025"
"Centre County, Pennsylvania","0500000US42027","157527","74996","1021","66789","11728","10866","42","027"
"Chester County, Pennsylvania","0500000US42029","538649","271220","1536","109601","58376","66044","42","029"
"Clearfield County, Pennsylvania","0500000US42033","80082","37912","709","55193","4308","5065","42","033"
"Crawford County, Pennsylvania","0500000US42039","83351","41964","719","55593","2936","5100","42","039"
"Cumberland County, Pennsylvania","0500000US42041","262919","131160","1119","82691","21976","21129","42","041"
"Dauphin County, Pennsylvania","0500000US42043","287400","146063","1052","66454","18311","21942","42","043"
"Delaware County, Pennsylvania","0500000US42045","573849","296457","1208","78220","43710","51599","42","045"
"Erie County, Pennsylvania","0500000US42049","269011","136318","784","56851","17179","18472","42","049"
"Fayette County, Pennsylvania","0500000US42051","126931","63047","679","47981","5417","6286","42","051"
"Franklin County, Pennsylvania","0500000US42055","156289","78687","911","66715","7116","9145","42","055"
"Indiana County, Pennsylvania","0500000US42063","82886","41526","690","52023","4226","4068","42","063"
"Lackawanna County, Pennsylvania","0500000US42069","215663","109956","819","62136","14538","13111","42","069"
"Lancaster County, Pennsylvania","0500000US42071","553652","280255","1139","75688","32674","36252","42","071"
"Lawrence County, Pennsylvania","0500000US42073","85497","43918","668","59536","4089","3959","42","073"
"Lebanon County, Pennsylvania","0500000US42075","143493","71825","893","72732","7559","7155","42","075"
"Lehigh County, Pennsylvania","0500000US42077","375539","191294","1169","68738","25220","24730","42","077"
"Luzerne County, Pennsylvania","0500000US42079","326053","163856","866","60020","17188","19982","42","079"
"Lycoming County, Pennsylvania","0500000US42081","113605","57435","825","60494","6712","7302","42","081"
"Mercer County, Pennsylvania","0500000US42085","109972","56059","713","54067","7218","6754","42","085"
"Monroe County, Pennsylvania","0500000US42089","169273","83083","1103","78575","11949","11530","42","089"
"Montgomery County, Pennsylvania","0500000US42091","860578","438626","1428","102896","85610","94826","42","091"
"Northampton County, Pennsylvania","0500000US42095","313628","158681","1173","79578","23376","22692","42","095"
"Northumberland County, Pennsylvania","0500000US42097","91266","45077","646","50751","4065","5175","42","097"
"Philadelphia County, Pennsylvania","0500000US42101","1576251","826755","1181","52899","104911","105576","42","101"
"Schuylkill County, Pennsylvania","0500000US42107","143264","69215","716","58614","7038","6093","42","107"
"Somerset County, Pennsylvania","0500000US42111","73627","34903","674","54352","2615","3217","42","111"
"Washington County, Pennsylvania","0500000US42125","209470","106792","789","68408","14842","14949","42","125"
"Westmoreland County, Pennsylvania","0500000US42129","353057","178349","732","63064","25606","25054","42","129"
"York County, Pennsylvania","0500000US42133","458696","230139","1037","72949","27003","27259","42","133"
"Kent County, Rhode Island","0500000US44003","170715","87604","1086","73159","13193","14810","44","003"
"Newport County, Rhode Island","0500000US44005","85264","43115","1463","88090","9595","8787","44","005"
"Providence County, Rhode Island","0500000US44007","658221","334806","1116","67368","39272","41450","44","007"
"Washington County, Rhode Island","0500000US44009","130592","67504","1252","90427","11807","13772","44","009"
"Aiken County, South Carolina","0500000US45003","170776","87629","868","55138","11335","9706","45","003"
"Anderson County, South Carolina","0500000US45007","206908","106800","853","59037","11762","13449","45","007"
"Beaufort County, South Carolina","0500000US45013","191748","98742","1325","70501","17284","18727","45","013"
"Berkeley County, South Carolina","0500000US45015","236701","119691","1332","75004","14994","15587","45","015"
"Charleston County, South Carolina","0500000US45019","413024","213956","1346","72147","39683","45599","45","019"
"Dorchester County, South Carolina","0500000US45035","163327","83565","1160","70009","10561","12826","45","035"
"Florence County, South Carolina","0500000US45041","136504","72668","813","51860","5320","8133","45","041"
"Greenville County, South Carolina","0500000US45045","533834","274022","1077","68540","47154","49028","45","045"
"Greenwood County, South Carolina","0500000US45047","69241","37157","741","52636","2718","4185","45","047"
"Horry County, South Carolina","0500000US45051","365579","188118","1025","55819","22258","22422","45","051"
"Kershaw County, South Carolina","0500000US45055","66130","33733","817","47995","2115","3784","45","055"
"Lancaster County, South Carolina","0500000US45057","100336","49641","746","69796","8756","9289","45","057"
"Laurens County, South Carolina","0500000US45059","67803","34590","802","56624","3413","2474","45","059"
"Lexington County, South Carolina","0500000US45063","300137","152791","988","64800","20353","25435","45","063"
"Oconee County, South Carolina","0500000US45073","79203","40772","755","50393","4829","4596","45","073"
"Orangeburg County, South Carolina","0500000US45075","82962","44776","719","34685","3057","3495","45","075"
"Pickens County, South Carolina","0500000US45077","132229","65785","879","48489","5573","7865","45","077"
"Richland County, South Carolina","0500000US45079","418307","215289","1009","56439","30771","33274","45","079"
"Spartanburg County, South Carolina","0500000US45083","335864","172409","900","60472","16392","19664","45","083"
