NAME,GEO_ID,total_population,female_population,median_gross_rent_in_dollars,median_household_income_past12months,male_bachelors_degree_25yrs_above,female_bachelors_degree_25yrs_above,state,county
"El Dorado County, California","0500000US06017","193221","97153","1589","87491","18013","20348","06","017"
"Fresno County, California","0500000US06019","1013581","505429","1164","63656","46073","53377","06","019"
"Humboldt County, California","0500000US06023","136310","68883","1191","54752","9077","10517","06","023"
"Imperial County, California","0500000US06025","179851","86503","913","51809","3419","7075","06","025"
"Kern County, California","0500000US06029","917673","445966","1103","58217","29140","38847","06","029"
"Kings County, California","0500000US06031","153443","68256","1184","62155","4166","3532","06","031"
"Lake County, California","0500000US06033","68766","34345","1109","61221","3771","4037","06","033"
"Los Angeles County, California","0500000US06037","9829544","4958636","1711","77456","744697","809617","06","037"
"Madera County, California","0500000US06039","159410","80820","1081","63454","4643","6696","06","039"
"Marin County, California","0500000US06041","260206","132060","2362","118209","28296","35120","06","041"
"Mendocino County, California","0500000US06045","91305","46554","1194","59444","4302","4994","06","045"
"Merced County, California","0500000US06047","286461","141240","1160","53992","7894","8578","06","047"
"Monterey County, California","0500000US06053","437325","214826","1767","82163","18548","24615","06","053"
"Napa County, California","0500000US06055","136207","68005","1862","97213","9785","13931","06","055"
"Nevada County, California","0500000US06057","103487","52570","1513","79519","10121","10490","06","057"
"Orange County, California","0500000US06059","3167809","1596746","2090","100559","294759","298148","06","059"
"Placer County, California","0500000US06061","412300","209287","1823","103659","40762","40977","06","061"
"Riverside County, California","0500000US06065","2458395","1224301","1587","79024","123468","126522","06","065"
"Sacramento County, California","0500000US06067","1588921","805991","1512","80063","111161","116632","06","067"
"San Benito County, California","0500000US06069","66677","33255","1622","101923","2986","3537","06","069"
"San Bernardino County, California","0500000US06071","2194710","1096300","1518","74846","99601","115506","06","071"
"San Diego County, California","0500000US06073","3286069","1621352","1908","91003","293934","285992","06","073"
"San Francisco County, California","0500000US06075","815201","397888","2167","121826","111343","112816","06","075"
"San Joaquin County, California","0500000US06077","789410","393239","1484","80681","30930","36662","06","077"
"San Luis Obispo County, California","0500000US06079","283159","140514","1716","80615","22304","24858","06","079"
"San Mateo County, California","0500000US06081","737888","370486","2502","131796","73605","80486","06","081"
"Santa Barbara County, California","0500000US06083","446475","221511","1859","84846","29812","30769","06","083"
"Santa Clara County, California","0500000US06085","1885508","922377","2467","141562","185159","188838","06","085"
"Santa Cruz County, California","0500000US06087","267792","134453","1960","93933","20852","21392","06","087"
"Shasta County, California","0500000US06089","182139","92630","1105","61125","9605","11269","06","089"
"Solano County, California","0500000US06095","451716","225768","1877","87770","27585","34754","06","095"
"Sonoma County, California","0500000US06097","485887","247131","1900","94295","38337","44972","06","097"
"Stanislaus County, California","0500000US06099","552999","276019","1358","73982","20360","25717","06","099"
"Sutter County, California","0500000US06101","99063","48237","1195","64251","4536","3558","06","101"
"Tehama County, California","0500000US06103","65498","32346","980","48810","1623","3226","06","103"
"Tulare County, California","0500000US06107","477054","236814","1061","58209","13829","14178","06","107"
"Ventura County, California","0500000US06111","839784","421408","2032","96454","58615","65270","06","111"
"Yolo County, California","0500000US06113","216986","111377","1605","78146","11398","16986","06","113"
"Yuba County, California","0500000US06115","83421","41671","1053","63303","2957","2988","06","115"
"Adams County, Colorado","0500000US08001","522140","256908","1581","81258","32573","33936","08","001"
"Arapahoe County, Colorado","0500000US08005","654900","327803","1585","84386","65620","64908","08","005"
"Boulder County, Colorado","0500000US08013","329543","163271","1732","90168","37571","37523","08","013"
"Broomfield County, Colorado","0500000US08014","75325","38030","1931","107638","9431","9497","08","014"
"Denver County, Colorado","0500000US08031","711463","353181","1549","81630","83131","88374","08","031"
"Douglas County, Colorado","0500000US08035","368990","182907","1858","129299","46418","46637","08","035"
"El Paso County, Colorado","0500000US08041","737867","363103","1451","79427","56499","66278","08","041"
"Jefferson County, Colorado","0500000US08059","579581","287633","1582","94549","66508","64248","08","059"
"Larimer County, Colorado","0500000US08069","362533","181397","1463","78109","39100","38778","08","069"
"Mesa County, Colorado","0500000US08077","157335","77958","939","64055","10107","12620","08","077"
"Pueblo County, Colorado","0500000US08101","169622","85714","890","56689","9779","11079","08","101"
"Weld County, Colorado","0500000US08123","340036","167213","1333","85290","20958","23592","08","123"
"Fairfield County, Connecticut","0500000US09001","959768","489339","1644","100810","91703","94782","09","001"
"Hartford County, Connecticut","0500000US09003","896854","458308","1221","80069","68544","74120","09","003"
"Litchfield County, Connecticut","0500000US09005","185000","92379","1110","84978","12392","16467","09","005"
"Middlesex County, Connecticut","0500000US09007","164759","83913","1306","94887","12926","17654","09","007"
"New Haven County, Connecticut","0500000US09009","863700","444746","1235","75295","59251","67092","09","009"
"New London County, Connecticut","0500000US09011","268805","134856","1202","78828","17804","20171","09","011"
"Tolland County, Connecticut","0500000US09013","150293","75510","1225","82778","11804","11288","09","013"
"Windham County, Connecticut","0500000US09015","116418","58501","987","72068","5354","6338","09","015"
"Kent County, Delaware","0500000US10001","184149","95303","1180","64308","8537","10602","10","001"
"New Castle County, Delaware","0500000US10003","571708","293944","1236","73854","42338","48866","10","003"
"Sussex County, Delaware","0500000US10005","247527","128229","1107","70556","17143","18809","10","005"
"District of Columbia, District of Columbia","0500000US11001","670050","351025","1668","90088","58701","62070","11","001"
"Alachua County, Florida","0500000US12001","279238","144122","1134","56445","16764","20109","12","001"
"Bay County, Florida","0500000US12005","179168","89128","1244","60557","10754","13338","12","005"
"Brevard County, Florida","0500000US12009","616628","312987","1197","65333","43896","47008","12","009"
"Broward County, Florida","0500000US12011","1930983","983304","1498","65747","141006","156569","12","011"
"Charlotte County, Florida","0500000US12015","194843","99618","1207","59285","12340","14653","12","015"
"Citrus County, Florida","0500000US12017","158083","80576","1036","47197","7890","8922","12","017"
"Clay County, Florida","0500000US12019","222361","113154","1302","76679","13146","16353","12","019"
"Collier County, Florida","0500000US12021","385980","194917","1503","74215","33601","35360","12","021"
"Columbia County, Florida","0500000US12023","70385","32967","742","54077","2927","3435","12","023"
"Duval County, Florida","0500000US12031","999935","513397","1203","59980","74814","79560","12","031"
"Escambia County, Florida","0500000US12033","322390","161582","1096","54228","17645","21482","12","033"
"Flagler County, Florida","0500000US12035","120932","61996","1376","62618","9396","10209","12","035"
"Hernando County, Florida","0500000US12053","200638","102319","1057","56868","9244","12348","12","053"
"Highlands County, Florida","0500000US12055","103296","53194","917","48564","4454","4851","12","055"
"Hillsborough County, Florida","0500000US12057","1478194","750422","1334","65905","112044","121811","12","057"
"Indian River County, Florida","0500000US12061","163662","85337","1159","58972","14473","12965","12","061"
"Lake County, Florida","0500000US12069","395804","202770","1434","64795","23087","27956","12","069"
"Lee County, Florida","0500000US12071","787976","399645","1326","66256","55043","58303","12","071"
"Leon County, Florida","0500000US12073","292817","153966","1131","58118","22472","26257","12","073"
"Manatee County, Florida","0500000US12081","412703","212595","1309","68172","34121","33016","12","081"
"Marion County, Florida","0500000US12083","385915","199776","1072","55161","18926","23425","12","083"
"Martin County, Florida","0500000US12085","159942","82041","1239","64625","14654","13951","12","085"
"Miami-Dade County, Florida","0500000US12086","2662777","1358574","1517","59044","176575","203314","12","086"
"Monroe County, Florida","0500000US12087","82170","37884","1734","68563","6402","7059","12","087"
"Nassau County, Florida","0500000US12089","94189","47108","1400","75981","7894","8110","12","089"
"Okaloosa County, Florida","0500000US12091","213255","105768","1321","69823","15663","17104","12","091"
"Orange County, Florida","0500000US12095","1422746","720989","1428","64833","108153","120596","12","095"
"Osceola County, Florida","0500000US12097","403282","201750","1402","60585","22790","27232","12","097"
"Palm Beach County, Florida","0500000US12099","1497987","767544","1560","70002","122544","136079","12","099"
"Pasco County, Florida","0500000US12101","584067","297114","1195","59470","34919","40174","12","101"
"Pinellas County, Florida","0500000US12103","956615","493607","1276","61947","83183","96209","12","103"
"Polk County, Florida","0500000US12105","753520","382156","1110","56379","33703","44294","12","105"
"Putnam County, Florida","0500000US12107","74167","37820","784","33370","1448","2340","12","107"
"St. Johns County, Florida","0500000US12109","292466","149818","1657","91602","30793","30760","12","109"
"St. Lucie County, Florida","0500000US12111","343579","174171","1280","62797","20486","25279","12","111"
"Santa Rosa County, Florida","0500000US12113","193998","93007","1256","82059","13182","17248","12","113"
"Sarasota County, Florida","0500000US12115","447057","231446","1388","71761","41528","42826","12","115"
"Seminole County, Florida","0500000US12117","470093","240802","1410","70236","43288","51763","12","117"
"Sumter County, Florida","0500000US12119","135638","67994","1099","64608","11774","13452","12","119"
"Volusia County, Florida","0500000US12127","564412","288896","1137","58380","32370","39083","12","127"
"Walton County, Florida","0500000US12131","80069","41798","1390","61787","7645","6708","12","131"
"Barrow County, Georgia","0500000US13013","86658","42442","1053","65273","3686","4004","13","013"
"Bartow County, Georgia","0500000US13015","110843","58021","1203","71523","6166","6475","13","015"
"Bibb County, Georgia","0500000US13021","156762","82489","896","48176","6446","7130","13","021"
"Bulloch County, Georgia","0500000US13031","82442","42289","946","57656","3856","4321","13","031"
"Carroll County, Georgia","0500000US13045","121968","63365","980","58473","3428","5842","13","045"
"Catoosa County, Georgia","0500000US13047","68397","35650","885","65576","3173","3882","13","047"
"Chatham County, Georgia","0500000US13051","296329","153800","1216","61843","20572","25220","13","051"
"Cherokee County, Georgia","0500000US13057","274615","141101","1456","96267","27406","27292","13","057"
"Clarke County, Georgia","0500000US13059","128711","67310","1048","50447","7632","9235","13","059"
"Clayton County, Georgia","0500000US13063","297100","156276","1176","51233","14451","16246","13","063"
"Cobb County, Georgia","0500000US13067","766802","393182","1413","88029","79634","86248","13","067"
"Columbia County, Georgia","0500000US13073","159639","81232","1129","84220","10729","12637","13","073"
"Coweta County, Georgia","0500000US13077","149956","77339","1337","84788","10821","10019","13","077"
"DeKalb County, Georgia","0500000US13089","757718","398804","1363","70985","63993","72493","13","089"
"Dougherty County, Georgia","0500000US13095","84844","45635","809","42067","2770","3867","13","095"
"Douglas County, Georgia","0500000US13097","145814","76994","1268","65046","8163","10386","13","097"
"Effingham County, Georgia","0500000US13103","66741","32999","985","74460","3063","4417","13","103"
"Fayette County, Georgia","0500000US13113","120574","61534","1691","90806","11094","12725","13","113"
"Floyd County, Georgia","0500000US13115","98771","49990","830","60825","3393","5353","13","115"
"Forsyth County, Georgia","0500000US13117","260206","130633","1883","118814","30758","28927","13","117"
"Fulton County, Georgia","0500000US13121","1065334","548679","1434","83192","127116","126504","13","121"
"Glynn County, Georgia","0500000US13127","84739","44546","1042","61984","5564","4899","13","127"
"Gwinnett County, Georgia","0500000US13135","964546","491918","1484","74622","75347","83811","13","135"
"Hall County, Georgia","0500000US13139","207369","104554","1062","66719","12425","11029","13","139"
"Henry County, Georgia","0500000US13151","245235","129469","1334","74614","15683","18427","13","151"
"Houston County, Georgia","0500000US13153","166829","86400","994","72848","7530","10185","13","153"
"Jackson County, Georgia","0500000US13157","80286","39801","982","72116","4548","5859","13","157"
"Liberty County, Georgia","0500000US13179","65711","33843","1086","48624","2772","3649","13","179"
"Lowndes County, Georgia","0500000US13185","119276","61273","842","42242","4945","4942","13","185"
"Muscogee County, Georgia","0500000US13215","205617","106034","923","52734","11054","12506","13","215"
"Newton County, Georgia","0500000US13217","115355","61707","1207","75589","3850","7821","13","217"
"Paulding County, Georgia","0500000US13223","173780","88372","1462","93815","8963","13199","13","223"
"Richmond County, Georgia","0500000US13245","205673","104676","942","48048","7099","10771","13","245"
"Rockdale County, Georgia","0500000US13247","94082","49772","1138","66267","5456","5625","13","247"
"Spalding County, Georgia","0500000US13255","67909","35125","981","54585","3046","2828","13","255"
"Troup County, Georgia","0500000US13285","69720","34915","842","49187","2432","2849","13","285"
"Walker County, Georgia","0500000US13295","68510","34812","763","43672","2100","3474","13","295"
"Walton County, Georgia","0500000US13297","99853","50010","1060","73151","3786","6266","13","297"
"Whitfield County, Georgia","0500000US13313","102848","50306","830","55519","2828","3846","13","313"
"Hawaii County, Hawaii","0500000US15001","202906","101684","1328","69473","13915","14097","15","001"
"Honolulu County, Hawaii","0500000US15003","1000890","495113","1884","90704","73736","88517","15","003"
"Kauai County, Hawaii","0500000US15007","73454","36451","1639","80582","5051","7535","15","007"
"Maui County, Hawaii","0500000US15009","164268","82681","1592","76273","10667","13331","15","009"
"Ada County, Idaho","0500000US16001","511931","254596","1292","79279","45392","50161","16","001"
"Bannock County, Idaho","0500000US16005","88263","43803","739","60736","5441","6352","16","005"
"Bonneville County, Idaho","0500000US16019","127930","65825","907","68614","7019","9360","16","019"
"Canyon County, Idaho","0500000US16027","243115","121939","1134","64314","10585","11875","16","027"
"Kootenai County, Idaho","0500000US16055","179789","89778","1176","67593","10783","11523","16","055"
"Twin Falls County, Idaho","0500000US16083","92243","45703","830","52880","4076","5137","16","083"
"Champaign County, Illinois","0500000US17019","205943","103745","915","56847","10553","14398","17","019"
"Cook County, Illinois","0500000US17031","5173146","2647475","1232","72092","418103","453992","17","031"
"DeKalb County, Illinois","0500000US17037","100414","50511","955","65615","6267","6918","17","037"
"DuPage County, Illinois","0500000US17043","924885","466564","1465","99577","93123","96763","17","043"
"Kane County, Illinois","0500000US17089","515588","257350","1211","91336","38217","41833","17","089"
"Kankakee County, Illinois","0500000US17091","106601","53707","922","63364","4097","5245","17","091"
"Kendall County, Illinois","0500000US17093","134867","66565","1191","91560","9931","9516","17","093"
"Lake County, Illinois","0500000US17097","711239","353564","1274","95796","61817","67780","17","097"
"LaSalle County, Illinois","0500000US17099","108965","52864","738","64673","5600","4947","17","099"
"McHenry County, Illinois","0500000US17111","311122","155077","1250","91887","24361","25851","17","111"
"McLean County, Illinois","0500000US17113","170889","86168","858","69612","15000","16158","17","113"
"Macon County, Illinois","0500000US17115","102432","53516","719","46807","4093","5105","17","115"
"Madison County, Illinois","0500000US17119","264490","135426","871","65663","16098","17102","17","119"
"Peoria County, Illinois","0500000US17143","179432","91990","813","55949","12015","14198","17","143"
"Rock Island County, Illinois","0500000US17161","142909","72631","807","57895","7366","7910","17","161"
"St. Clair County, Illinois","0500000US17163","254796","132136","931","67530","14255","17133","17","163"
"Sangamon County, Illinois","0500000US17167","194734","100524","859","68466","13807","15977","17","167"
"Tazewell County, Illinois","0500000US17179","130413","65758","820","63621","10069","9013","17","179"
"Vermilion County, Illinois","0500000US17183","73095","37032","741","49091","2644","2612","17","183"
"Will County, Illinois","0500000US17197","697252","348450","1284","93752","51346","56672","17","197"
"Williamson County, Illinois","0500000US17199","66879","33215","815","54859","3566","4208","17","199"
"Winnebago County, Illinois","0500000US17201","283119","144582","885","56132","13688","17260","17","201"
"Allen County, Indiana","0500000US18003","388608","196753","873","62542","24256","27462","18","003"
"Bartholomew County, Indiana","0500000US18005","82475","39720","1015","73564","5221","5792","18","005"
"Boone County, Indiana","0500000US18011","73052","36538","1219","98867","8505","7252","18","011"
"Clark County, Indiana","0500000US18019","122738","63060","928","62231","6705","10002","18","019"
"Delaware County, Indiana","0500000US18035","111871","58005","753","50497","4720","6027","18","035"
"Elkhart County, Indiana","0500000US18039","206921","105006","903","60143","8434","10446","18","039"
"Floyd County, Indiana","0500000US18043","80454","40926","918","66596","4308","5352","18","043"
"Grant County, Indiana","0500000US18053","66263","34517","723","49401","3380","3002","18","053"
"Hamilton County, Indiana","0500000US18057","356650","181066","1375","102452","47412","46584","18","057"
"Hancock County, Indiana","0500000US18059","81789","40691","1052","79182","6075","6958","18","059"
"Hendricks County, Indiana","0500000US18063","179355","89180","1187","89228","15405","16822","18","063"
"Howard County, Indiana","0500000US18067","83687","42421","879","55088","4089","4363","18","067"
"Johnson County, Indiana","0500000US18081","164298","82021","1027","78697","9152","13150","18","081"
"Kosciusko County, Indiana","0500000US18085","80106","39701","890","65540","3685","4689","18","085"
"Lake County, Indiana","0500000US18089","498558","255760","993","61443","19815","31881","18","089"
"LaPorte County, Indiana","0500000US18091","112390","53768","888","63714","5239","5347","18","091"
"Madison County, Indiana","0500000US18095","130782","64883","776","53785","5964","8010","18","095"
"Marion County, Indiana","0500000US18097","971102","501350","960","58560","63140","77250","18","097"
"Monroe County, Indiana","0500000US18105","139875","69322","986","51945","9712","10249","18","105"
"Morgan County, Indiana","0500000US18109","72206","36564","862","67848","3000","3113","18","109"
"Porter County, Indiana","0500000US18127","174243","87842","1096","80547","10838","12664","18","127"
"St. Joseph County, Indiana","0500000US18141","272212","138218","906","59189","16635","17619","18","141"
"Tippecanoe County, Indiana","0500000US18157","187076","91689","917","52617","12874","14430","18","157"
"Vanderburgh County, Indiana","0500000US18163","179987","92407","865","53171","9540","11259","18","163"
"Vigo County, Indiana","0500000US18167","105994","52355","800","46802","3804","5371","18","167"
"Wayne County, Indiana","0500000US18177","66456","34479","733","50138","2152","2711","18","177"
"Black Hawk County, Iowa","0500000US19013","130368","66686","839","60264","6538","8814","19","013"
"Dallas County, Iowa","0500000US19049","103796","52474","1037","90750","12024","11542","19","049"
"Dubuque County, Iowa","0500000US19061","98718","49959","863","75590","6710","8361","19","061"
"Johnson County, Iowa","0500000US19103","154748","77559","976","67134","12930","15073","19","103"
"Linn County, Iowa","0500000US19113","228939","114348","854","69420","17591","20698","19","113"
"Polk County, Iowa","0500000US19153","496844","249642","976","73292","41225","44637","19","153"
"Pottawattamie County, Iowa","0500000US19155","93304","47217","861","66542","5327","6354","19","155"
"Scott County, Iowa","0500000US19163","174170","87265","857","65566","13700","13208","19","163"
"Story County, Iowa","0500000US19169","99472","48445","887","63774","7693","7909","19","169"
"Woodbury County, Iowa","0500000US19193","105607","51727","828","59376","4358","5789","19","193"
"Butler County, Kansas","0500000US20015","67889","33140","854","71274","5124","4875","20","015"
"Douglas County, Kansas","0500000US20045","119363","58878","870","56576","10211","10886","20","045"
"Johnson County, Kansas","0500000US20091","613219","311202","1214","92945","72118","72659","20","091"
"Leavenworth County, Kansas","0500000US20103","82184","37004","957","83028","4808","6401","20","103"
"Riley County, Kansas","0500000US20161","72208","33445","882","57335","5509","4939","20","161"
"Sedgwick County, Kansas","0500000US20173","523828","263939","868","60364","32489","34632","20","173"
"Shawnee County, Kansas","0500000US20177","178264","91845","862","55499","11712","14855","20","177"
"Wyandotte County, Kansas","0500000US20209","167046","82137","984","55605","6008","8731","20","209"
"Boone County, Kentucky","0500000US21015","137412","68842","1122","83877","9702","9001","21","015"
"Bullitt County, Kentucky","0500000US21029","82918","41955","903","68269","2398","2867","21","029"
"Campbell County, Kentucky","0500000US21037","93050","47212","961","71701","7944","8328","21","037"
"Christian County, Kentucky","0500000US21047","72357","34356","904","47754","1840","2898","21","047"
"Daviess County, Kentucky","0500000US21059","103063","53089","748","59307","4979","7270","21","059"
"Fayette County, Kentucky","0500000US21067","321793","163561","968","60942","26909","29186","21","067"
"Hardin County, Kentucky","0500000US21093","111607","55529","828","61089","5191","6058","21","093"
"Jefferson County, Kentucky","0500000US21111","777874","400054","979","60561","53936","59347","21","111"
"Kenton County, Kentucky","0500000US21117","169495","84626","888","70171","15626","14595","21","117"
"McCracken County, Kentucky","0500000US21145","67454","34756","872","64082","3120","5922","21","145"
"Madison County, Kentucky","0500000US21151","94666","47477","765","52425","4997","6178","21","151"
"Oldham County, Kentucky","0500000US21185","68685","32094","892","110041","5807","6529","21","185"
"Pulaski County, Kentucky","0500000US21199","65423","33351","634","44561","1975","2672","21","199"
"Warren County, Kentucky","0500000US21227","137212","69999","826","59752","8998","8344","21","227"
"Ascension Parish, Louisiana","0500000US22005","128369","65991","1120","72662","9843","6186","22","005"
"Bossier Parish, Louisiana","0500000US22015","129144","65506","1061","59041","7567","10571","22","015"
"Caddo Parish, Louisiana","0500000US22017","233092","122474","865","44022","9821","10957","22","017"
"Calcasieu Parish, Louisiana","0500000US22019","205282","105998","988","58020","9839","14067","22","019"
"East Baton Rouge Parish, Louisiana","0500000US22033","453301","236706","1020","51432","28096","37745","22","033"
"Iberia Parish, Louisiana","0500000US22045","68975","35741","798","49447","1541","2720","22","045"
"Jefferson Parish, Louisiana","0500000US22051","433688","223732","1047","56282","25246","30719","22","051"
"Lafayette Parish, Louisiana","0500000US22055","244205","124252","889","59093","18186","18782","22","055"
"Lafourche Parish, Louisiana","0500000US22057","97504","49942","786","59637","3977","4986","22","057"
"Livingston Parish, Louisiana","0500000US22063","145830","74116","1070","75682","6234","9602","22","063"
"Orleans Parish, Louisiana","0500000US22071","376971","198577","1082","46942","26193","35199","22","071"
"Ouachita Parish, Louisiana","0500000US22073","158768","82141","811","47400","8096","8972","22","073"
"Rapides Parish, Louisiana","0500000US22079","128654","67076","859","45183","4815","8008","22","079"
"St. Landry Parish, Louisiana","0500000US22097","82071","41565","648","38599","2435","3631","22","097"
"St. Tammany Parish, Louisiana","0500000US22103","269388","138116","1168","66582","21414","26034","22","103"
"Tangipahoa Parish, Louisiana","0500000US22105","135217","69424","846","52872","5404","6188","22","105"
"Terrebonne Parish, Louisiana","0500000US22109","108708","56914","827","63100","3610","6435","22","109"
"Androscoggin County, Maine","0500000US23001","111034","56490","866","62958","5450","7060","23","001"
"Aroostook County, Maine","0500000US23003","66859","33413","665","52849","3061","3643","23","003"
"Cumberland County, Maine","0500000US23005","305231","156736","1298","80982","32228","36721","23","005"
"Kennebec County, Maine","0500000US23011","124486","64376","856","60528","8869","9975","23","011"
"Penobscot County, Maine","0500000US23019","152765","77258","875","56250","8624","12497","23","019"
"York County, Maine","0500000US23031","214591","108891","1117","73875","17107","18452","23","031"
"Allegany County, Maryland","0500000US24001","67729","31541","662","48888","3213","2394","24","001"
"Anne Arundel County, Maryland","0500000US24003","590336","296717","1795","107823","48614","53511","24","003"
"Baltimore County, Maryland","0500000US24005","849316","445535","1371","80453","58160","67624","24","005"
"Calvert County, Maryland","0500000US24009","93928","46589","1499","122266","6594","5126","24","009"
"Carroll County, Maryland","0500000US24013","173873","86854","1332","102476","14804","15309","24","013"
"Cecil County, Maryland","0500000US24015","103905","51649","1142","75692","5204","6436","24","015"
"Charles County, Maryland","0500000US24017","168698","86407","1715","105493","9085","13162","24","017"
"Frederick County, Maryland","0500000US24021","279835","142045","1543","104780","22085","27009","24","021"
"Harford County, Maryland","0500000US24025","262977","132676","1391","96328","20550","21402","24","025"
"Howard County, Maryland","0500000US24027","334529","170105","1808","133267","33774","35290","24","027"
"Montgomery County, Maryland","0500000US24031","1054827","541400","1821","112854","94252","104412","24","031"
"Prince George's County, Maryland","0500000US24033","955306","494106","1563","90182","59037","71347","24","033"
"St. Mary's County, Maryland","0500000US24037","114468","57372","1442","108397","7517","7651","24","037"
"Washington County, Maryland","0500000US24043","154937","76559","990","65367","7091","7844","24","043"
"Wicomico County, Maryland","0500000US24045","103980","54156","1124","63333","5982","5862","24","045"
"Baltimore city, Maryland","0500000US24510","576498","305955","1167","54652","35991","42206","24","510"
"Barnstable County, Massachusetts","0500000US25001","232411","121180","1470","83537","21909","26883","25","001"
"Berkshire County, Massachusetts","0500000US25003","128657","66667","948","60749","9384","10644","25","003"
"Bristol County, Massachusetts","0500000US25005","580164","297623","1031","73102","36899","41324","25","005"
"Essex County, Massachusetts","0500000US25009","807074","415389","1458","87433","63683","75754","25","009"
"Franklin County, Massachusetts","0500000US25011","71015","36830","1048","69771","5037","7278","25","011"
"Hampden County, Massachusetts","0500000US25013","462718","238931","999","61747","27298","31114","25","013"
"Hampshire County, Massachusetts","0500000US25015","161572","86857","1303","77495","11281","12758","25","015"
"Middlesex County, Massachusetts","0500000US25017","1614742","817323","1874","112764","163907","167173","25","017"
"Norfolk County, Massachusetts","0500000US25021","724505","372760","1823","115357","76229","77325","25","021"
"Plymouth County, Massachusetts","0500000US25023","533003","272333","1433","100082","48631","49721","25","023"
"Suffolk County, Massachusetts","0500000US25025","771245","399019","1788","78155","66101","70308","25","025"
