NAME,GEO_ID,total_population,female_population,median_gross_rent_in_dollars,median_household_income_past12months,male_bachelors_degree_25yrs_above,female_bachelors_degree_25yrs_above,state,county
"Berrien County, Michigan","0500000US26021","153401","79163","775","50153","7482","9602","26","021"
"Calhoun County, Michigan","0500000US26025","134159","68239","785","49055","5477","6627","26","025"
"Clinton County, Michigan","0500000US26037","79595","39985","883","69651","5036","5821","26","037"
"Eaton County, Michigan","0500000US26045","110268","55912","853","65409","6551","8167","26","045"
"Genesee County, Michigan","0500000US26049","405813","210927","769","50389","18895","19080","26","049"
"Grand Traverse County, Michigan","0500000US26055","93088","47844","1024","65266","7286","9714","26","055"
"Ingham County, Michigan","0500000US26065","292406","150176","872","54395","17899","22440","26","065"
"Isabella County, Michigan","0500000US26073","69872","35930","684","45201","2270","3374","26","073"
"Jackson County, Michigan","0500000US26075","158510","77591","779","55124","7235","9781","26","075"
"Kalamazoo County, Michigan","0500000US26077","265066","135882","824","56441","17370","20492","26","077"
"Kent County, Michigan","0500000US26081","656955","333166","958","66532","51971","52480","26","081"
"Lapeer County, Michigan","0500000US26087","87607","43315","798","66263","3693","4321","26","087"
"Lenawee County, Michigan","0500000US26091","98451","48707","760","53865","4798","4668","26","091"
"Livingston County, Michigan","0500000US26093","191995","96458","1033","86512","16683","16135","26","093"
"Macomb County, Michigan","0500000US26099","873972","448263","972","64947","47471","52199","26","099"
"Marquette County, Michigan","0500000US26103","66699","33357","777","55148","5033","5693","26","103"
"Midland County, Michigan","0500000US26111","83156","42271","812","69872","6385","6489","26","111"
"Monroe County, Michigan","0500000US26115","150500","76375","827","62839","8698","9005","26","115"
"Muskegon County, Michigan","0500000US26121","173566","88182","727","50366","7675","9230","26","121"
"Oakland County, Michigan","0500000US26125","1257584","640917","1104","81190","121075","128323","26","125"
"Ottawa County, Michigan","0500000US26139","291830","147370","953","68817","22081","21806","26","139"
"Saginaw County, Michigan","0500000US26145","190539","97832","761","48303","8994","9529","26","145"
"St. Clair County, Michigan","0500000US26147","159128","79720","812","59837","7756","8295","26","147"
"Shiawassee County, Michigan","0500000US26155","68122","34547","728","55249","2997","3020","26","155"
"Van Buren County, Michigan","0500000US26159","75677","37791","758","60549","3445","4146","26","159"
"Washtenaw County, Michigan","0500000US26161","367601","185539","1139","76576","29566","30587","26","161"
"Wayne County, Michigan","0500000US26163","1749343","907127","901","50753","78954","94580","26","163"
"Anoka County, Minnesota","0500000US27003","356921","179515","1125","83353","28760","29525","27","003"
"Blue Earth County, Minnesota","0500000US27013","67653","33940","887","61133","4287","5591","27","013"
"Carver County, Minnesota","0500000US27019","105089","52959","1232","101434","12255","12546","27","019"
"Crow Wing County, Minnesota","0500000US27035","65055","33295","872","60534","3421","4074","27","035"
"Dakota County, Minnesota","0500000US27037","429021","217129","1233","88864","42839","40634","27","037"
"Hennepin County, Minnesota","0500000US27053","1265843","638954","1173","82369","143904","142241","27","053"
"Olmsted County, Minnesota","0500000US27109","158293","80073","1014","80096","12634","13932","27","109"
"Ramsey County, Minnesota","0500000US27123","550321","281572","1055","68871","46826","52586","27","123"
"Rice County, Minnesota","0500000US27131","66972","32467","811","72469","3143","4851","27","131"
"St. Louis County, Minnesota","0500000US27137","199070","99105","775","60434","12034","14840","27","137"
"Scott County, Minnesota","0500000US27139","149013","74850","1182","108761","13737","14347","27","139"
"Sherburne County, Minnesota","0500000US27141","97238","47548","1124","96210","5141","6849","27","141"
"Stearns County, Minnesota","0500000US27145","161075","80181","882","66558","8739","10181","27","145"
"Washington County, Minnesota","0500000US27163","262440","132655","1363","100596","26105","26339","27","163"
"Wright County, Minnesota","0500000US27171","138377","68292","1093","91707","9621","10928","27","171"
"DeSoto County, Mississippi","0500000US28033","184945","95604","1066","66078","10415","10561","28","033"
"Forrest County, Mississippi","0500000US28035","74897","40247","853","39063","3068","4061","28","035"
"Harrison County, Mississippi","0500000US28047","208080","107023","905","50119","10178","10545","28","047"
"Hinds County, Mississippi","0500000US28049","231840","123567","883","44964","10244","14518","28","049"
"Jackson County, Mississippi","0500000US28059","143617","73747","909","52476","6489","9509","28","059"
"Jones County, Mississippi","0500000US28067","68098","34796","643","37594","2577","2545","28","067"
"Lauderdale County, Mississippi","0500000US28075","74125","38256","735","37497","2966","3388","28","075"
"Lee County, Mississippi","0500000US28081","85436","44992","786","49715","4250","5046","28","081"
"Madison County, Mississippi","0500000US28089","106272","56679","907","68171","10160","11772","28","089"
"Rankin County, Mississippi","0500000US28121","155271","81438","989","67012","8472","13224","28","121"
"Boone County, Missouri","0500000US29019","180463","92986","925","57013","13687","14479","29","019"
"Buchanan County, Missouri","0500000US29021","87364","42852","772","46922","4529","4254","29","021"
"Cape Girardeau County, Missouri","0500000US29031","78871","40419","793","57908","4891","6024","29","031"
"Cass County, Missouri","0500000US29037","105780","55258","1009","72819","5047","6385","29","037"
"Christian County, Missouri","0500000US29043","88595","44714","837","62765","6521","4618","29","043"
"Clay County, Missouri","0500000US29047","249948","128886","1028","70253","18545","19544","29","047"
"Cole County, Missouri","0500000US29051","76745","36877","742","61371","6302","5617","29","051"
"Franklin County, Missouri","0500000US29071","103967","51717","758","60953","4496","4997","29","071"
"Greene County, Missouri","0500000US29077","293086","150253","755","43752","15907","21367","29","077"
"Jackson County, Missouri","0500000US29095","703011","363222","935","57936","48646","49247","29","095"
"Jasper County, Missouri","0500000US29097","121328","61797","724","45010","6378","7047","29","097"
"Jefferson County, Missouri","0500000US29099","225081","113273","891","69009","9549","10297","29","099"
"Platte County, Missouri","0500000US29165","104418","53335","1040","81712","9310","10093","29","165"
"St. Charles County, Missouri","0500000US29183","402022","205151","1057","89146","36246","34928","29","183"
"St. Francois County, Missouri","0500000US29187","67215","31062","721","42390","2183","971","29","187"
"St. Louis County, Missouri","0500000US29189","994205","522042","965","70022","81264","95208","29","189"
"St. Louis city, Missouri","0500000US29510","300576","155307","828","47176","19876","24628","29","510"
"Cascade County, Montana","0500000US30013","81366","40252","763","51227","4493","5123","30","013"
"Flathead County, Montana","0500000US30029","103806","51580","912","62588","9716","9867","30","029"
"Gallatin County, Montana","0500000US30031","114434","54301","1189","75418","13174","12751","30","031"
"Lewis and Clark County, Montana","0500000US30049","69432","35141","848","67616","7190","6804","30","049"
"Missoula County, Montana","0500000US30063","119600","60965","909","57347","12063","12498","30","063"
"Yellowstone County, Montana","0500000US30111","161300","81355","869","61186","11617","13089","30","111"
"Douglas County, Nebraska","0500000US31055","571327","289747","956","67133","48715","50567","31","055"
"Lancaster County, Nebraska","0500000US31109","319090","158811","859","61175","23918","26806","31","109"
"Sarpy County, Nebraska","0500000US31153","187196","93650","1036","83720","15254","16366","31","153"
"Clark County, Nevada","0500000US32003","2266715","1136092","1187","62107","123396","139266","32","003"
"Washoe County, Nevada","0500000US32031","471519","233724","1195","71881","29399","34028","32","031"
"Cheshire County, New Hampshire","0500000US33005","76085","39103","945","66088","4694","6654","33","005"
"Grafton County, New Hampshire","0500000US33009","89886","45365","992","60588","5215","7788","33","009"
"Hillsborough County, New Hampshire","0500000US33011","417025","209343","1262","83626","35912","36667","33","011"
"Merrimack County, New Hampshire","0500000US33013","151391","76950","1038","76218","10580","12484","33","013"
"Rockingham County, New Hampshire","0500000US33015","309769","157022","1300","91249","29340","29567","33","015"
"Strafford County, New Hampshire","0500000US33017","130633","66329","1115","71765","9401","8904","33","017"
"Atlantic County, New Jersey","0500000US34001","263670","135099","1116","63389","15422","19631","34","001"
"Bergen County, New Jersey","0500000US34003","932202","479756","1603","108827","95807","113638","34","003"
"Burlington County, New Jersey","0500000US34005","445349","226090","1392","88797","37943","40997","34","005"
"Camden County, New Jersey","0500000US34007","506471","261944","1111","73672","36179","38466","34","007"
"Cape May County, New Jersey","0500000US34009","92039","47451","1286","69980","5318","7446","34","009"
"Cumberland County, New Jersey","0500000US34011","149527","72199","1143","54587","4252","6405","34","011"
"Essex County, New Jersey","0500000US34013","798975","414484","1233","64626","52501","65838","34","013"
"Gloucester County, New Jersey","0500000US34015","291636","149902","1227","89447","20025","25001","34","015"
"Hudson County, New Jersey","0500000US34017","672391","337787","1454","78808","61248","68217","34","017"
"Hunterdon County, New Jersey","0500000US34019","124371","62634","1571","116155","13181","15834","34","019"
"Mercer County, New Jersey","0500000US34021","367430","188518","1234","79492","25769","31312","34","021"
"Middlesex County, New Jersey","0500000US34023","825062","417172","1527","93418","71735","76238","34","023"
"Monmouth County, New Jersey","0500000US34025","618795","317384","1416","102870","61283","66437","34","025"
"Morris County, New Jersey","0500000US34027","491845","249765","1578","116283","57847","59375","34","027"
"Ocean County, New Jersey","0500000US34029","607186","313807","1407","76093","42286","46763","34","029"
"Passaic County, New Jersey","0500000US34031","501826","257001","1324","77040","31754","33950","34","031"
"Salem County, New Jersey","0500000US34033","62385","32481","961","68531","2622","2679","34","033"
"Somerset County, New Jersey","0500000US34035","328934","167173","1633","111587","31486","40414","34","035"
"Sussex County, New Jersey","0500000US34037","140488","70649","1374","101130","10578","13798","34","037"
"Union County, New Jersey","0500000US34039","556341","284699","1331","80339","39584","47388","34","039"
"Warren County, New Jersey","0500000US34041","105267","53604","1218","84479","9870","9264","34","041"
"Bernalillo County, New Mexico","0500000US35001","679121","346974","900","56115","43114","49522","35","001"
"Chaves County, New Mexico","0500000US35005","64615","32656","737","42003","2246","2384","35","005"
"Doña Ana County, New Mexico","0500000US35013","218195","111180","752","43038","8731","11860","35","013"
"Lea County, New Mexico","0500000US35025","71070","34246","1006","68457","1581","1526","35","025"
"McKinley County, New Mexico","0500000US35031","71367","38242","607","37153","1265","1229","35","031"
"Otero County, New Mexico","0500000US35035","67490","31999","745","39371","2369","1518","35","035"
"Sandoval County, New Mexico","0500000US35043","146748","74614","1285","71997","10018","9420","35","043"
"San Juan County, New Mexico","0500000US35045","123958","62446","749","44321","3388","3273","35","045"
"Santa Fe County, New Mexico","0500000US35049","150358","77927","1030","61298","11106","13144","35","049"
"Valencia County, New Mexico","0500000US35061","76688","37359","887","60601","1710","3229","35","061"
"Albany County, New York","0500000US36001","305506","158216","1037","69953","22755","25201","36","001"
"Bronx County, New York","0500000US36005","1418207","748852","1231","41432","51206","67076","36","005"
"Broome County, New York","0500000US36007","190488","96263","779","52010","9381","8042","36","007"
"Cattaraugus County, New York","0500000US36009","76117","37985","683","50912","2960","3058","36","009"
"Cayuga County, New York","0500000US36011","76576","37711","745","58665","4372","3928","36","011"
"Chautauqua County, New York","0500000US36013","126903","65392","664","50272","5393","7623","36","013"
"Chemung County, New York","0500000US36015","83456","42311","757","60782","3712","4453","36","015"
"Clinton County, New York","0500000US36019","80485","39191","820","60198","4036","3987","36","019"
"Dutchess County, New York","0500000US36027","294218","147769","1250","85901","19014","20676","36","027"
"Erie County, New York","0500000US36029","918702","474267","855","60652","62178","62560","36","029"
"Jefferson County, New York","0500000US36045","109834","51928","1025","53917","4786","4635","36","045"
"Kings County, New York","0500000US36047","2559903","1346912","1483","66937","197189","222633","36","047"
"Livingston County, New York","0500000US36051","62914","30654","768","59173","2551","3118","36","051"
"Madison County, New York","0500000US36053","70941","35576","817","62918","3206","3375","36","053"
"Monroe County, New York","0500000US36055","741770","383490","922","62103","58467","60536","36","055"
"Nassau County, New York","0500000US36059","1356924","694822","1790","118453","124805","125037","36","059"
"New York County, New York","0500000US36061","1628706","857428","1753","93651","198502","204755","36","061"
"Niagara County, New York","0500000US36063","209281","106625","670","56304","12609","13741","36","063"
"Oneida County, New York","0500000US36065","228671","114742","745","57391","11511","13969","36","065"
"Onondaga County, New York","0500000US36067","460528","238796","863","61577","30846","32256","36","067"
"Ontario County, New York","0500000US36069","109777","55885","900","66568","8669","7610","36","069"
"Orange County, New York","0500000US36071","384940","191121","1324","84458","18774","23635","36","071"
"Oswego County, New York","0500000US36075","117124","58306","764","58459","5058","5314","36","075"
"Putnam County, New York","0500000US36079","98320","49182","1676","106204","7478","7762","36","079"
"Queens County, New York","0500000US36081","2253858","1159829","1641","73696","159039","175233","36","081"
"Rensselaer County, New York","0500000US36083","158714","79983","1034","71574","9968","10928","36","083"
"Richmond County, New York","0500000US36085","476143","244706","1299","89821","35362","36552","36","085"
"Rockland County, New York","0500000US36087","325789","165991","1490","100916","22201","24286","36","087"
"St. Lawrence County, New York","0500000US36089","107740","53187","696","52108","4438","4246","36","089"
"Saratoga County, New York","0500000US36091","229863","115844","1190","89932","20333","19815","36","091"
"Schenectady County, New York","0500000US36093","155299","79054","974","65773","10865","11762","36","093"
"Steuben County, New York","0500000US36101","95379","48294","709","52951","3647","4419","36","101"
"Suffolk County, New York","0500000US36103","1476601","749221","1796","106228","106482","107553","36","103"
"Sullivan County, New York","0500000US36105","75432","36358","820","60137","3980","4069","36","105"
"Tompkins County, New York","0500000US36109","102180","51205","1219","58626","6141","8077","36","109"
"Ulster County, New York","0500000US36111","177573","89632","1135","64087","8893","12512","36","111"
"Warren County, New York","0500000US36113","63944","32564","982","64985","3686","5378","36","113"
"Wayne County, New York","0500000US36117","89918","44780","778","61730","4275","4695","36","117"
"Westchester County, New York","0500000US36119","967506","499094","1604","101908","80639","90625","36","119"
"Alamance County, North Carolina","0500000US37001","169509","89543","796","58490","8601","11761","37","001"
"Brunswick County, North Carolina","0500000US37019","142820","73229","1003","63668","12152","11912","37","019"
"Buncombe County, North Carolina","0500000US37021","261191","135936","1056","54970","21370","26770","37","021"
"Burke County, North Carolina","0500000US37023","90485","45539","643","47361","3422","3790","37","023"
"Cabarrus County, North Carolina","0500000US37025","216453","110044","985","72333","14507","17782","37","025"
"Caldwell County, North Carolina","0500000US37027","82178","42930","668","48737","3341","4234","37","027"
"Carteret County, North Carolina","0500000US37031","69473","36288","851","60186","4459","5151","37","031"
"Catawba County, North Carolina","0500000US37035","159551","80480","717","52436","9004","9483","37","035"
"Chatham County, North Carolina","0500000US37037","74470","39506","742","66857","4497","7392","37","037"
"Cleveland County, North Carolina","0500000US37045","97947","51203","676","44987","3664","4399","37","045"
"Craven County, North Carolina","0500000US37049","102139","51841","961","52832","4637","4551","37","049"
"Cumberland County, North Carolina","0500000US37051","335509","169904","945","46292","13085","19804","37","051"
"Davidson County, North Carolina","0500000US37057","167609","86761","700","53473","7536","8198","37","057"
"Durham County, North Carolina","0500000US37063","321488","167107","1137","65317","22958","30760","37","063"
"Forsyth County, North Carolina","0500000US37067","382295","200980","843","52017","23279","29195","37","067"
"Franklin County, North Carolina","0500000US37069","69685","35082","797","57099","3711","4318","37","069"
"Gaston County, North Carolina","0500000US37071","224529","115767","825","56595","12339","13720","37","071"
"Guilford County, North Carolina","0500000US37081","537174","283105","911","55328","38091","47706","37","081"
"Harnett County, North Carolina","0500000US37085","135976","69147","893","55753","7859","6785","37","085"
"Henderson County, North Carolina","0500000US37089","117417","60836","854","62131","7419","9228","37","089"
"Iredell County, North Carolina","0500000US37097","181806","91015","897","68660","12085","14699","37","097"
"Johnston County, North Carolina","0500000US37101","209339","106652","829","60951","11245","13944","37","101"
"Lincoln County, North Carolina","0500000US37109","86111","43499","796","71514","4462","6217","37","109"
"Mecklenburg County, North Carolina","0500000US37119","1110356","577085","1191","69072","105937","118124","37","119"
"Moore County, North Carolina","0500000US37125","100880","52078","975","62469","8944","10014","37","125"
"Nash County, North Carolina","0500000US37127","94298","48182","795","50656","4082","4934","37","127"
"New Hanover County, North Carolina","0500000US37129","234473","124777","1111","56382","18525","26962","37","129"
"Onslow County, North Carolina","0500000US37133","197938","87789","900","49544","8646","10373","37","133"
"Orange County, North Carolina","0500000US37135","148476","78163","1054","74299","12434","14630","37","135"
"Pitt County, North Carolina","0500000US37147","180742","97591","829","53401","10468","11141","37","147"
"Randolph County, North Carolina","0500000US37151","143667","72143","713","49742","3348","6772","37","151"
"Robeson County, North Carolina","0500000US37155","130625","67465","658","35035","3457","5025","37","155"
"Rockingham County, North Carolina","0500000US37157","91010","46881","679","43230","3019","3299","37","157"
"Rowan County, North Carolina","0500000US37159","142088","72526","830","51927","4925","6306","37","159"
"Rutherford County, North Carolina","0500000US37161","67029","35113","647","44361","3765","3337","37","161"
"Surry County, North Carolina","0500000US37171","71783","36484","607","49250","2946","3790","37","171"
"Union County, North Carolina","0500000US37179","239859","122281","1075","85985","18586","20514","37","179"
"Wake County, North Carolina","0500000US37183","1111761","571204","1198","84215","120988","124915","37","183"
"Wayne County, North Carolina","0500000US37191","123131","63944","798","44596","3829","5675","37","191"
"Wilkes County, North Carolina","0500000US37193","68412","34492","660","43290","2794","3599","37","193"
"Wilson County, North Carolina","0500000US37195","81801","43875","690","38830","2891","4132","37","195"
"Burleigh County, North Dakota","0500000US38015","95626","48114","862","72494","7806","8480","38","015"
"Cass County, North Dakota","0500000US38017","181923","89453","804","62218","15439","17808","38","017"
"Grand Forks County, North Dakota","0500000US38035","69451","33556","828","56622","3697","5229","38","035"
"Ward County, North Dakota","0500000US38101","67641","32628","845","71415","3977","4768","38","101"
"Allen County, Ohio","0500000US39003","102351","50344","735","60429","4062","5146","39","003"
"Ashtabula County, Ohio","0500000US39007","97241","47677","698","44580","3489","3314","39","007"
"Athens County, Ohio","0500000US39009","65327","33146","859","41851","3271","3161","39","009"
"Belmont County, Ohio","0500000US39013","67006","32701","662","49780","2269","3162","39","013"
"Butler County, Ohio","0500000US39017","383134","195717","917","68584","23209","28342","39","017"
"Clark County, Ohio","0500000US39023","134083","69213","739","50128","4031","4547","39","023"
"Clermont County, Ohio","0500000US39025","206428","105436","827","67744","13231","15246","39","025"
"Columbiana County, Ohio","0500000US39029","101883","50335","629","53542","3439","4210","39","029"
"Cuyahoga County, Ohio","0500000US39035","1235072","645999","811","52423","84078","88797","39","035"
"Delaware County, Ohio","0500000US39041","209177","105038","1078","107854","22119","21616","39","041"
"Erie County, Ohio","0500000US39043","74266","38111","758","60653","3983","4319","39","043"
"Fairfield County, Ohio","0500000US39045","157574","79419","827","71469","9960","11214","39","045"
"Franklin County, Ohio","0500000US39049","1316756","673959","997","64713","113690","117858","39","049"
"Geauga County, Ohio","0500000US39055","93649","46493","850","77391","6398","8419","39","055"
"Greene County, Ohio","0500000US39057","168937","85993","901","67394","11816","14978","39","057"
"Hamilton County, Ohio","0500000US39061","817473","422397","831","60198","62593","67875","39","061"
"Hancock County, Ohio","0500000US39063","75783","37903","747","60944","4205","3319","39","063"
"Jefferson County, Ohio","0500000US39081","65325","33578","639","47445","2714","3170","39","081"
"Lake County, Ohio","0500000US39085","230149","118674","879","64076","13438","15831","39","085"
"Licking County, Ohio","0500000US39089","176862","90762","838","66013","9817","11410","39","089"
"Lorain County, Ohio","0500000US39093","309833","157062","750","58686","16016","16661","39","093"
"Lucas County, Ohio","0500000US39095","428348","221499","757","49448","22776","26441","39","095"
"Mahoning County, Ohio","0500000US39099","228683","115722","675","47170","12768","14366","39","099"
"Marion County, Ohio","0500000US39101","65093","30752","733","50608","1736","2118","39","101"
"Medina County, Ohio","0500000US39103","179746","90851","887","76468","13247","15012","39","103"
"Miami County, Ohio","0500000US39109","106987","53992","791","62451","4712","4768","39","109"
"Montgomery County, Ohio","0500000US39113","531687","275366","793","54537","28771","34986","39","113"
"Muskingum County, Ohio","0500000US39119","86215","43626","744","51844","2951","3383","39","119"
"Portage County, Ohio","0500000US39133","162466","82621","902","56679","8288","10029","39","133"
"Richland County, Ohio","0500000US39139","121154","59403","705","51783","4648","4907","39","139"
"Ross County, Ohio","0500000US39141","76666","36046","673","55717","2874","3091","39","141"
"Scioto County, Ohio","0500000US39145","75314","38372","647","45571","2602","4266","39","145"
"Stark County, Ohio","0500000US39151","370606","189959","732","55499","18539","19862","39","151"
"Summit County, Ohio","0500000US39153","541013","277822","815","57364","39418","40379","39","153"
"Trumbull County, Ohio","0500000US39155","197974","101576","669","47087","9033","9784","39","155"
"Tuscarawas County, Ohio","0500000US39157","91987","45875","726","53616","3925","4435","39","157"
"Warren County, Ohio","0500000US39165","234602","116038","1001","90837","20254","23633","39","165"
"Wayne County, Ohio","0500000US39169","115710","57789","718","57458","3599","6340","39","169"
"Wood County, Ohio","0500000US39173","130817","66577","799","63791","9015","9588","39","173"
"Canadian County, Oklahoma","0500000US40017","148306","74915","880","73635","8886","9393","40","017"
"Cleveland County, Oklahoma","0500000US40027","284014","141914","926","64290","19270","20257","40","027"
"Comanche County, Oklahoma","0500000US40031","120749","57036","819","51300","4896","4755","40","031"
"Creek County, Oklahoma","0500000US40037","71522","36306","784","54969","2490","3645","40","037"
"Muskogee County, Oklahoma","0500000US40101","67997","34528","686","42450","2875","4081","40","101"
"Oklahoma County, Oklahoma","0500000US40109","797434","407004","872","56235","50530","55210","40","109"
"Payne County, Oklahoma","0500000US40119","81784","40982","789","41272","3889","5618","40","119"
"Pottawatomie County, Oklahoma","0500000US40125","72592","37536","752","53511","2470","3943","40","125"
"Rogers County, Oklahoma","0500000US40131","92459","46468","891","66132","4659","5858","40","131"
"Tulsa County, Oklahoma","0500000US40143","651552","333513","868","57483","44424","51278","40","143"
"Wagoner County, Oklahoma","0500000US40145","81289","40786","929","64319","3954","4945","40","145"
"Benton County, Oregon","0500000US41003","93053","46972","1158","70835","8224","9280","41","003"
"Clackamas County, Oregon","0500000US41005","418187","211424","1349","80294","34416","36906","41","005"
"Deschutes County, Oregon","0500000US41017","197692","99370","1388","71643","16613","17606","41","017"
"Douglas County, Oregon","0500000US41019","110980","56715","861","48585","3280","4545","41","019"
"Jackson County, Oregon","0500000US41029","220944","113262","1052","56450","11990","13549","41","029"
"Josephine County, Oregon","0500000US41033","87487","45146","1041","47573","2257","4750","41","033"
"Klamath County, Oregon","0500000US41035","68238","34660","809","56348","2736","3695","41","035"
"Lane County, Oregon","0500000US41039","382067","194964","1034","57325","23433","27425","41","039"
"Linn County, Oregon","0500000US41043","129749","65254","1034","61488","5759","5334","41","043"
"Marion County, Oregon","0500000US41047","347818","174666","1071","64306","19361","19449","41","047"
"Multnomah County, Oregon","0500000US41051","812855","409935","1312","72900","82084","89050","41","051"
"Polk County, Oregon","0500000US41053","86085","43947","1143","72914","4451","6393","41","053"
"Umatilla County, Oregon","0500000US41059","77950","37297","826","60425","2704","3463","41","059"
"Washington County, Oregon","0500000US41067","601592","304011","1434","85734","54824","54538","41","067"
"Yamhill County, Oregon","0500000US41071","107100","54120","1186","72904","5270","6606","41","071"
"Adams County, Pennsylvania","0500000US42001","103009","52095","911","67715","4215","4481","42","001"
"Allegheny County, Pennsylvania","0500000US42003","1216045","627739","911","64871","112223","107241","42","003"
"Armstrong County, Pennsylvania","0500000US42005","64735","32325","706","57636","2677","2628","42","005"
"Beaver County, Pennsylvania","0500000US42007","163929","84710","729","60672","10231","11000","42","007"
"Berks County, Pennsylvania","0500000US42011","421164","213764","936","67708","22079","24790","42","011"
"Blair County, Pennsylvania","0500000US42013","121829","61987","717","51004","5930","7157","42","013"
"Bucks County, Pennsylvania","0500000US42017","628270","319857","1257","93767","54665","58095","42","017"
"Butler County, Pennsylvania","0500000US42019","187853","95568","889","72262","16907","16034","42","019"
"Cambria County, Pennsylvania","0500000US42021","130192","66339","620","49076","5598","6810","42","021"
"Carbon County, Pennsylvania","0500000US42025","64182","32124","880","61111","3022","2704","42","025"
"Centre County, Pennsylvania","0500000US42027","162385","77508","995","60706","9958","11827","42","027"
"Chester County, Pennsylvania","0500000US42029","524989","265684","1393","102016","56678","58318","42","029"
"Clearfield County, Pennsylvania","0500000US42033","79255","37076","718","45643","3193","2974","42","033"
"Columbia County, Pennsylvania","0500000US42037","64964","33531","702","54570","3370","3605","42","037"
"Crawford County, Pennsylvania","0500000US42039","84629","43507","676","49428","4040","4014","42","039"
"Cumberland County, Pennsylvania","0500000US42041","253370","127921","960","75391","21317","20744","42","041"
"Dauphin County, Pennsylvania","0500000US42043","278299","142739","953","60733","19132","18875","42","043"
"Delaware County, Pennsylvania","0500000US42045","566747","293830","1089","77339","42518","48662","42","045"
"Erie County, Pennsylvania","0500000US42049","269728","137903","756","51818","15864","19005","42","049"
"Fayette County, Pennsylvania","0500000US42051","129274","65594","697","48509","5533","5662","42","051"
"Franklin County, Pennsylvania","0500000US42055","155027","78735","899","62484","6419","8131","42","055"
"Indiana County, Pennsylvania","0500000US42063","84073","42000","708","51914","3201","4753","42","063"
"Lackawanna County, Pennsylvania","0500000US42069","209674","107970","792","53826","12903","14461","42","069"
"Lancaster County, Pennsylvania","0500000US42071","545724","279054","1046","67376","33111","35049","42","071"
"Lawrence County, Pennsylvania","0500000US42073","85512","43978","658","50547","3721","5278","42","073"
"Lebanon County, Pennsylvania","0500000US42075","141793","71959","882","61204","6130","7353","42","075"
"Lehigh County, Pennsylvania","0500000US42077","369318","188463","1103","65667","23453","23894","42","077"
"Luzerne County, Pennsylvania","0500000US42079","317417","160674","810","53972","14288","14704","42","079"
"Lycoming County, Pennsylvania","0500000US42081","113299","57427","755","53881","4830","7588","42","081"
"Mercer County, Pennsylvania","0500000US42085","109424","55851","686","54543","5354","6042","42","085"
"Monroe County, Pennsylvania","0500000US42089","170271","85941","1199","62413","10572","9723","42","089"
"Montgomery County, Pennsylvania","0500000US42091","830915","427045","1324","92302","79496","87698","42","091"
"Northampton County, Pennsylvania","0500000US42095","305285","154756","1135","74328","18747","22723","42","095"
"Northumberland County, Pennsylvania","0500000US42097","90843","44862","695","47349","3556","4084","42","097"
"Philadelphia County, Pennsylvania","0500000US42101","1584064","834603","1079","47474","95247","100525","42","101"
"Schuylkill County, Pennsylvania","0500000US42107","141359","68583","705","56295","5720","6219","42","107"
"Somerset County, Pennsylvania","0500000US42111","73447","35107","600","48895","2988","3322","42","111"
"Washington County, Pennsylvania","0500000US42125","206865","105263","819","65431","15044","15157","42","125"
"Westmoreland County, Pennsylvania","0500000US42129","348899","177630","699","59073","25120","24411","42","129"
"York County, Pennsylvania","0500000US42133","449058","226308","950","69172","26956","27447","42","133"
"Kent County, Rhode Island","0500000US44003","164292","84882","1094","74474","11631","13841","44","003"
"Newport County, Rhode Island","0500000US44005","82082","42190","1465","81652","8303","8453","44","005"
"Providence County, Rhode Island","0500000US44007","638931","326373","990","62994","40053","40758","44","007"
"Washington County, Rhode Island","0500000US44009","125577","64126","1254","90003","11536","13690","44","009"
"Aiken County, South Carolina","0500000US45003","170872","90063","862","55634","10091","13130","45","003"
"Anderson County, South Carolina","0500000US45007","202558","105706","778","54322","9293","12638","45","007"
"Beaufort County, South Carolina","0500000US45013","192122","98702","1189","74127","16167","16396","45","013"
"Berkeley County, South Carolina","0500000US45015","227907","113658","1212","69398","13462","12886","45","015"
"Charleston County, South Carolina","0500000US45019","411406","212861","1229","71531","42074","41606","45","019"
"Darlington County, South Carolina","0500000US45031","66618","34752","664","44606","2701","3078","45","031"
"Dorchester County, South Carolina","0500000US45035","162809","84111","1149","68200","9312","12261","45","035"
"Florence County, South Carolina","0500000US45041","138293","73083","790","50082","6435","7566","45","041"
"Greenville County, South Carolina","0500000US45045","523542","269585","952","64412","41450","42890","45","045"
"Greenwood County, South Carolina","0500000US45047","70811","37589","747","42148","3417","4115","45","047"
"Horry County, South Carolina","0500000US45051","354081","184348","1019","53694","19219","21570","45","051"
"Kershaw County, South Carolina","0500000US45055","66551","34986","698","55198","3622","3605","45","055"
"Lancaster County, South Carolina","0500000US45057","98012","52265","846","63924","5767","5148","45","057"
"Laurens County, South Carolina","0500000US45059","67493","34088","701","47218","3530","2505","45","059"
"Lexington County, South Carolina","0500000US45063","298750","154692","908","61631","19699","20255","45","063"
"Oconee County, South Carolina","0500000US45073","79546","40781","776","48204","3981","4648","45","073"
"Orangeburg County, South Carolina","0500000US45075","86175","45991","691","37701","2246","4054","45","075"
"Pickens County, South Carolina","0500000US45077","126884","64166","778","52190","6462","5520","45","077"
"Richland County, South Carolina","0500000US45079","415759","215864","963","52293","31027","34447","45","079"
