NAME,GEO_ID,total_population,female_population,median_gross_rent_in_dollars,median_household_income_past12months,male_bachelors_degree_25yrs_above,female_bachelors_degree_25yrs_above,state,county
"Hartford County, Connecticut","0500000US09003","891720","458501","1104","75381","66314","66059","09","003"
"Litchfield County, Connecticut","0500000US09005","180333","90474","1049","81195","13356","15504","09","005"
"Middlesex County, Connecticut","0500000US09007","162436","81697","1119","76518","14091","14665","09","007"
"New Haven County, Connecticut","0500000US09009","854757","442328","1151","69751","52108","60159","09","009"
"New London County, Connecticut","0500000US09011","265206","132432","1140","75633","15971","18127","09","011"
"Tolland County, Connecticut","0500000US09013","150721","74813","1218","91028","10584","11782","09","013"
"Windham County, Connecticut","0500000US09015","116782","57371","1028","62106","5663","6411","09","015"
"Kent County, Delaware","0500000US10001","180786","93957","1125","58001","9656","9455","10","001"
"New Castle County, Delaware","0500000US10003","558753","288357","1130","76328","38012","45540","10","003"
"Sussex County, Delaware","0500000US10005","234225","121162","1006","65155","15051","16573","10","005"
"District of Columbia, District of Columbia","0500000US11001","705749","371394","1603","92266","62428","67397","11","001"
"Alachua County, Florida","0500000US12001","269043","140054","1006","49534","19122","19754","12","001"
"Bay County, Florida","0500000US12005","174705","88875","1204","59450","9617","10809","12","005"
"Brevard County, Florida","0500000US12009","601942","308305","1132","57305","40815","44126","12","009"
"Broward County, Florida","0500000US12011","1952778","1001957","1448","61502","139902","148940","12","011"
"Charlotte County, Florida","0500000US12015","188910","97588","1006","54652","11677","10548","12","015"
"Citrus County, Florida","0500000US12017","149657","77651","903","50751","6840","8441","12","017"
"Clay County, Florida","0500000US12019","219252","111038","1114","76687","13502","14797","12","019"
"Collier County, Florida","0500000US12021","384902","195189","1397","76025","30004","31071","12","021"
"Columbia County, Florida","0500000US12023","71686","35399","757","47094","2150","2783","12","023"
"Duval County, Florida","0500000US12031","957755","494264","1111","58415","61157","72450","12","031"
"Escambia County, Florida","0500000US12033","318316","162049","1004","53136","15923","16233","12","033"
"Flagler County, Florida","0500000US12035","115081","60671","1423","60204","8117","7403","12","035"
"Hernando County, Florida","0500000US12053","193920","100528","974","51031","8837","10328","12","053"
"Highlands County, Florida","0500000US12055","106221","53598","807","48698","3064","5891","12","055"
"Hillsborough County, Florida","0500000US12057","1471968","751796","1186","61154","105618","115396","12","057"
"Indian River County, Florida","0500000US12061","159923","81891","1004","59782","11285","14448","12","061"
"Lake County, Florida","0500000US12069","367118","188188","1132","57588","19325","23931","12","069"
"Lee County, Florida","0500000US12071","770577","391973","1220","62240","48800","57118","12","071"
"Leon County, Florida","0500000US12073","293582","155010","1015","54929","22554","22906","12","073"
"Manatee County, Florida","0500000US12081","403253","206311","1191","64499","28282","27190","12","081"
"Marion County, Florida","0500000US12083","365579","190472","970","49576","17065","17480","12","083"
"Martin County, Florida","0500000US12085","161000","79974","1203","70842","12752","14096","12","085"
"Miami-Dade County, Florida","0500000US12086","2716940","1397753","1408","55171","169692","204471","12","086"
"Monroe County, Florida","0500000US12087","74228","35094","1540","68589","6195","5944","12","087"
"Nassau County, Florida","0500000US12089","88625","44927","1065","70939","5485","7050","12","089"
"Okaloosa County, Florida","0500000US12091","210738","103567","1150","64222","12776","16971","12","091"
"Orange County, Florida","0500000US12095","1393452","710286","1322","63461","100933","119071","12","095"
"Osceola County, Florida","0500000US12097","375751","189095","1317","51760","17658","21979","12","097"
"Palm Beach County, Florida","0500000US12099","1496770","771255","1498","66623","123794","126465","12","099"
"Pasco County, Florida","0500000US12101","553947","283880","1077","55828","33480","34220","12","101"
"Pinellas County, Florida","0500000US12103","974996","507149","1182","56737","78447","84287","12","103"
"Polk County, Florida","0500000US12105","724777","369237","998","51833","30933","38174","12","105"
"Putnam County, Florida","0500000US12107","74521","37347","787","42899","2203","1873","12","107"
"St. Johns County, Florida","0500000US12109","264672","136759","1334","90356","25306","28237","12","109"
"St. Lucie County, Florida","0500000US12111","328297","170315","1196","58039","15186","18357","12","111"
"Santa Rosa County, Florida","0500000US12113","184313","89758","1208","64930","10211","12918","12","113"
"Sarasota County, Florida","0500000US12115","433742","227596","1354","66342","33434","38248","12","115"
"Seminole County, Florida","0500000US12117","471826","244363","1317","70190","44129","44934","12","117"
"Sumter County, Florida","0500000US12119","132420","67072","1185","60287","12695","11749","12","119"
"Volusia County, Florida","0500000US12127","553284","283813","1074","53766","30490","32456","12","127"
"Walton County, Florida","0500000US12131","74071","36389","1217","60457","4350","7131","12","131"
"Barrow County, Georgia","0500000US13013","83240","41904","1023","69890","3519","4770","13","013"
"Bartow County, Georgia","0500000US13015","107738","55772","946","59911","4216","5122","13","015"
"Bibb County, Georgia","0500000US13021","153159","81271","857","42140","5234","8409","13","021"
"Bulloch County, Georgia","0500000US13031","79608","40853","817","50436","2425","4617","13","031"
"Carroll County, Georgia","0500000US13045","119992","61438","888","61133","4557","4175","13","045"
"Catoosa County, Georgia","0500000US13047","67580","35237","807","61487","4282","3457","13","047"
"Chatham County, Georgia","0500000US13051","289430","149583","1093","57611","19594","22327","13","051"
"Cherokee County, Georgia","0500000US13057","258773","132646","1266","86404","23189","23966","13","057"
"Clarke County, Georgia","0500000US13059","128331","67062","849","39799","7671","9828","13","059"
"Clayton County, Georgia","0500000US13063","292256","156278","1050","51093","9843","13058","13","063"
"Cobb County, Georgia","0500000US13067","760141","390797","1255","79601","72424","84610","13","067"
"Columbia County, Georgia","0500000US13073","156714","78660","1145","88761","11731","15778","13","073"
"Coweta County, Georgia","0500000US13077","148509","75239","1152","78423","8486","8410","13","077"
"DeKalb County, Georgia","0500000US13089","759297","401360","1260","63652","59415","73651","13","089"
"Dougherty County, Georgia","0500000US13095","87956","47665","769","35062","2315","2934","13","095"
"Douglas County, Georgia","0500000US13097","146343","76221","1091","62669","7679","10725","13","097"
"Fayette County, Georgia","0500000US13113","114421","59760","1345","92172","11777","12014","13","113"
"Floyd County, Georgia","0500000US13115","98498","50667","780","50880","4204","3678","13","115"
"Forsyth County, Georgia","0500000US13117","244252","123015","1442","112108","29599","28538","13","117"
"Fulton County, Georgia","0500000US13121","1063937","549036","1324","80013","113909","131646","13","121"
"Glynn County, Georgia","0500000US13127","85292","44865","791","59004","3642","5026","13","127"
"Gwinnett County, Georgia","0500000US13135","936250","479413","1338","72109","70772","82883","13","135"
"Hall County, Georgia","0500000US13139","204441","103020","974","67467","10623","10346","13","139"
"Henry County, Georgia","0500000US13151","234561","121683","1196","71939","10879","16509","13","151"
"Houston County, Georgia","0500000US13153","157863","80018","940","66740","7270","9235","13","153"
"Jackson County, Georgia","0500000US13157","72977","37378","887","65063","3977","5289","13","157"
"Lowndes County, Georgia","0500000US13185","117406","60491","833","45683","4489","7708","13","185"
"Muscogee County, Georgia","0500000US13215","195769","101424","885","46934","8094","8544","13","215"
"Newton County, Georgia","0500000US13217","111744","60659","1057","57254","3315","4275","13","217"
"Paulding County, Georgia","0500000US13223","168667","86612","1311","75800","6490","8791","13","223"
"Richmond County, Georgia","0500000US13245","202518","104810","926","44973","8287","8109","13","245"
"Rockdale County, Georgia","0500000US13247","90896","47381","1120","60560","4484","5017","13","247"
"Spalding County, Georgia","0500000US13255","66703","33470","794","51677","1992","2692","13","255"
"Troup County, Georgia","0500000US13285","69922","37358","829","46198","2984","3275","13","285"
"Walker County, Georgia","0500000US13295","69761","34369","701","47856","2000","3070","13","295"
"Walton County, Georgia","0500000US13297","94593","48503","1058","66176","5073","5020","13","297"
"Whitfield County, Georgia","0500000US13313","104628","52870","715","52198","3278","3291","13","313"
"Hawaii County, Hawaii","0500000US15001","201513","101479","1215","67075","12396","15906","15","001"
"Honolulu County, Hawaii","0500000US15003","974563","484494","1774","87470","74242","85042","15","003"
"Kauai County, Hawaii","0500000US15007","72293","37295","1326","81971","3871","5755","15","007"
"Maui County, Hawaii","0500000US15009","167488","84739","1615","80754","8625","14134","15","009"
"Ada County, Idaho","0500000US16001","481587","239466","1113","72021","40903","42857","16","001"
"Bannock County, Idaho","0500000US16005","87808","42805","672","51989","4570","6610","16","005"
"Bonneville County, Idaho","0500000US16019","119062","58694","807","64618","7704","9011","16","019"
"Canyon County, Idaho","0500000US16027","229849","115315","964","58945","9209","11745","16","027"
"Kootenai County, Idaho","0500000US16055","165697","83061","966","62579","7962","9923","16","055"
"Twin Falls County, Idaho","0500000US16083","86878","44786","777","56276","2854","3885","16","083"
"Adams County, Illinois","0500000US17001","65435","33681","802","55727","3326","3997","17","001"
"Champaign County, Illinois","0500000US17019","209689","105652","912","52405","11860","12961","17","019"
"Cook County, Illinois","0500000US17031","5150233","2648971","1146","69429","411129","442285","17","031"
"DeKalb County, Illinois","0500000US17037","104897","53119","924","64131","6495","7863","17","037"
"DuPage County, Illinois","0500000US17043","922921","468713","1349","96403","92993","101092","17","043"
"Kane County, Illinois","0500000US17089","532403","267412","1117","84368","39110","37310","17","089"
"Kankakee County, Illinois","0500000US17091","109862","55727","923","60923","4498","4066","17","091"
"Kendall County, Illinois","0500000US17093","128990","67993","1555","104858","8713","10040","17","093"
"Lake County, Illinois","0500000US17097","696535","348045","1210","92511","62008","62562","17","097"
"LaSalle County, Illinois","0500000US17099","108669","53543","763","59130","3582","4623","17","099"
"McHenry County, Illinois","0500000US17111","307774","154364","1198","88879","24608","26077","17","111"
"McLean County, Illinois","0500000US17113","171517","89160","815","68784","14759","17356","17","113"
"Macon County, Illinois","0500000US17115","104009","54305","668","50839","4452","5934","17","115"
"Madison County, Illinois","0500000US17119","262966","134846","810","67440","15763","19195","17","119"
"Peoria County, Illinois","0500000US17143","179179","93782","750","57247","9307","14159","17","143"
"Rock Island County, Illinois","0500000US17161","141879","72734","726","58313","6844","7087","17","161"
"St. Clair County, Illinois","0500000US17163","259686","134677","779","57169","12972","15720","17","163"
"Sangamon County, Illinois","0500000US17167","194672","101509","812","61280","13967","15929","17","167"
"Tazewell County, Illinois","0500000US17179","131803","66535","718","65848","8826","8859","17","179"
"Vermilion County, Illinois","0500000US17183","75758","38468","649","43111","1769","2326","17","183"
"Will County, Illinois","0500000US17197","690743","348041","1125","90134","49805","54959","17","197"
"Williamson County, Illinois","0500000US17199","66597","33677","760","58097","4269","4617","17","199"
"Winnebago County, Illinois","0500000US17201","282572","144512","835","59455","15243","15632","17","201"
"Allen County, Indiana","0500000US18003","379299","194142","783","56519","22515","26149","18","003"
"Bartholomew County, Indiana","0500000US18005","83779","41885","935","72555","7127","5260","18","005"
"Boone County, Indiana","0500000US18011","67843","34321","1040","70813","5756","6805","18","011"
"Clark County, Indiana","0500000US18019","118302","61856","879","59064","6591","5804","18","019"
"Delaware County, Indiana","0500000US18035","114135","58779","709","45065","2546","5872","18","035"
"Elkhart County, Indiana","0500000US18039","206341","104404","841","54531","9554","8744","18","039"
"Floyd County, Indiana","0500000US18043","78522","40014","786","63219","4197","5477","18","043"
"Grant County, Indiana","0500000US18053","65769","33689","667","47206","2733","2903","18","053"
"Hamilton County, Indiana","0500000US18057","338011","171842","1207","105062","42706","42867","18","057"
"Hancock County, Indiana","0500000US18059","78168","39881","918","69392","5207","6225","18","059"
"Hendricks County, Indiana","0500000US18063","170311","86359","1138","85381","15405","14014","18","063"
"Howard County, Indiana","0500000US18067","82544","42226","685","53440","3072","3742","18","067"
"Johnson County, Indiana","0500000US18081","158167","80839","957","73651","11386","11629","18","081"
"Kosciusko County, Indiana","0500000US18085","79456","39408","688","64099","5358","3804","18","085"
"Lake County, Indiana","0500000US18089","485493","250888","897","57081","23113","26246","18","089"
"LaPorte County, Indiana","0500000US18091","109888","52271","728","56019","4438","5178","18","091"
"Madison County, Indiana","0500000US18095","129569","64386","801","55142","5468","5510","18","095"
"Marion County, Indiana","0500000US18097","964582","498766","901","50458","61276","66160","18","097"
"Monroe County, Indiana","0500000US18105","148431","74414","937","52453","10399","9601","18","105"
"Morgan County, Indiana","0500000US18109","70489","35471","835","62862","2709","3047","18","109"
"Porter County, Indiana","0500000US18127","170389","85930","906","72483","9352","11430","18","127"
"St. Joseph County, Indiana","0500000US18141","271826","138830","870","53456","14153","18060","18","141"
"Tippecanoe County, Indiana","0500000US18157","195732","95087","886","49352","11798","11319","18","157"
"Vanderburgh County, Indiana","0500000US18163","181451","94182","815","51350","11289","12334","18","163"
"Vigo County, Indiana","0500000US18167","107038","52882","700","48013","4232","6156","18","167"
"Wayne County, Indiana","0500000US18177","65884","34319","712","47944","2009","2850","18","177"
"Black Hawk County, Iowa","0500000US19013","131228","66512","842","60506","6945","9709","19","013"
"Dallas County, Iowa","0500000US19049","93453","48237","1087","94885","10533","12830","19","049"
"Dubuque County, Iowa","0500000US19061","97311","48456","825","62178","6119","8060","19","061"
"Johnson County, Iowa","0500000US19103","151140","76179","977","66011","11672","13794","19","103"
"Linn County, Iowa","0500000US19113","226706","115505","769","63559","17035","17805","19","113"
"Polk County, Iowa","0500000US19153","490161","248190","944","66918","43732","42576","19","153"
"Pottawattamie County, Iowa","0500000US19155","93206","46988","846","60056","4616","5798","19","155"
"Scott County, Iowa","0500000US19163","172943","87727","775","65122","12057","11540","19","163"
"Story County, Iowa","0500000US19169","97117","46239","906","63107","6551","9401","19","169"
"Woodbury County, Iowa","0500000US19193","103107","51107","825","58945","4600","5145","19","193"
"Butler County, Kansas","0500000US20015","66911","33125","868","61951","3736","4869","20","015"
"Douglas County, Kansas","0500000US20045","122259","62577","961","64233","9242","12217","20","045"
"Johnson County, Kansas","0500000US20091","602401","307187","1148","91771","71285","70540","20","091"
"Leavenworth County, Kansas","0500000US20103","81758","37999","849","77070","5010","5845","20","103"
"Riley County, Kansas","0500000US20161","74232","34999","889","50920","4472","4910","20","161"
"Sedgwick County, Kansas","0500000US20173","516042","261517","846","59716","32153","36278","20","173"
"Shawnee County, Kansas","0500000US20177","176875","91190","831","59441","9488","15429","20","177"
"Wyandotte County, Kansas","0500000US20209","165429","83501","928","46964","5997","7186","20","209"
"Boone County, Kentucky","0500000US21015","133581","66481","964","76443","9919","8244","21","015"
"Bullitt County, Kentucky","0500000US21029","81676","40899","858","65560","2179","4089","21","029"
"Campbell County, Kentucky","0500000US21037","93584","47829","791","66439","8417","8558","21","037"
"Christian County, Kentucky","0500000US21047","70461","34238","877","47445","3227","3124","21","047"
"Daviess County, Kentucky","0500000US21059","101511","52032","804","50964","5291","5247","21","059"
"Fayette County, Kentucky","0500000US21067","323152","164819","932","58356","25566","26606","21","067"
"Hardin County, Kentucky","0500000US21093","110958","55409","844","57463","5205","5980","21","093"
"Jefferson County, Kentucky","0500000US21111","766757","396647","905","59049","58654","54017","21","111"
"Kenton County, Kentucky","0500000US21117","166998","85215","792","68849","10307","12500","21","117"
"McCracken County, Kentucky","0500000US21145","65418","34288","692","45084","3030","3495","21","145"
"Madison County, Kentucky","0500000US21151","92987","47757","685","49421","4779","5910","21","151"
"Oldham County, Kentucky","0500000US21185","66799","32600","925","97968","5802","5860","21","185"
"Warren County, Kentucky","0500000US21227","132896","67583","778","52645","8381","8907","21","227"
"Ascension Parish, Louisiana","0500000US22005","126604","64108","979","85425","8156","5949","22","005"
"Bossier Parish, Louisiana","0500000US22015","127039","63798","983","49962","4281","7381","22","015"
"Caddo Parish, Louisiana","0500000US22017","240204","126564","810","45537","9888","13764","22","017"
"Calcasieu Parish, Louisiana","0500000US22019","203436","105217","868","51246","9283","10244","22","019"
"East Baton Rouge Parish, Louisiana","0500000US22033","440059","229400","913","56451","27119","34705","22","033"
"Iberia Parish, Louisiana","0500000US22045","69830","35931","803","50991","2640","3179","22","045"
"Jefferson Parish, Louisiana","0500000US22051","432493","224484","937","56069","21488","33287","22","051"
"Lafayette Parish, Louisiana","0500000US22055","244390","126566","874","60567","16876","23471","22","055"
"Lafourche Parish, Louisiana","0500000US22057","97614","49821","812","51339","3059","4541","22","057"
"Livingston Parish, Louisiana","0500000US22063","140789","72129","929","62187","6564","9062","22","063"
"Orleans Parish, Louisiana","0500000US22071","390144","205938","1010","45615","27257","33238","22","071"
"Ouachita Parish, Louisiana","0500000US22073","153279","79741","747","41137","7190","9486","22","073"
"Rapides Parish, Louisiana","0500000US22079","129648","66882","848","50490","4712","6954","22","079"
"St. Landry Parish, Louisiana","0500000US22097","82124","41923","661","38681","1774","2541","22","097"
"St. Tammany Parish, Louisiana","0500000US22103","260419","134809","1107","69076","21786","19431","22","103"
"Tangipahoa Parish, Louisiana","0500000US22105","134758","69283","841","47825","6368","7157","22","105"
"Terrebonne Parish, Louisiana","0500000US22109","110461","56851","804","48446","3704","3962","22","109"
"Androscoggin County, Maine","0500000US23001","108277","55065","821","63813","5851","6838","23","001"
"Aroostook County, Maine","0500000US23003","67055","33558","583","38768","2572","3663","23","003"
"Cumberland County, Maine","0500000US23005","295003","152781","1187","76059","32075","35967","23","005"
"Kennebec County, Maine","0500000US23011","122302","63593","786","55389","5995","8999","23","011"
"Penobscot County, Maine","0500000US23019","152148","76593","809","50449","8752","12509","23","019"
"York County, Maine","0500000US23031","207641","107053","1020","66648","15146","15170","23","031"
"Allegany County, Maryland","0500000US24001","70416","33174","644","48867","3291","3263","24","001"
"Anne Arundel County, Maryland","0500000US24003","579234","292798","1696","101147","46722","52136","24","003"
"Baltimore County, Maryland","0500000US24005","827370","434882","1326","77358","62991","71313","24","005"
"Calvert County, Maryland","0500000US24009","92525","46321","1318","112380","4705","5753","24","009"
"Carroll County, Maryland","0500000US24013","168447","85087","1098","103014","12204","13126","24","013"
"Cecil County, Maryland","0500000US24015","102855","51473","1145","76441","4635","7040","24","015"
"Charles County, Maryland","0500000US24017","163257","84509","1675","103932","7987","10384","24","017"
"Frederick County, Maryland","0500000US24021","259547","131699","1425","103516","18999","23017","24","021"
"Harford County, Maryland","0500000US24025","255441","130676","1314","92331","17946","19601","24","025"
"Howard County, Maryland","0500000US24027","325690","167014","1723","121618","33056","37882","24","027"
"Montgomery County, Maryland","0500000US24031","1050688","542838","1788","110389","84592","107181","24","031"
"Prince George's County, Maryland","0500000US24033","909327","472797","1469","86290","53038","66184","24","033"
"St. Mary's County, Maryland","0500000US24037","113510","57005","1370","87947","7757","6523","24","037"
"Washington County, Maryland","0500000US24043","151049","74619","881","59140","6011","7142","24","043"
"Wicomico County, Maryland","0500000US24045","103609","55316","1051","54402","4328","6578","24","045"
"Baltimore city, Maryland","0500000US24510","593490","315302","1090","50177","34732","38898","24","510"
"Barnstable County, Massachusetts","0500000US25001","212990","110160","1306","85042","20182","23787","25","001"
"Berkshire County, Massachusetts","0500000US25003","124944","63963","864","58895","8263","7895","25","003"
"Bristol County, Massachusetts","0500000US25005","565217","291268","940","70402","39491","40552","25","005"
"Essex County, Massachusetts","0500000US25009","789034","408417","1348","83810","62605","73074","25","009"
"Franklin County, Massachusetts","0500000US25011","70180","36265","989","60018","4786","6083","25","011"
"Hampden County, Massachusetts","0500000US25013","466372","241278","924","60161","24093","29208","25","013"
"Hampshire County, Massachusetts","0500000US25015","160830","86312","1094","74778","11680","13850","25","015"
"Middlesex County, Massachusetts","0500000US25017","1611699","821492","1741","107056","155079","165465","25","017"
"Norfolk County, Massachusetts","0500000US25021","706775","368160","1678","107361","68886","73893","25","021"
"Plymouth County, Massachusetts","0500000US25023","521202","267085","1295","90880","43717","45977","25","023"
"Suffolk County, Massachusetts","0500000US25025","803907","415963","1708","77558","67407","77731","25","025"
"Worcester County, Massachusetts","0500000US25027","830622","421792","1098","78345","63299","63477","25","027"
"Allegan County, Michigan","0500000US26005","118081","59248","869","66278","6867","7390","26","005"
"Bay County, Michigan","0500000US26017","103126","52210","697","49610","5231","5874","26","017"
