NAME,GEO_ID,total_population,female_population,median_gross_rent_in_dollars,median_household_income_past12months,male_bachelors_degree_25yrs_above,female_bachelors_degree_25yrs_above,state,county
"Santa Cruz County, California","0500000US06087","264370","132102","1999","102146","21005","23350","06","087"
"Shasta County, California","0500000US06089","180930","91766","1152","68276","9885","11440","06","089"
"Solano County, California","0500000US06095","448747","224278","2056","92959","27236","36456","06","095"
"Sonoma County, California","0500000US06097","482650","245132","1923","96830","35144","45982","06","097"
"Stanislaus County, California","0500000US06099","551275","275945","1436","75886","22817","23850","06","099"
"Sutter County, California","0500000US06101","98503","48250","1408","65018","4797","4575","06","101"
"Tehama County, California","0500000US06103","65245","32659","1086","58884","2252","2681","06","103"
"Tulare County, California","0500000US06107","477544","237723","1196","64722","12421","17361","06","107"
"Ventura County, California","0500000US06111","832605","418356","2147","102569","66499","70201","06","111"
"Yolo County, California","0500000US06113","222115","113771","1735","83875","13364","15120","06","113"
"Yuba County, California","0500000US06115","84310","42021","1124","65052","3979","4103","06","115"
"Adams County, Colorado","0500000US08001","527575","258377","1659","91367","32920","35125","08","001"
"Arapahoe County, Colorado","0500000US08005","655808","327139","1762","93784","65189","65240","08","005"
"Boulder County, Colorado","0500000US08013","327468","162726","1826","96079","37499","39048","08","013"
"Broomfield County, Colorado","0500000US08014","76121","37659","1952","115833","9175","8870","08","014"
"Denver County, Colorado","0500000US08031","713252","352687","1711","88213","95760","91866","08","031"
"Douglas County, Colorado","0500000US08035","375988","186243","1985","140003","53013","52390","08","035"
"El Paso County, Colorado","0500000US08041","740567","361543","1579","82389","61065","65311","08","041"
"Jefferson County, Colorado","0500000US08059","576143","285572","1731","102731","70118","72733","08","059"
"Larimer County, Colorado","0500000US08069","366778","183278","1595","88403","40330","38794","08","069"
"Mesa County, Colorado","0500000US08077","158636","80396","1223","70711","11120","14207","08","077"
"Pueblo County, Colorado","0500000US08101","169544","85147","1011","58723","7410","9882","08","101"
"Weld County, Colorado","0500000US08123","350176","171742","1416","91565","22841","28837","08","123"
"Capitol Planning Region, Connecticut","0500000US09110","981447","502159","1267","84504","75329","81168","09","110"
"Greater Bridgeport Planning Region, Connecticut","0500000US09120","327286","166744","1517","81143","24315","26221","09","120"
"Lower Connecticut River Valley Planning Region, Connecticut","0500000US09130","176622","89247","1409","99438","15662","16092","09","130"
"Naugatuck Valley Planning Region, Connecticut","0500000US09140","454083","230717","1189","81925","25827","30703","09","140"
"Northeastern Connecticut Planning Region, Connecticut","0500000US09150","96196","47991","949","80701","4299","6032","09","150"
"Northwest Hills Planning Region, Connecticut","0500000US09160","113234","58507","1102","86555","8471","13238","09","160"
"South Central Connecticut Planning Region, Connecticut","0500000US09170","573244","296398","1406","85026","39110","42853","09","170"
"Southeastern Connecticut Planning Region, Connecticut","0500000US09180","280403","140838","1192","80113","22208","21354","09","180"
"Western Connecticut Planning Region, Connecticut","0500000US09190","623690","316915","1929","122234","61184","70933","09","190"
"Kent County, Delaware","0500000US10001","186946","96382","1201","72675","8271","10100","10","001"
"New Castle County, Delaware","0500000US10003","575494","295498","1316","86020","43505","50157","10","003"
"Sussex County, Delaware","0500000US10005","255956","131859","1166","81792","19533","20328","10","005"
"District of Columbia, District of Columbia","0500000US11001","671803","352040","1843","101027","63048","63630","11","001"
"Alachua County, Florida","0500000US12001","284030","145647","1280","58354","18233","21188","12","001"
"Bay County, Florida","0500000US12005","185134","93531","1270","66245","12352","11704","12","005"
"Brevard County, Florida","0500000US12009","630693","319186","1412","75320","50118","48761","12","009"
"Broward County, Florida","0500000US12011","1947026","989878","1766","70978","148740","171554","12","011"
"Charlotte County, Florida","0500000US12015","202661","102889","1266","64860","13669","15121","12","015"
"Citrus County, Florida","0500000US12017","162529","81251","973","51532","7859","9143","12","017"
"Clay County, Florida","0500000US12019","226589","114263","1530","85594","12625","15837","12","019"
"Collier County, Florida","0500000US12021","397994","200910","1668","80815","34924","37660","12","021"
"Columbia County, Florida","0500000US12023","71908","34154","914","53985","2288","4574","12","023"
"Duval County, Florida","0500000US12031","1016536","522676","1416","70533","71434","86066","12","031"
"Escambia County, Florida","0500000US12033","324878","164637","1230","61924","20606","23049","12","033"
"Flagler County, Florida","0500000US12035","126705","64947","1564","71211","9682","10316","12","035"
"Hernando County, Florida","0500000US12053","206896","105972","1193","61462","10307","13659","12","053"
"Highlands County, Florida","0500000US12055","105618","54970","968","52799","3322","6163","12","055"
"Hillsborough County, Florida","0500000US12057","1513301","766492","1529","74308","115560","134392","12","057"
"Indian River County, Florida","0500000US12061","167352","85541","1261","67407","14158","14807","12","061"
"Lake County, Florida","0500000US12069","410139","210854","1401","67559","25005","26614","12","069"
"Lee County, Florida","0500000US12071","822453","417452","1620","71072","60588","62674","12","071"
"Leon County, Florida","0500000US12073","297369","155996","1150","61297","19518","26287","12","073"
"Manatee County, Florida","0500000US12081","429125","220685","1515","72108","35518","37936","12","081"
"Marion County, Florida","0500000US12083","396415","204895","1078","54190","19322","23760","12","083"
"Martin County, Florida","0500000US12085","162006","81214","1652","80024","15623","15495","12","085"
"Miami-Dade County, Florida","0500000US12086","2673837","1359343","1665","67263","194782","214401","12","086"
"Monroe County, Florida","0500000US12087","81708","38791","1728","79420","7367","8134","12","087"
"Nassau County, Florida","0500000US12089","97899","50504","1499","90883","8022","8740","12","089"
"Okaloosa County, Florida","0500000US12091","216482","105273","1448","77830","15077","15129","12","091"
"Orange County, Florida","0500000US12095","1452726","736023","1624","72324","127350","139234","12","095"
"Osceola County, Florida","0500000US12097","422545","211705","1645","63271","27871","31113","12","097"
"Palm Beach County, Florida","0500000US12099","1518477","776876","1749","76592","129948","149688","12","099"
"Pasco County, Florida","0500000US12101","608794","309118","1377","65999","41391","43956","12","101"
"Pinellas County, Florida","0500000US12103","961739","497021","1479","66472","82912","88086","12","103"
"Polk County, Florida","0500000US12105","787404","398152","1206","62051","40284","44498","12","105"
"Putnam County, Florida","0500000US12107","74731","37945","863","46161","2652","3863","12","107"
"St. Johns County, Florida","0500000US12109","306841","156177","1674","103017","36961","36454","12","109"
"St. Lucie County, Florida","0500000US12111","358704","181977","1339","62705","20534","23734","12","111"
"Santa Rosa County, Florida","0500000US12113","198268","95939","1428","83672","14248","12641","12","113"
"Sarasota County, Florida","0500000US12115","462286","241135","1688","78341","38716","47843","12","115"
"Seminole County, Florida","0500000US12117","478772","244972","1638","80550","42809","45974","12","117"
"Sumter County, Florida","0500000US12119","144970","74284","1420","73391","16319","14987","12","119"
"Volusia County, Florida","0500000US12127","579192","295077","1413","64857","35215","40630","12","127"
"Walton County, Florida","0500000US12131","83304","41440","1462","74629","6330","7352","12","131"
"Barrow County, Georgia","0500000US13013","89299","45695","1075","78216","4547","5512","13","013"
"Bartow County, Georgia","0500000US13015","112816","57899","1121","84590","5710","6935","13","015"
"Bibb County, Georgia","0500000US13021","156197","82827","983","47625","5056","8695","13","021"
"Bulloch County, Georgia","0500000US13031","83059","42495","889","47297","3384","4534","13","031"
"Carroll County, Georgia","0500000US13045","124592","63395","1080","72595","6202","5434","13","045"
"Catoosa County, Georgia","0500000US13047","68826","34590","1023","67081","3294","3219","13","047"
"Chatham County, Georgia","0500000US13051","301107","156700","1359","64157","18415","23280","13","051"
"Cherokee County, Georgia","0500000US13057","281278","141404","1593","99234","26421","27214","13","057"
"Clarke County, Georgia","0500000US13059","129875","68544","1082","47171","8390","8901","13","059"
"Clayton County, Georgia","0500000US13063","296564","158276","1327","58325","13133","14898","13","063"
"Cobb County, Georgia","0500000US13067","771952","395232","1641","97084","82751","88312","13","067"
"Columbia County, Georgia","0500000US13073","162419","83676","1233","93307","11318","10872","13","073"
"Coweta County, Georgia","0500000US13077","152882","77896","1360","84747","11840","11592","13","077"
"DeKalb County, Georgia","0500000US13089","762820","401218","1584","77169","63149","71073","13","089"
"Dougherty County, Georgia","0500000US13095","82966","44502","898","41425","2700","3481","13","095"
"Douglas County, Georgia","0500000US13097","147316","76094","1437","80933","6386","8642","13","097"
"Effingham County, Georgia","0500000US13103","69041","34949","1027","89885","3676","3865","13","103"
"Fayette County, Georgia","0500000US13113","122030","62655","1773","108643","11433","12383","13","113"
"Floyd County, Georgia","0500000US13115","99443","49785","962","56420","4087","4609","13","115"
"Forsyth County, Georgia","0500000US13117","267237","134085","1808","129410","29557","28848","13","117"
"Fulton County, Georgia","0500000US13121","1074634","551247","1621","90346","119837","131011","13","121"
"Glynn County, Georgia","0500000US13127","85079","45561","1074","63228","4283","7777","13","127"
"Gwinnett County, Georgia","0500000US13135","975353","496707","1681","83901","74607","82699","13","135"
"Hall County, Georgia","0500000US13139","212692","107345","1261","76888","12630","13155","13","139"
"Henry County, Georgia","0500000US13151","248364","129796","1560","81988","11501","19095","13","151"
"Houston County, Georgia","0500000US13153","169631","87302","1075","71068","10000","10110","13","153"
"Jackson County, Georgia","0500000US13157","83936","42663","1068","83843","4226","4723","13","157"
"Liberty County, Georgia","0500000US13179","68030","32751","1166","61546","2115","3599","13","179"
"Lowndes County, Georgia","0500000US13185","119739","61501","995","52307","5083","5538","13","185"
"Muscogee County, Georgia","0500000US13215","202616","105024","1043","53750","9569","14914","13","215"
"Newton County, Georgia","0500000US13217","117621","61519","1239","73579","3496","6765","13","217"
"Paulding County, Georgia","0500000US13223","178421","89970","1439","86847","9931","10701","13","223"
"Richmond County, Georgia","0500000US13245","206640","106410","986","49915","9334","12309","13","245"
"Rockdale County, Georgia","0500000US13247","94984","50532","1393","73998","5817","8027","13","247"
"Spalding County, Georgia","0500000US13255","68919","35705","1064","54803","2049","3186","13","255"
"Troup County, Georgia","0500000US13285","70191","36354","1035","57988","3169","3103","13","285"
"Walker County, Georgia","0500000US13295","68915","34652","915","52957","2747","2715","13","295"
"Walton County, Georgia","0500000US13297","103065","52144","1125","86240","6412","6745","13","297"
"Whitfield County, Georgia","0500000US13313","103132","51463","862","61037","3243","4665","13","313"
"Hawaii County, Hawaii","0500000US15001","206315","103796","1292","72568","12429","15569","15","001"
"Honolulu County, Hawaii","0500000US15003","995638","492315","1914","96580","76971","88017","15","003"
"Kauai County, Hawaii","0500000US15007","73810","36326","1847","87730","4389","5252","15","007"
"Maui County, Hawaii","0500000US15009","164365","82450","1662","94760","11046","12440","15","009"
"Ada County, Idaho","0500000US16001","518907","256282","1499","87774","51822","52787","16","001"
"Bannock County, Idaho","0500000US16005","89517","45578","888","61452","5586","5713","16","005"
"Bonneville County, Idaho","0500000US16019","129496","64455","1065","74154","8803","10686","16","019"
"Canyon County, Idaho","0500000US16027","251065","125411","1274","70818","10840","15025","16","027"
"Kootenai County, Idaho","0500000US16055","183578","92086","1473","75328","13259","13389","16","055"
"Twin Falls County, Idaho","0500000US16083","93696","48393","1053","63560","4001","4324","16","083"
"Champaign County, Illinois","0500000US17019","206542","105425","964","60168","12164","14925","17","019"
"Cook County, Illinois","0500000US17031","5109292","2612946","1312","76632","423786","459805","17","031"
"DeKalb County, Illinois","0500000US17037","100232","50802","910","68590","5254","5777","17","037"
"DuPage County, Illinois","0500000US17043","920901","464492","1489","102152","98970","100748","17","043"
"Kane County, Illinois","0500000US17089","514182","256040","1270","93343","42560","40361","17","089"
"Kankakee County, Illinois","0500000US17091","106074","53270","1021","71416","4330","4409","17","091"
"Kendall County, Illinois","0500000US17093","137254","69401","1502","101447","8992","10953","17","093"
"Lake County, Illinois","0500000US17097","709150","350606","1399","101442","64351","63149","17","097"
"LaSalle County, Illinois","0500000US17099","108078","53402","902","63626","4317","5879","17","099"
"McHenry County, Illinois","0500000US17111","311747","155088","1206","98907","23720","26291","17","111"
"McLean County, Illinois","0500000US17113","171141","87752","954","70674","18233","16035","17","113"
"Macon County, Illinois","0500000US17115","101483","52131","774","60332","4853","6380","17","115"
"Madison County, Illinois","0500000US17119","263864","134868","893","66996","18313","18827","17","119"
"Peoria County, Illinois","0500000US17143","178383","90236","903","65301","11086","14158","17","143"
"Rock Island County, Illinois","0500000US17161","141527","70675","795","62086","7432","7827","17","161"
"St. Clair County, Illinois","0500000US17163","252671","130402","989","67395","14853","15956","17","163"
"Sangamon County, Illinois","0500000US17167","194534","100086","881","73784","12608","15297","17","167"
"Tazewell County, Illinois","0500000US17179","129911","65060","875","72930","7674","10466","17","179"
"Vermilion County, Illinois","0500000US17183","72337","36158","743","51515","2244","2650","17","183"
"Will County, Illinois","0500000US17197","696757","348259","1352","96668","51857","54742","17","197"
"Williamson County, Illinois","0500000US17199","66695","33189","785","67631","3497","4525","17","199"
"Winnebago County, Illinois","0500000US17201","282188","142236","943","62011","13753","16783","17","201"
"Allen County, Indiana","0500000US18003","391449","198679","984","65732","25108","27568","18","003"
"Bartholomew County, Indiana","0500000US18005","83540","42421","993","65739","4738","6243","18","005"
"Boone County, Indiana","0500000US18011","74164","37616","1171","102005","7671","6044","18","011"
"Clark County, Indiana","0500000US18019","124237","63199","1061","68350","8159","9295","18","019"
"Delaware County, Indiana","0500000US18035","112031","58002","854","54087","4957","6014","18","035"
"Elkhart County, Indiana","0500000US18039","206890","105546","967","61922","9127","8765","18","039"
"Floyd County, Indiana","0500000US18043","80714","41014","987","73899","5824","7517","18","043"
"Grant County, Indiana","0500000US18053","66022","33383","771","50366","2372","2559","18","053"
"Hamilton County, Indiana","0500000US18057","364921","185021","1444","114807","48891","46668","18","057"
"Hancock County, Indiana","0500000US18059","83070","42020","1190","86504","7436","7744","18","059"
"Hendricks County, Indiana","0500000US18063","182534","91152","1317","93193","15049","16842","18","063"
"Howard County, Indiana","0500000US18067","83574","42513","856","55297","3626","4639","18","067"
"Johnson County, Indiana","0500000US18081","165782","84371","1218","81670","11400","11389","18","081"
"Kosciusko County, Indiana","0500000US18085","80826","40205","957","68778","3615","5411","18","085"
"Lake County, Indiana","0500000US18089","499689","256189","1039","66085","29468","34552","18","089"
"LaPorte County, Indiana","0500000US18091","111675","54019","877","66659","6273","6958","18","091"
"Madison County, Indiana","0500000US18095","131744","64437","823","58937","5903","7104","18","095"
"Marion County, Indiana","0500000US18097","969466","499310","1041","62565","72082","72627","18","097"
"Monroe County, Indiana","0500000US18105","139745","69790","1096","65043","9349","8988","18","105"
"Morgan County, Indiana","0500000US18109","72236","36235","962","75344","4377","4021","18","109"
"Porter County, Indiana","0500000US18127","174791","87839","1093","83395","10886","12836","18","127"
"St. Joseph County, Indiana","0500000US18141","272234","139355","979","60627","16420","18682","18","141"
"Tippecanoe County, Indiana","0500000US18157","188717","91585","1051","54168","10215","11965","18","157"
"Vanderburgh County, Indiana","0500000US18163","179744","91731","909","57028","11575","13100","18","163"
"Vigo County, Indiana","0500000US18167","106006","53120","877","51125","5330","5867","18","167"
"Warrick County, Indiana","0500000US18173","65185","33422","897","79901","4170","4718","18","173"
"Wayne County, Indiana","0500000US18177","66273","33994","708","49024","1818","2813","18","177"
"Black Hawk County, Iowa","0500000US19013","130274","66231","941","60529","7596","8427","19","013"
"Dallas County, Iowa","0500000US19049","108016","54397","1321","105132","13241","13592","19","049"
"Dubuque County, Iowa","0500000US19061","98677","48978","914","73671","6543","7918","19","061"
"Johnson County, Iowa","0500000US19103","156420","77202","1051","74140","13768","13421","19","103"
"Linn County, Iowa","0500000US19113","229033","115311","826","72527","17719","22200","19","113"
"Polk County, Iowa","0500000US19153","501089","251177","1045","77038","44296","46706","19","153"
"Pottawattamie County, Iowa","0500000US19155","93173","46072","926","68681","5382","5453","19","155"
"Scott County, Iowa","0500000US19163","173924","88703","914","66832","14532","13960","19","163"
"Story County, Iowa","0500000US19169","99673","47723","886","66033","9196","7698","19","169"
"Woodbury County, Iowa","0500000US19193","105671","51827","925","67817","6375","5627","19","193"
"Butler County, Kansas","0500000US20015","68240","33257","1009","80853","4019","4630","20","015"
"Douglas County, Kansas","0500000US20045","119964","59601","992","65774","9547","10061","20","045"
"Johnson County, Kansas","0500000US20091","619195","312564","1301","98523","74566","70462","20","091"
"Leavenworth County, Kansas","0500000US20103","82892","37882","1195","77925","5982","5921","20","103"
"Riley County, Kansas","0500000US20161","71108","33870","956","53043","4448","4758","20","161"
"Sedgwick County, Kansas","0500000US20173","525525","264239","918","64286","34967","38767","20","173"
"Shawnee County, Kansas","0500000US20177","177480","90523","918","60544","9899","13485","20","177"
"Wyandotte County, Kansas","0500000US20209","165746","82626","1047","59362","6411","8123","20","209"
"Boone County, Kentucky","0500000US21015","139093","70378","1255","89931","9348","11970","21","015"
"Bullitt County, Kentucky","0500000US21029","83836","41937","940","76810","3790","4682","21","029"
"Campbell County, Kentucky","0500000US21037","93300","46834","1061","72967","7938","7721","21","037"
"Christian County, Kentucky","0500000US21047","73037","35556","970","60767","2694","3387","21","047"
"Daviess County, Kentucky","0500000US21059","103222","52551","807","66837","5424","5110","21","059"
"Fayette County, Kentucky","0500000US21067","320347","162896","1036","62908","27821","28301","21","067"
"Hardin County, Kentucky","0500000US21093","111862","56178","901","60878","5287","6181","21","093"
"Jefferson County, Kentucky","0500000US21111","773399","396740","1057","64619","57993","59655","21","111"
"Kenton County, Kentucky","0500000US21117","170313","84694","1030","77099","15347","14526","21","117"
"McCracken County, Kentucky","0500000US21145","67490","34217","749","60935","4365","3938","21","145"
"Madison County, Kentucky","0500000US21151","95187","47951","835","60685","5717","6479","21","151"
"Oldham County, Kentucky","0500000US21185","69431","32850","955","115187","5813","5997","21","185"
"Pulaski County, Kentucky","0500000US21199","65795","33671","785","44649","1764","2879","21","199"
"Warren County, Kentucky","0500000US21227","139843","70541","969","59784","8612","8995","21","227"
"Ascension Parish, Louisiana","0500000US22005","130458","65918","1188","79515","7827","8098","22","005"
"Bossier Parish, Louisiana","0500000US22015","129276","65074","1092","62421","6072","8031","22","015"
"Caddo Parish, Louisiana","0500000US22017","229025","121119","916","46967","10975","12005","22","017"
"Calcasieu Parish, Louisiana","0500000US22019","202418","102177","1029","62197","8587","11818","22","019"
"East Baton Rouge Parish, Louisiana","0500000US22033","450544","235342","1113","61387","27030","36063","22","033"
"Iberia Parish, Louisiana","0500000US22045","68327","35528","731","43513","1370","2289","22","045"
"Jefferson Parish, Louisiana","0500000US22051","425884","219136","1118","61397","29904","29627","22","051"
"Lafayette Parish, Louisiana","0500000US22055","247866","126744","979","56496","21858","22248","22","055"
"Lafourche Parish, Louisiana","0500000US22057","95870","47130","677","58593","3819","6719","22","057"
"Livingston Parish, Louisiana","0500000US22063","148425","75505","991","73126","6399","8201","22","063"
"Orleans Parish, Louisiana","0500000US22071","369749","195412","1151","52322","27116","31373","22","071"
"Ouachita Parish, Louisiana","0500000US22073","157702","81245","911","45840","8906","9922","22","073"
"Rapides Parish, Louisiana","0500000US22079","127189","65548","916","58161","5831","8032","22","079"
"St. Landry Parish, Louisiana","0500000US22097","81773","42273","754","41976","2074","3608","22","097"
"St. Tammany Parish, Louisiana","0500000US22103","273263","138500","1245","76269","20535","24202","22","103"
"Tangipahoa Parish, Louisiana","0500000US22105","137048","70990","885","55391","5181","8522","22","105"
"Terrebonne Parish, Louisiana","0500000US22109","104786","53614","999","57299","3100","4909","22","109"
"Androscoggin County, Maine","0500000US23001","113023","56839","977","63438","5013","7116","23","001"
"Aroostook County, Maine","0500000US23003","67255","33587","717","51395","3841","4391","23","003"
"Cumberland County, Maine","0500000US23005","307451","157031","1418","89345","31936","38671","23","005"
"Kennebec County, Maine","0500000US23011","125540","64340","946","62943","7682","9047","23","011"
"Penobscot County, Maine","0500000US23019","153704","77241","936","61134","9353","10648","23","019"
"York County, Maine","0500000US23031","216732","110607","1138","81928","19657","20241","23","031"
"Allegany County, Maryland","0500000US24001","67267","31776","728","46913","3348","2305","24","001"
"Anne Arundel County, Maryland","0500000US24003","593286","298832","1801","113125","54759","59928","24","003"
"Baltimore County, Maryland","0500000US24005","846161","443660","1457","86526","67559","75005","24","005"
"Calvert County, Maryland","0500000US24009","94573","46836","1827","120097","6620","6880","24","009"
"Carroll County, Maryland","0500000US24013","175305","87425","1256","104942","14083","15874","24","013"
"Cecil County, Maryland","0500000US24015","104942","52780","1418","86292","5797","6337","24","015"
"Charles County, Maryland","0500000US24017","170102","87764","1783","115880","8705","12243","24","017"
"Frederick County, Maryland","0500000US24021","287079","144986","1672","119122","25705","26194","24","021"
"Harford County, Maryland","0500000US24025","263867","132787","1507","100915","21076","21361","24","025"
"Howard County, Maryland","0500000US24027","335411","169272","1916","133438","34834","37069","24","027"
"Montgomery County, Maryland","0500000US24031","1052521","539321","1852","118323","93819","109252","24","031"
"Prince George's County, Maryland","0500000US24033","946971","489667","1647","94441","59199","74363","24","033"
"St. Mary's County, Maryland","0500000US24037","114877","57706","1530","113717","8615","8643","24","037"
"Washington County, Maryland","0500000US24043","155590","77068","985","69244","6784","8347","24","043"
"Wicomico County, Maryland","0500000US24045","104664","55853","1273","72198","6575","6555","24","045"
"Baltimore city, Maryland","0500000US24510","569931","304732","1235","55198","33200","38351","24","510"
"Barnstable County, Massachusetts","0500000US25001","232457","120391","1573","91438","23559","26431","25","001"
"Berkshire County, Massachusetts","0500000US25003","127859","64835","968","74176","9432","10825","25","003"
"Bristol County, Massachusetts","0500000US25005","580068","296618","1125","81551","36730","44569","25","005"
"Essex County, Massachusetts","0500000US25009","806765","413982","1694","92413","66550","70984","25","009"
"Franklin County, Massachusetts","0500000US25011","70894","35848","998","70306","5195","5461","25","011"
"Hampden County, Massachusetts","0500000US25013","461041","235996","1012","63866","26358","31359","25","013"
"Hampshire County, Massachusetts","0500000US25015","162588","84799","1313","82078","12409","14950","25","015"
