NAME,GEO_ID,total_population,female_population,median_gross_rent_in_dollars,median_household_income_past12months,male_bachelors_degree_25yrs_above,female_bachelors_degree_25yrs_above,state,county
"Pike County, Kentucky","0500000US21195","58595","30009","702","34700","1409","1572","21","195"
"Powell County, Kentucky","0500000US21197","12283","6301","693","41071","464","535","21","197"
"Robertson County, Kentucky","0500000US21201","2139","1188","480","53074","91","81","21","201"
"Rockcastle County, Kentucky","0500000US21203","16795","8640","573","38744","411","447","21","203"
"Russell County, Kentucky","0500000US21207","17846","9133","571","41731","432","634","21","207"
"Scott County, Kentucky","0500000US21209","55961","28615","934","71750","3152","3545","21","209"
"Simpson County, Kentucky","0500000US21213","18319","9220","844","50159","483","479","21","213"
"Spencer County, Kentucky","0500000US21215","18945","9424","726","85488","715","1015","21","215"
"Todd County, Kentucky","0500000US21219","12334","6220","666","47229","293","414","21","219"
"Trimble County, Kentucky","0500000US21223","8528","4336","741","57589","312","265","21","223"
"Union County, Kentucky","0500000US21225","14582","7255","615","49812","247","312","21","225"
"Washington County, Kentucky","0500000US21229","12044","6179","633","55321","491","386","21","229"
"Wayne County, Kentucky","0500000US21231","20447","10304","584","37678","470","742","21","231"
"Whitley County, Kentucky","0500000US21235","36252","18290","610","39258","1075","1234","21","235"
"Wolfe County, Kentucky","0500000US21237","7188","3559","390","22292","18","122","21","237"
"Androscoggin County, Maine","0500000US23001","107958","55120","771","55002","4560","6903","23","001"
"Aroostook County, Maine","0500000US23003","67431","34038","589","43791","2998","3833","23","003"
"Franklin County, Maine","0500000US23007","29933","15322","719","51630","1601","1932","23","007"
"Hancock County, Maine","0500000US23009","54832","28332","838","58345","4064","4888","23","009"
"Knox County, Maine","0500000US23013","39809","19901","855","57794","2976","3590","23","013"
"Lincoln County, Maine","0500000US23015","34415","17544","817","58125","2267","3187","23","015"
"Penobscot County, Maine","0500000US23019","151696","76463","823","52128","7966","11153","23","019"
"Piscataquis County, Maine","0500000US23021","16864","8397","649","42083","851","880","23","021"
"Somerset County, Maine","0500000US23025","50573","25511","758","45382","2148","2898","23","025"
"Washington County, Maine","0500000US23029","31378","15986","582","44847","1545","1902","23","029"
"York County, Maine","0500000US23031","206074","105710","1022","68932","14821","16938","23","031"
"Anoka County, Minnesota","0500000US27003","353775","176812","1162","84379","24217","27898","27","003"
"Becker County, Minnesota","0500000US27005","34227","17198","737","60508","1877","2337","27","005"
"Beltrami County, Minnesota","0500000US27007","46784","23501","827","50525","2492","2838","27","007"
"Benton County, Minnesota","0500000US27009","40476","20339","780","60564","2160","2396","27","009"
"Big Stone County, Minnesota","0500000US27011","4974","2501","606","55909","167","258","27","011"
"Blue Earth County, Minnesota","0500000US27013","67368","33673","913","61058","4132","4954","27","013"
"Brown County, Minnesota","0500000US27015","25076","12518","662","59804","1065","1777","27","015"
"Carlton County, Minnesota","0500000US27017","35709","17009","847","66201","1687","2211","27","017"
"Carver County, Minnesota","0500000US27019","103561","52065","1170","104011","11113","11718","27","019"
"Cass County, Minnesota","0500000US27021","29462","14358","823","53845","1757","2131","27","021"
"Chippewa County, Minnesota","0500000US27023","11876","5936","659","57301","591","646","27","023"
"Chisago County, Minnesota","0500000US27025","55844","26808","912","86900","3273","3089","27","025"
"Meigs County, Tennessee","0500000US47121","12237","6198","746","50733","348","247","47","121"
"Montgomery County, Tennessee","0500000US47125","204992","102787","972","60878","11627","12626","47","125"
"Moore County, Tennessee","0500000US47127","6396","3225","647","63762","417","298","47","127"
"Obion County, Tennessee","0500000US47131","30343","15690","647","39985","955","1170","47","131"
"Overton County, Tennessee","0500000US47133","22171","11289","556","36478","595","645","47","133"
"Pickett County, Tennessee","0500000US47137","5068","2570","523","43125","117","206","47","137"
"Polk County, Tennessee","0500000US47139","16807","8403","655","45326","403","541","47","139"
"Rhea County, Tennessee","0500000US47143","32964","16672","648","46096","1003","1399","47","143"
"Roane County, Tennessee","0500000US47145","53331","27220","666","55578","2150","2347","47","145"
"Rutherford County, Tennessee","0500000US47149","324139","164840","1117","68718","22079","24691","47","149"
"Scott County, Tennessee","0500000US47151","22020","11106","541","37135","366","426","47","151"
"Sequatchie County, Tennessee","0500000US47153","14936","7315","738","44217","505","563","47","153"
"Shelby County, Tennessee","0500000US47157","936611","492039","957","52092","52766","66331","47","157"
"Smith County, Tennessee","0500000US47159","19926","9899","662","48611","767","864","47","159"
"Sullivan County, Tennessee","0500000US47163","157707","81010","679","47438","8821","9423","47","163"
"Sumner County, Tennessee","0500000US47165","187680","96074","1044","69878","12677","12826","47","165"
"Trousdale County, Tennessee","0500000US47169","10910","4242","794","56981","236","369","47","169"
"Unicoi County, Tennessee","0500000US47171","17821","8841","629","44526","898","640","47","171"
"Van Buren County, Tennessee","0500000US47175","5813","2930","507","47576","77","106","47","175"
"Warren County, Tennessee","0500000US47177","40971","20508","650","42668","1214","1287","47","177"
"Wayne County, Tennessee","0500000US47181","16638","7498","516","42206","309","493","47","181"
"Weakley County, Tennessee","0500000US47183","33377","16983","629","41488","1226","1275","47","183"
"Williamson County, Tennessee","0500000US47187","232380","118474","1596","111196","28680","29161","47","187"
"Wilson County, Tennessee","0500000US47189","140604","71674","1100","78962","10702","11932","47","189"
"Box Elder County, Utah","0500000US49003","54953","26928","779","63573","2853","2803","49","003"
"Cache County, Utah","0500000US49005","126336","62994","842","60530","7763","8509","49","005"
"Daggett County, Utah","0500000US49009","590","265","-666666666","74911","9","30","49","009"
"Davis County, Utah","0500000US49011","350761","173597","1167","87570","26440","26627","49","011"
"Emery County, Utah","0500000US49015","10099","4940","620","57772","346","341","49","015"
"Garfield County, Utah","0500000US49017","5000","2429","715","44279","261","387","49","017"
"Grand County, Utah","0500000US49019","9698","4797","1012","56639","523","710","49","019"
"Iron County, Utah","0500000US49021","53148","26738","816","52045","3050","3155","49","021"
"Juab County, Utah","0500000US49023","11623","5687","705","68333","428","334","49","023"
"Kane County, Utah","0500000US49025","7658","3763","1018","49486","590","524","49","025"
"Millard County, Utah","0500000US49027","12963","6335","754","63221","782","592","49","027"
"Morgan County, Utah","0500000US49029","11950","5804","1230","100408","763","785","49","029"
"Piute County, Utah","0500000US49031","1870","914","754","29125","99","119","49","031"
"Rich County, Utah","0500000US49033","2415","1191","646","63917","125","83","49","033"
"Salt Lake County, Utah","0500000US49035","1146215","570761","1176","77128","83058","87052","49","035"
"San Juan County, Utah","0500000US49037","15295","7705","720","49690","544","612","49","037"
"Sanpete County, Utah","0500000US49039","30421","14344","785","55820","1212","1329","49","039"
"Sevier County, Utah","0500000US49041","21475","10345","691","55361","967","964","49","041"
"Summit County, Utah","0500000US49043","41680","20330","1477","106973","4707","5134","49","043"
"Tooele County, Utah","0500000US49045","69740","34638","951","76737","3247","2844","49","045"
"Uintah County, Utah","0500000US49047","35736","17746","715","59428","1201","1304","49","047"
"Utah County, Utah","0500000US49049","621506","307322","1102","77057","42872","45440","49","049"
"Wasatch County, Utah","0500000US49051","33053","16212","1435","85807","2872","2870","49","051"
"Washington County, Utah","0500000US49053","172127","87163","1099","61747","9920","11019","49","053"
"Wayne County, Utah","0500000US49055","2698","1307","680","49299","224","150","49","055"
"Weber County, Utah","0500000US49057","255284","126918","958","71275","13776","14095","49","057"
"Bennington County, Vermont","0500000US50003","35649","18331","854","58200","2330","3264","50","003"
"Caledonia County, Vermont","0500000US50005","30027","14897","781","52481","1744","2450","50","005"
"Essex County, Vermont","0500000US50009","6179","3086","721","47035","180","287","50","009"
"Franklin County, Vermont","0500000US50011","49275","24773","1023","65314","2574","3325","50","011"
"Lamoille County, Vermont","0500000US50015","25376","12681","941","64179","2028","2578","50","015"
"Orange County, Vermont","0500000US50017","28873","14464","977","62737","1399","2065","50","017"
"Rutland County, Vermont","0500000US50021","58527","29597","843","57176","3711","4865","50","021"
"Washington County, Vermont","0500000US50023","58336","29527","938","64862","5038","5522","50","023"
"Windsor County, Vermont","0500000US50027","55191","28146","944","61503","3482","5641","50","027"
"Accomack County, Virginia","0500000US51001","32560","16620","825","46178","1088","1609","51","001"
"Watonwan County, Minnesota","0500000US27165","10903","5494","634","53304","404","560","27","165"
"Cass County, Missouri","0500000US29037","104687","53676","976","72522","5712","7176","29","037"
"Christian County, Missouri","0500000US29043","87324","44740","842","64442","5928","5372","29","043"
"Clinton County, Missouri","0500000US29049","20503","10348","854","62213","1068","1084","29","049"
"Crawford County, Missouri","0500000US29055","23984","12213","654","44380","573","828","29","055"
"Daviess County, Missouri","0500000US29061","8294","4129","625","52143","404","367","29","061"
"Douglas County, Missouri","0500000US29067","13335","6627","586","43714","366","504","29","067"
"Gasconade County, Missouri","0500000US29073","14673","7344","556","56380","542","925","29","073"
"Grundy County, Missouri","0500000US29079","9885","5008","593","46885","285","534","29","079"
"Hickory County, Missouri","0500000US29085","9452","4857","646","33342","93","324","29","085"
"Howell County, Missouri","0500000US29091","40130","20611","605","39482","1173","1615","29","091"
"Jasper County, Missouri","0500000US29097","120528","61837","770","49155","5855","7130","29","097"
"Johnson County, Missouri","0500000US29101","53948","26253","813","56440","2548","2889","29","101"
"Lafayette County, Missouri","0500000US29107","32697","16149","711","62076","1163","1710","29","107"
"Lincoln County, Missouri","0500000US29113","57590","28761","842","70424","2240","2953","29","113"
"McDonald County, Missouri","0500000US29119","22882","11251","674","42876","544","709","29","119"
"Maries County, Missouri","0500000US29125","8791","4393","545","48276","214","417","29","125"
"Miller County, Missouri","0500000US29131","25369","12760","672","47964","937","1294","29","131"
"Monroe County, Missouri","0500000US29137","8630","4252","564","43422","324","324","29","137"
"New Madrid County, Missouri","0500000US29143","17275","9053","676","40129","437","428","29","143"
"Oregon County, Missouri","0500000US29149","10561","5364","574","32766","194","413","29","149"
"Pemiscot County, Missouri","0500000US29155","16330","8709","636","34709","355","420","29","155"
"Shannon County, Missouri","0500000US29203","8207","4149","623","36229","265","246","29","203"
"Stone County, Missouri","0500000US29209","31875","16226","707","51476","1787","1579","29","209"
"Texas County, Missouri","0500000US29215","25518","12270","605","35758","707","940","29","215"
"Washington County, Missouri","0500000US29221","24819","11968","585","42849","673","662","29","221"
"Worth County, Missouri","0500000US29227","2001","1006","-666666666","47500","102","73","29","227"
"St. Louis city, Missouri","0500000US29510","304709","157017","840","45782","21810","22937","29","510"
"Bay County, Florida","0500000US12005","180076","90704","1099","56483","9723","10425","12","005"
"Broward County, Florida","0500000US12011","1942273","996226","1433","60922","134823","149743","12","011"
"Citrus County, Florida","0500000US12017","147938","75939","847","45689","6668","7006","12","017"
"Columbia County, Florida","0500000US12023","70898","34244","821","44818","1864","3242","12","023"
"Duval County, Florida","0500000US12031","948651","488731","1096","56769","61573","72484","12","031"
"Franklin County, Florida","0500000US12037","11914","5210","806","48814","548","555","12","037"
"Glades County, Florida","0500000US12043","13777","6186","713","39709","335","514","12","043"
"Hardee County, Florida","0500000US12049","27027","12651","759","40165","658","496","12","049"
"Highlands County, Florida","0500000US12055","104574","53862","801","43708","4016","5228","12","055"
"Indian River County, Florida","0500000US12061","156964","81625","994","57945","9488","12973","12","061"
"Lafayette County, Florida","0500000US12067","8576","3388","638","51734","191","81","12","067"
"Leon County, Florida","0500000US12073","291863","153611","1024","54675","20465","25899","12","073"
"Liberty County, Florida","0500000US12077","8333","3394","720","39121","304","201","12","077"
"Marion County, Florida","0500000US12083","360210","187347","929","46587","17490","18752","12","083"
"Monroe County, Florida","0500000US12087","75137","35868","1714","72012","6503","6493","12","087"
"Okeechobee County, Florida","0500000US12093","41611","19194","833","46097","1497","1539","12","093"
"Arthur County, Nebraska","0500000US31005","439","234","758","48500","28","26","31","005"
"Boone County, Nebraska","0500000US31011","5228","2640","606","60094","249","215","31","011"
"Brown County, Nebraska","0500000US31017","2887","1497","553","41979","162","185","31","017"
"Butler County, Nebraska","0500000US31023","7997","4020","739","59232","373","669","31","023"
"Wadena County, Minnesota","0500000US27159","13681","6914","657","46178","482","746","27","159"
"Chase County, Nebraska","0500000US31029","3707","1931","688","56135","201","215","31","029"
"Clay County, Nebraska","0500000US31035","6193","3037","586","63686","304","290","31","035"
"Cuming County, Nebraska","0500000US31039","8882","4388","698","59202","480","546","31","039"
"Dawes County, Nebraska","0500000US31045","8685","4363","745","49379","370","724","31","045"
"Dixon County, Nebraska","0500000US31051","5682","2818","594","57243","227","418","31","051"
"Dundy County, Nebraska","0500000US31057","1928","936","491","49211","129","96","31","057"
"Frontier County, Nebraska","0500000US31063","2636","1275","607","59250","144","133","31","063"
"Garden County, Nebraska","0500000US31069","1916","953","703","42076","134","118","31","069"
"Grant County, Nebraska","0500000US31075","691","308","825","43625","33","53","31","075"
"Hamilton County, Nebraska","0500000US31081","9219","4652","730","68649","541","519","31","081"
"Cherokee County, Alabama","0500000US01019","26035","13160","626","42509","555","647","01","019"
"Chilton County, Alabama","0500000US01021","44147","22627","683","52141","1239","1232","01","021"
"Choctaw County, Alabama","0500000US01023","12755","6723","560","36634","315","446","01","023"
"Clarke County, Alabama","0500000US01025","23866","12517","599","37345","649","752","01","025"
"Clay County, Alabama","0500000US01027","13285","6887","482","42678","309","400","01","027"
"Cleburne County, Alabama","0500000US01029","14952","7684","659","46320","490","631","01","029"
"Coffee County, Alabama","0500000US01031","52238","26423","802","56799","2405","2588","01","031"
"Colbert County, Alabama","0500000US01033","54957","28509","712","47962","1734","2529","01","033"
"Conecuh County, Alabama","0500000US01035","12219","6268","545","35444","341","386","01","035"
"Coosa County, Alabama","0500000US01037","10696","5197","611","43571","294","365","01","037"
"Crenshaw County, Alabama","0500000US01041","13826","7237","540","42611","460","811","01","041"
"Cullman County, Alabama","0500000US01043","83345","42266","721","48388","2816","3073","01","043"
"Dallas County, Alabama","0500000US01047","38184","20583","674","33317","864","1770","01","047"
"DeKalb County, Alabama","0500000US01049","71430","36123","630","42267","1801","2365","01","049"
"Escambia County, Alabama","0500000US01053","36775","18085","606","35558","1030","1222","01","053"
"Etowah County, Alabama","0500000US01055","102721","53190","676","44934","3322","4442","01","055"
"Franklin County, Alabama","0500000US01059","31587","15956","561","41174","999","1165","01","059"
"Greene County, Alabama","0500000US01063","8221","4322","559","26688","100","232","01","063"
"Hale County, Alabama","0500000US01065","14754","7748","612","30793","303","760","01","065"
"Houston County, Alabama","0500000US01069","105319","54845","769","49069","4936","5173","01","069"
"Jackson County, Alabama","0500000US01071","51765","26442","574","42578","1647","2295","01","071"
"Lamar County, Alabama","0500000US01075","13854","7012","449","42688","208","483","01","075"
"Lauderdale County, Alabama","0500000US01077","92870","48272","669","48428","5123","5121","01","077"
"Lee County, Alabama","0500000US01081","163461","82983","856","52930","9989","9937","01","081"
"Lowndes County, Alabama","0500000US01085","9936","5201","687","33634","266","291","01","085"
"Macon County, Alabama","0500000US01087","18437","10041","621","35450","617","695","01","087"
"Marengo County, Alabama","0500000US01091","19138","10145","565","33029","750","548","01","091"
"Marion County, Alabama","0500000US01093","29818","15058","530","40978","850","852","01","093"
"Mobile County, Alabama","0500000US01097","413977","216851","869","49625","20386","24900","01","097"
"Monroe County, Alabama","0500000US01099","21006","10912","601","31969","538","718","01","099"
"Morgan County, Alabama","0500000US01103","119352","60533","684","52923","5974","6008","01","103"
"Pickens County, Alabama","0500000US01107","20049","10475","468","40362","554","831","01","107"
"Pike County, Alabama","0500000US01109","33274","17263","727","39218","1434","1661","01","109"
"Russell County, Alabama","0500000US01113","57938","30129","798","42208","2052","2364","01","113"
"St. Clair County, Alabama","0500000US01115","88929","44673","880","62531","3746","3999","01","115"
"Sumter County, Alabama","0500000US01119","12595","6851","677","26150","440","321","01","119"
"Tallapoosa County, Alabama","0500000US01123","40450","20818","645","48160","1473","1944","01","123"
"Tuscaloosa County, Alabama","0500000US01125","208854","108309","861","54283","10831","13113","01","125"
"Washington County, Alabama","0500000US01129","16336","8248","742","42331","320","380","01","129"
"Wilcox County, Alabama","0500000US01131","10552","5681","677","35063","202","355","01","131"
"Alameda County, California","0500000US06001","1661584","844443","1904","104888","157665","174874","06","001"
"Alpine County, California","0500000US06003","1159","540","639","85750","95","78","06","003"
"Butte County, California","0500000US06007","223344","112953","1087","54972","12871","14003","06","007"
"Colusa County, California","0500000US06011","21491","10498","918","59427","824","753","06","011"
"Contra Costa County, California","0500000US06013","1147788","586593","1928","103997","99478","113240","06","013"
"El Dorado County, California","0500000US06017","190345","95572","1320","83710","15952","16904","06","017"
"Fresno County, California","0500000US06019","990204","496148","1029","57109","40927","48388","06","019"
"Chambers County, Alabama","0500000US01017","33427","17499","734","43875","1124","1367","01","017"
"Humboldt County, California","0500000US06023","136101","68563","1002","49235","8490","10780","06","023"
"Imperial County, California","0500000US06025","180580","87971","847","46222","5565","6621","06","025"
"Kern County, California","0500000US06029","892458","435215","994","54851","28983","32899","06","029"
"Kings County, California","0500000US06031","151090","67880","1030","61556","4155","5276","06","031"
"Lassen County, California","0500000US06035","30600","10558","928","56971","1014","1019","06","035"
"Madera County, California","0500000US06039","155925","80618","1068","61924","4171","6401","06","039"
"Marin County, California","0500000US06041","259441","132912","2170","121671","30046","35457","06","041"
"Mariposa County, California","0500000US06043","17319","8389","1010","50960","1313","1127","06","043"
"Mendocino County, California","0500000US06045","87110","44003","1134","52915","3987","5156","06","045"
"Merced County, California","0500000US06047","273661","135433","1054","56330","7107","8473","06","047"
"Modoc County, California","0500000US06049","8853","4349","757","51250","464","357","06","049"
"Clay County, Minnesota","0500000US27027","64029","32547","859","66069","4287","5103","27","027"
"Clearwater County, Minnesota","0500000US27029","8872","4387","666","51742","341","430","27","029"
"Cook County, Minnesota","0500000US27031","5402","2703","735","59537","541","751","27","031"
"Cottonwood County, Minnesota","0500000US27033","11279","5644","599","51067","433","720","27","033"
"Crow Wing County, Minnesota","0500000US27035","64775","32557","806","57779","3784","4008","27","035"
"Dakota County, Minnesota","0500000US27037","425271","215434","1235","88468","42002","42284","27","037"
"Dodge County, Minnesota","0500000US27039","20807","10307","720","79020","1252","1599","27","039"
"Douglas County, Minnesota","0500000US27041","37820","18822","710","65430","2461","2725","27","041"
"Faribault County, Minnesota","0500000US27043","13727","6819","629","53963","602","888","27","043"
"Fillmore County, Minnesota","0500000US27045","21031","10436","677","64375","960","1297","27","045"
"Goodhue County, Minnesota","0500000US27049","46330","23207","825","69334","2561","3114","27","049"
"Grant County, Minnesota","0500000US27051","5962","2930","697","59246","277","280","27","051"
"Houston County, Minnesota","0500000US27055","18670","9361","770","59514","807","1481","27","055"
"Hubbard County, Minnesota","0500000US27057","21287","10443","690","58475","1418","1477","27","057"
"Itasca County, Minnesota","0500000US27061","45180","22317","738","55744","2633","2646","27","061"
"Kanabec County, Minnesota","0500000US27065","16205","8062","760","57877","475","611","27","065"
"Kandiyohi County, Minnesota","0500000US27067","42909","21450","739","64252","2298","2621","27","067"
"Koochiching County, Minnesota","0500000US27071","12355","6142","686","52297","406","576","27","071"
"Lac qui Parle County, Minnesota","0500000US27073","6645","3311","544","57802","350","339","27","073"
"Lake of the Woods County, Minnesota","0500000US27077","3747","1743","675","50669","275","239","27","077"
"Le Sueur County, Minnesota","0500000US27079","28425","14107","784","75925","1343","1884","27","079"
"Lyon County, Minnesota","0500000US27083","25696","13035","687","57274","1462","1714","27","083"
"McLeod County, Minnesota","0500000US27085","35788","17980","724","62885","1436","1534","27","085"
"Marshall County, Minnesota","0500000US27089","9353","4612","625","60951","426","480","27","089"
"Martin County, Minnesota","0500000US27091","19737","9832","636","53851","1030","1172","27","091"
"Mille Lacs County, Minnesota","0500000US27095","25963","12936","763","57173","879","1057","27","095"
"Morrison County, Minnesota","0500000US27097","33119","16383","743","58826","1254","1679","27","097"
"Murray County, Minnesota","0500000US27101","8247","4130","577","62839","391","519","27","101"
"Nicollet County, Minnesota","0500000US27103","34176","17137","866","69174","2191","2901","27","103"
"Norman County, Minnesota","0500000US27107","6466","3239","642","56081","304","456","27","107"
"Olmsted County, Minnesota","0500000US27109","156446","80046","1028","80403","13668","14571","27","109"
"Pennington County, Minnesota","0500000US27113","14110","7116","744","60940","661","755","27","113"
"Pine County, Minnesota","0500000US27115","29254","13596","770","55606","981","1287","27","115"
"Polk County, Minnesota","0500000US27119","31384","15414","691","58682","1816","2213","27","119"
"Pope County, Minnesota","0500000US27121","11107","5514","672","62878","582","579","27","121"
"Red Lake County, Minnesota","0500000US27125","4005","1955","569","59698","172","222","27","125"
"Redwood County, Minnesota","0500000US27127","15193","7527","651","57243","644","851","27","127"
"Rice County, Minnesota","0500000US27131","66549","32697","882","70600","3342","4178","27","131"
"Rock County, Minnesota","0500000US27133","9386","4852","691","65744","393","702","27","133"
"St. Louis County, Minnesota","0500000US27137","199499","99505","794","57480","12884","13845","27","137"
"Scott County, Minnesota","0500000US27139","147201","73980","1216","103261","13866","13747","27","139"
"Sibley County, Minnesota","0500000US27143","14871","7312","736","64170","577","726","27","143"
"Stearns County, Minnesota","0500000US27145","159788","79351","861","65244","8781","10002","27","145"
"Stevens County, Minnesota","0500000US27149","9770","4872","724","65503","568","638","27","149"
"Swift County, Minnesota","0500000US27151","9329","4684","684","53457","555","586","27","151"
"Traverse County, Minnesota","0500000US27155","3282","1662","564","51216","134","144","27","155"
"Wabasha County, Minnesota","0500000US27157","21564","10702","676","67906","1086","1472","27","157"
"Waseca County, Minnesota","0500000US27161","18658","9742","712","60450","974","1129","27","161"
"Washington County, Minnesota","0500000US27163","259072","130839","1329","97584","23209","28157","27","163"
"Wilkin County, Minnesota","0500000US27167","6264","2979","539","56829","339","489","27","167"
"Winona County, Minnesota","0500000US27169","50744","25546","694","60020","3104","3383","27","169"
"Wright County, Minnesota","0500000US27171","136387","67321","988","87772","8772","10215","27","171"
"Yellow Medicine County, Minnesota","0500000US27173","9775","4856","602","59289","366","485","27","173"
"Adair County, Missouri","0500000US29001","25468","13181","638","42301","948","1027","29","001"
"Andrew County, Missouri","0500000US29003","17554","8770","796","58911","855","1156","29","003"
"Atchison County, Missouri","0500000US29005","5180","2599","532","51625","290","361","29","005"
"Audrain County, Missouri","0500000US29007","25336","13543","630","44699","624","1015","29","007"
"Barry County, Missouri","0500000US29009","35615","17909","695","45811","1285","1278","29","009"
"Barton County, Missouri","0500000US29011","11732","5945","640","44510","450","616","29","011"
"Alleghany County, Virginia","0500000US51005","15030","7655","616","48513","333","610","51","005"
"Amelia County, Virginia","0500000US51007","12970","6428","846","63918","379","667","51","007"
"Appomattox County, Virginia","0500000US51011","15814","8182","685","55457","652","1145","51","011"
"Arlington County, Virginia","0500000US51013","236434","118040","2005","122604","30630","31039","51","013"
"Bath County, Virginia","0500000US51017","4248","2014","656","55481","193","248","51","017"
"Bedford County, Virginia","0500000US51019","78965","40170","856","67136","4636","5975","51","019"
"Botetourt County, Virginia","0500000US51023","33440","16964","807","72719","2103","2001","51","023"
"Brunswick County, Virginia","0500000US51025","16336","7508","705","46111","504","512","51","025"
"Buckingham County, Virginia","0500000US51029","17087","7806","785","48603","449","457","51","029"
"Campbell County, Virginia","0500000US51031","55406","28559","730","52319","2561","3606","51","031"
"Carroll County, Virginia","0500000US51035","29911","14829","595","44518","1127","1279","51","035"
"Charles City County, Virginia","0500000US51036","6965","3541","840","60096","187","437","51","036"
"Charlotte County, Virginia","0500000US51037","11953","5945","640","40924","231","505","51","037"
"Clarke County, Virginia","0500000US51043","14498","7242","1258","86154","1037","1069","51","043"
"Craig County, Virginia","0500000US51045","5103","2658","611","57792","189","436","51","045"
"Cumberland County, Virginia","0500000US51049","9869","5131","705","50565","232","300","51","049"
"Dickenson County, Virginia","0500000US51051","14524","7148","579","30116","404","509","51","051"
"Essex County, Virginia","0500000US51057","10960","5946","887","51125","319","634","51","057"
"Fairfax County, Virginia","0500000US51059","1149439","579167","1898","127866","115703","127233","51","059"
"Floyd County, Virginia","0500000US51063","15766","7963","684","51250","692","920","51","063"
"Fluvanna County, Virginia","0500000US51065","26873","14402","1235","78885","2041","2389","51","065"
"Frederick County, Virginia","0500000US51069","88054","44007","1119","80011","4521","4882","51","069"
"Giles County, Virginia","0500000US51071","16760","8591","726","57279","530","876","51","071"
"Goochland County, Virginia","0500000US51075","23472","11774","1129","97146","1802","2372","51","075"
"Grayson County, Virginia","0500000US51077","15651","7579","538","41558","683","714","51","077"
"Greensville County, Virginia","0500000US51081","11403","4309","891","49756","186","455","51","081"
"Halifax County, Virginia","0500000US51083","34295","17936","678","43714","1154","1382","51","083"
"Henrico County, Virginia","0500000US51087","330076","173593","1192","72295","28446","33206","51","087"
"Henry County, Virginia","0500000US51089","51032","26492","600","38511","1382","2201","51","089"
"Isle of Wight County, Virginia","0500000US51093","37107","18881","1120","77870","1869","2578","51","093"
"James City County, Virginia","0500000US51095","76032","39543","1243","91675","6651","8209","51","095"
"King and Queen County, Virginia","0500000US51097","7011","3430","969","65385","444","580","51","097"
"King George County, Virginia","0500000US51099","26679","13232","1241","96711","1904","1973","51","099"
"King William County, Virginia","0500000US51101","16985","8649","1076","73284","890","1108","51","101"
"Lancaster County, Virginia","0500000US51103","10686","5900","903","59736","646","843","51","103"
"Lee County, Virginia","0500000US51105","23723","11301","551","35006","488","801","51","105"
"Loudoun County, Virginia","0500000US51107","405312","204035","1913","147111","44960","46855","51","107"
"Louisa County, Virginia","0500000US51109","36654","18670","905","67027","1899","2184","51","109"
"Lunenburg County, Virginia","0500000US51111","12294","5984","692","45884","211","591","51","111"
