NAME,GEO_ID,total_population,female_population,median_gross_rent_in_dollars,median_household_income_past12months,male_bachelors_degree_25yrs_above,female_bachelors_degree_25yrs_above,state,county
"Miami County, Ohio","0500000US39109","105122","53067","752","60910","5638","5314","39","109"
"Montgomery County, Ohio","0500000US39113","531542","274828","742","47755","30363","30148","39","113"
"Muskingum County, Ohio","0500000US39119","86149","44392","655","43113","2324","3686","39","119"
"Portage County, Ohio","0500000US39133","162277","82839","873","59402","8905","10325","39","133"
"Richland County, Ohio","0500000US39139","120589","60511","596","46032","4292","7305","39","139"
"Ross County, Ohio","0500000US39141","77313","36625","730","50713","2096","3480","39","141"
"Scioto County, Ohio","0500000US39145","75929","38438","571","43367","1883","2525","39","145"
"Stark County, Ohio","0500000US39151","372542","190834","724","50984","17302","19481","39","151"
"Summit County, Ohio","0500000US39153","541228","278465","795","55419","38885","41179","39","153"
"Trumbull County, Ohio","0500000US39155","200380","102637","653","46201","8517","9424","39","155"
"Tuscarawas County, Ohio","0500000US39157","92297","47211","708","51386","2176","3387","39","157"
"Warren County, Ohio","0500000US39165","228882","114097","1052","84130","18480","21961","39","165"
"Wayne County, Ohio","0500000US39169","116038","58219","694","55899","4676","6055","39","169"
"Wood County, Ohio","0500000US39173","130492","65854","757","60382","7707","7903","39","173"
"Canadian County, Oklahoma","0500000US40017","139926","70502","973","74720","8044","10320","40","017"
"Cleveland County, Oklahoma","0500000US40027","279641","139628","900","61213","17309","21234","40","027"
"Comanche County, Oklahoma","0500000US40031","121526","58341","791","51059","5614","4986","40","031"
"Creek County, Oklahoma","0500000US40037","71704","36333","783","46877","2406","2904","40","037"
"Muskogee County, Oklahoma","0500000US40101","69086","35499","641","36342","2356","2873","40","101"
"Oklahoma County, Oklahoma","0500000US40109","787958","401955","834","51323","48243","59389","40","109"
"Payne County, Oklahoma","0500000US40119","81575","39566","774","36914","4323","5302","40","119"
"Pottawatomie County, Oklahoma","0500000US40125","72226","37611","662","48744","1895","3031","40","125"
"Rogers County, Oklahoma","0500000US40131","91444","45595","808","60735","4615","5851","40","131"
"Tulsa County, Oklahoma","0500000US40143","646266","330926","839","52441","44698","45964","40","143"
"Wagoner County, Oklahoma","0500000US40145","78657","40453","839","57823","3903","5046","40","145"
"Benton County, Oregon","0500000US41003","90951","45965","1051","60260","7970","7973","41","003"
"Clackamas County, Oregon","0500000US41005","412672","207789","1239","79878","33288","36983","41","005"
"Deschutes County, Oregon","0500000US41017","186875","95508","1176","66273","13757","16202","41","017"
"Douglas County, Oregon","0500000US41019","109405","55517","781","47746","4662","4107","41","019"
"Jackson County, Oregon","0500000US41029","217479","110361","958","51409","12951","14993","41","029"
"Josephine County, Oregon","0500000US41033","86352","44040","861","44426","3560","3854","41","033"
"Klamath County, Oregon","0500000US41035","66935","33835","723","38916","2549","3571","41","035"
"Lane County, Oregon","0500000US41039","374748","190136","943","50654","23092","23821","41","039"
"Linn County, Oregon","0500000US41043","125047","63009","932","51541","3826","7400","41","043"
"Marion County, Oregon","0500000US41047","341286","171109","962","56354","16897","18660","41","047"
"Multnomah County, Oregon","0500000US41051","807555","408185","1199","63974","79146","81040","41","051"
"Polk County, Oregon","0500000US41053","83696","41743","1020","55428","3788","5585","41","053"
"Umatilla County, Oregon","0500000US41059","76985","36255","742","52288","2768","2151","41","059"
"Washington County, Oregon","0500000US41067","588957","298652","1371","80946","57112","61259","41","067"
"Yamhill County, Oregon","0500000US41071","105722","51483","1042","64104","6044","6046","41","071"
"Adams County, Pennsylvania","0500000US42001","102336","51959","857","63107","5243","4708","42","001"
"Allegheny County, Pennsylvania","0500000US42003","1223048","631822","862","58625","106129","104204","42","003"
"Armstrong County, Pennsylvania","0500000US42005","65642","32925","639","45949","2202","2894","42","005"
"Beaver County, Pennsylvania","0500000US42007","166140","86641","691","54923","9903","9175","42","007"
"Berks County, Pennsylvania","0500000US42011","417854","212246","864","61058","18345","25674","42","011"
"Blair County, Pennsylvania","0500000US42013","123457","63178","688","45957","6235","6953","42","013"
"Bucks County, Pennsylvania","0500000US42017","628341","320112","1175","84749","52448","56195","42","017"
"Butler County, Pennsylvania","0500000US42019","187108","93972","773","68934","15443","16221","42","019"
"Cambria County, Pennsylvania","0500000US42021","133054","68297","601","46598","6482","6591","42","021"
"Carbon County, Pennsylvania","0500000US42025","63853","32499","762","49647","2609","2084","42","025"
"Centre County, Pennsylvania","0500000US42027","162660","76898","920","55895","11788","12171","42","027"
"Chester County, Pennsylvania","0500000US42029","519293","263141","1250","96656","52226","57251","42","029"
"Clearfield County, Pennsylvania","0500000US42033","79685","38338","657","48581","2885","4190","42","033"
"Columbia County, Pennsylvania","0500000US42037","65932","34066","756","51726","2168","3536","42","037"
"Crawford County, Pennsylvania","0500000US42039","86159","43747","620","50657","3904","4949","42","039"
"Cumberland County, Pennsylvania","0500000US42041","250066","126660","916","69301","18261","18999","42","041"
"Dauphin County, Pennsylvania","0500000US42043","275710","142290","935","61622","17513","15745","42","043"
"Delaware County, Pennsylvania","0500000US42045","564696","292709","1038","73854","42689","43905","42","045"
"Erie County, Pennsylvania","0500000US42049","274541","138653","719","50614","15284","17344","42","049"
"Fayette County, Pennsylvania","0500000US42051","131504","66540","655","44184","5805","6856","42","051"
"Franklin County, Pennsylvania","0500000US42055","154234","77928","860","60459","6310","8032","42","055"
"Indiana County, Pennsylvania","0500000US42063","84953","43125","678","46237","3211","4787","42","063"
"Lackawanna County, Pennsylvania","0500000US42069","210761","108371","771","49172","12427","14963","42","069"
"Lancaster County, Pennsylvania","0500000US42071","542903","277099","977","63407","31189","32221","42","071"
"Lawrence County, Pennsylvania","0500000US42073","87069","44982","648","49967","4388","5258","42","073"
"Lebanon County, Pennsylvania","0500000US42075","139754","71247","816","57372","6583","7257","42","075"
"Lehigh County, Pennsylvania","0500000US42077","366494","186356","1011","60871","22290","22008","42","077"
"Luzerne County, Pennsylvania","0500000US42079","317343","160762","749","51332","17206","17674","42","079"
"Lycoming County, Pennsylvania","0500000US42081","113841","57453","754","50909","5996","7034","42","081"
"Mercer County, Pennsylvania","0500000US42085","111750","56688","648","46785","6068","6908","42","085"
"Monroe County, Pennsylvania","0500000US42089","168046","85042","1090","61612","7681","9655","42","089"
"Montgomery County, Pennsylvania","0500000US42091","826075","424171","1246","87304","77981","84794","42","091"
"Northampton County, Pennsylvania","0500000US42095","303405","153796","1007","66066","21166","19006","42","095"
"Northumberland County, Pennsylvania","0500000US42097","92029","45700","608","44895","3162","4711","42","097"
"Philadelphia County, Pennsylvania","0500000US42101","1580863","832738","969","39759","79391","97341","42","101"
"Schuylkill County, Pennsylvania","0500000US42107","142569","69113","640","49559","5927","6541","42","107"
"Somerset County, Pennsylvania","0500000US42111","74501","35472","605","48846","2849","2644","42","111"
"Washington County, Pennsylvania","0500000US42125","207298","105409","720","60551","14954","15427","42","125"
"Westmoreland County, Pennsylvania","0500000US42129","352627","180783","665","60713","26036","25272","42","129"
"York County, Pennsylvania","0500000US42133","446078","225954","954","63519","26011","24958","42","133"
"Kent County, Rhode Island","0500000US44003","163760","85432","969","75143","12285","13486","44","003"
"Newport County, Rhode Island","0500000US44005","83460","42419","1265","80222","8729","8453","44","005"
"Providence County, Rhode Island","0500000US44007","637357","328017","910","56672","36809","40827","44","007"
"Washington County, Rhode Island","0500000US44009","126150","64830","1020","79374","10253","11523","44","009"
"Aiken County, South Carolina","0500000US45003","168179","87163","757","50749","9476","10684","45","003"
"Anderson County, South Carolina","0500000US45007","198759","102353","738","48593","10103","8825","45","007"
"Beaufort County, South Carolina","0500000US45013","186844","96696","1091","58847","13576","17719","45","013"
"Berkeley County, South Carolina","0500000US45015","217937","110177","1019","57147","10345","13244","45","015"
"Charleston County, South Carolina","0500000US45019","401438","206627","1139","60555","37494","39611","45","019"
"Darlington County, South Carolina","0500000US45031","67265","35527","667","37465","2968","4137","45","031"
"Dorchester County, South Carolina","0500000US45035","156456","79889","1059","64148","10524","10164","45","035"
"Florence County, South Carolina","0500000US45041","138566","73335","734","42929","6511","7933","45","041"
"Greenville County, South Carolina","0500000US45045","506837","260829","847","55914","36108","36030","45","045"
"Greenwood County, South Carolina","0500000US45047","70355","38051","680","40453","2854","3658","45","047"
"Horry County, South Carolina","0500000US45051","333268","173426","922","45680","18013","19108","45","051"
"Kershaw County, South Carolina","0500000US45055","65036","33117","689","50010","2931","3141","45","055"
"Lancaster County, South Carolina","0500000US45057","92550","48924","712","61914","4701","7370","45","057"
"Laurens County, South Carolina","0500000US45059","66848","33694","756","40377","1856","2697","45","059"
"Lexington County, South Carolina","0500000US45063","290642","149037","890","60181","19377","19991","45","063"
"Oconee County, South Carolina","0500000US45073","77270","38858","728","50192","4346","4535","45","073"
"Orangeburg County, South Carolina","0500000US45075","87476","47163","680","35947","2228","4681","45","075"
"Pickens County, South Carolina","0500000US45077","123479","61923","715","47520","5369","5358","45","077"
"Richland County, South Carolina","0500000US45079","411592","211776","920","51946","25496","31965","45","079"
"Spartanburg County, South Carolina","0500000US45083","306854","157649","798","50985","15383","17013","45","083"
"Sumter County, South Carolina","0500000US45085","106847","54599","770","45585","3220","5807","45","085"
"York County, South Carolina","0500000US45091","266439","137343","929","62217","20580","20579","45","091"
"Minnehaha County, South Dakota","0500000US46099","188616","94190","769","61083","12617","13857","46","099"
"Pennington County, South Dakota","0500000US46103","110141","55130","816","54836","6698","6926","46","103"
"Anderson County, Tennessee","0500000US47001","76257","39223","684","48109","2832","3950","47","001"
"Blount County, Tennessee","0500000US47009","129929","67400","723","50675","7000","6484","47","009"
"Bradley County, Tennessee","0500000US47011","105560","54209","735","48857","4957","3804","47","011"
"Davidson County, Tennessee","0500000US47037","691243","357675","1081","58490","59249","69956","47","037"
"Greene County, Tennessee","0500000US47059","68808","35601","585","37920","2161","2362","47","059"
"Hamilton County, Tennessee","0500000US47065","361613","187605","833","51302","24957","30298","47","065"
"Knox County, Tennessee","0500000US47093","461860","237638","880","55266","34018","35736","47","093"
"Madison County, Tennessee","0500000US47113","97643","50844","851","45013","4819","4767","47","113"
"Maury County, Tennessee","0500000US47119","92163","46367","951","57258","4403","5980","47","119"
"Montgomery County, Tennessee","0500000US47125","200182","99794","980","58381","10844","10856","47","125"
"Putnam County, Tennessee","0500000US47141","77674","39024","654","39647","4095","2805","47","141"
"Robertson County, Tennessee","0500000US47147","70177","35917","798","60474","2915","2701","47","147"
"Rutherford County, Tennessee","0500000US47149","317157","160983","978","68514","23298","26039","47","149"
"Sevier County, Tennessee","0500000US47155","97638","50267","743","49963","3872","3989","47","155"
"Shelby County, Tennessee","0500000US47157","936961","491351","905","49647","49924","63392","47","157"
"Sullivan County, Tennessee","0500000US47163","157158","80710","651","44909","6846","10019","47","163"
"Sumner County, Tennessee","0500000US47165","183545","93593","982","65014","12398","11390","47","165"
"Washington County, Tennessee","0500000US47179","127806","65425","698","40697","8572","8278","47","179"
"Williamson County, Tennessee","0500000US47187","226257","116531","1438","105622","25643","27531","47","187"
"Wilson County, Tennessee","0500000US47189","136442","70545","1005","69959","9874","11791","47","189"
"Angelina County, Texas","0500000US48005","87805","44787","776","45326","3072","3114","48","005"
"Bastrop County, Texas","0500000US48021","84761","40438","898","72107","4641","5522","48","021"
"Bell County, Texas","0500000US48027","347833","174928","902","52479","17616","19466","48","027"
"Bexar County, Texas","0500000US48029","1958578","991495","950","54175","100399","117913","48","029"
"Bowie County, Texas","0500000US48037","94012","46321","663","50573","4327","5060","48","037"
"Brazoria County, Texas","0500000US48039","362457","178564","1125","82229","21634","26663","48","039"
"Brazos County, Texas","0500000US48041","222830","110214","910","45155","12247","14546","48","041"
"Cameron County, Texas","0500000US48061","423725","217588","697","36975","15037","16881","48","061"
"Collin County, Texas","0500000US48085","969603","492767","1344","94933","103392","108385","48","085"
"Comal County, Texas","0500000US48091","141009","71276","1107","71060","11789","12872","48","091"
"Coryell County, Texas","0500000US48099","74913","37844","959","52769","2139","3541","48","099"
"Dallas County, Texas","0500000US48113","2618148","1326753","1042","56718","154840","173152","48","113"
"Denton County, Texas","0500000US48121","836210","424882","1163","86291","80511","86282","48","121"
"Ector County, Texas","0500000US48135","157087","78450","944","55380","4557","5133","48","135"
"Ellis County, Texas","0500000US48139","173620","87970","971","72138","8589","8762","48","139"
"El Paso County, Texas","0500000US48141","840410","426995","827","44489","34879","42223","48","141"
"Fort Bend County, Texas","0500000US48157","764828","388986","1344","90845","62364","77096","48","157"
"Galveston County, Texas","0500000US48167","335036","169690","1010","70494","20212","24833","48","167"
"Grayson County, Texas","0500000US48181","131140","66401","870","56718","5682","6413","48","181"
"Gregg County, Texas","0500000US48183","123367","63261","824","47095","4280","6361","48","183"
"Guadalupe County, Texas","0500000US48187","159659","80919","1101","66486","8667","9378","48","187"
"Harris County, Texas","0500000US48201","4652980","2339354","1011","58645","282236","302376","48","201"
"Harrison County, Texas","0500000US48203","66661","34690","801","53394","2379","3573","48","203"
"Hays County, Texas","0500000US48209","214485","106969","1042","65667","13773","18856","48","209"
"Henderson County, Texas","0500000US48213","81064","41250","790","44971","2345","3173","48","213"
"Hidalgo County, Texas","0500000US48215","860661","439051","695","37106","26448","37636","48","215"
"Hunt County, Texas","0500000US48231","93872","48201","916","55786","3518","5415","48","231"
"Jefferson County, Texas","0500000US48245","256299","125038","836","47657","8755","12862","48","245"
"Johnson County, Texas","0500000US48251","167301","83170","935","62482","6485","7909","48","251"
"Kaufman County, Texas","0500000US48257","122883","63092","958","65841","5267","5866","48","257"
"Liberty County, Texas","0500000US48291","83658","41884","651","45614","1163","1980","48","291"
"Lubbock County, Texas","0500000US48303","305225","155722","881","47317","15841","18325","48","303"
"McLennan County, Texas","0500000US48309","251259","128327","834","47267","12100","13105","48","309"
"Midland County, Texas","0500000US48329","165049","81802","1102","75590","9602","11399","48","329"
"Montgomery County, Texas","0500000US48339","570934","287975","1165","76811","39844","42866","48","339"
"Nacogdoches County, Texas","0500000US48347","65580","34171","764","47589","1794","3630","48","347"
"Nueces County, Texas","0500000US48355","361221","183337","964","52482","15832","16213","48","355"
"Orange County, Texas","0500000US48361","85047","42786","646","58863","3579","3457","48","361"
"Parker County, Texas","0500000US48367","133463","66140","1065","75823","9238","7742","48","367"
"Potter County, Texas","0500000US48375","120458","57663","791","45312","3663","4579","48","375"
"Randall County, Texas","0500000US48381","134442","67819","876","62098","8688","11155","48","381"
"Rockwall County, Texas","0500000US48397","96788","49144","1330","94848","7109","9015","48","397"
"San Patricio County, Texas","0500000US48409","67215","33504","876","51012","1756","1613","48","409"
"Smith County, Texas","0500000US48423","227727","118061","883","54339","13212","14175","48","423"
"Tarrant County, Texas","0500000US48439","2054475","1047730","1047","65052","127360","151333","48","439"
"Taylor County, Texas","0500000US48441","136290","69095","836","51894","5398","7244","48","441"
"Tom Green County, Texas","0500000US48451","118019","59979","820","51114","5265","6631","48","451"
"Travis County, Texas","0500000US48453","1226698","606848","1245","72884","131828","134682","48","453"
"Victoria County, Texas","0500000US48469","92084","46484","895","51892","3792","3903","48","469"
"Walker County, Texas","0500000US48471","72245","29031","849","40936","3302","4079","48","471"
"Webb County, Texas","0500000US48479","274794","140410","801","43408","8030","10098","48","479"
"Wichita County, Texas","0500000US48485","132000","63801","775","43295","5817","7942","48","485"
"Williamson County, Texas","0500000US48491","547545","279477","1252","81719","46377","52382","48","491"
"Wise County, Texas","0500000US48497","66181","33054","873","58839","2393","1747","48","497"
"Cache County, Utah","0500000US49005","124438","61832","802","52828","7961","8893","49","005"
"Davis County, Utah","0500000US49011","347637","172135","1020","80301","28125","25898","49","011"
"Salt Lake County, Utah","0500000US49035","1135649","565361","1070","71471","79869","83835","49","035"
"Tooele County, Utah","0500000US49045","67456","33300","990","72386","3377","3639","49","045"
"Utah County, Utah","0500000US49049","606425","299710","1015","70417","42950","43739","49","049"
"Washington County, Utah","0500000US49053","165662","83279","984","54842","9017","9654","49","053"
"Weber County, Utah","0500000US49057","251769","125563","859","62917","12625","13916","49","057"
"Chittenden County, Vermont","0500000US50007","162372","82713","1254","64444","13757","16391","50","007"
"Albemarle County, Virginia","0500000US51003","107702","56221","1224","77181","10574","12580","51","003"
"Arlington County, Virginia","0500000US51013","234965","118541","1879","117237","30156","31475","51","013"
"Augusta County, Virginia","0500000US51015","75144","36536","840","57017","3292","2973","51","015"
"Bedford County, Virginia","0500000US51019","77974","39372","777","66327","4341","5080","51","019"
"Chesterfield County, Virginia","0500000US51041","343599","178595","1201","80800","25684","33149","51","041"
"Fairfax County, Virginia","0500000US51059","1148433","579318","1807","118279","111006","130632","51","059"
"Fauquier County, Virginia","0500000US51061","69465","35164","1489","98585","5245","5604","51","061"
"Frederick County, Virginia","0500000US51069","86484","43753","1060","72405","4536","5285","51","069"
"Hanover County, Virginia","0500000US51085","105923","53284","1079","90066","8007","10865","51","085"
"Henrico County, Virginia","0500000US51087","327898","172839","1108","67185","30384","29718","51","087"
"James City County, Virginia","0500000US51095","75524","39405","1071","87910","7154","7356","51","095"
"Loudoun County, Virginia","0500000US51107","398080","200957","1857","135842","42740","46389","51","107"
"Montgomery County, Virginia","0500000US51121","98559","46784","988","56462","5671","4946","51","121"
"Prince William County, Virginia","0500000US51153","463023","231015","1658","100845","34751","35643","51","153"
"Roanoke County, Virginia","0500000US51161","93730","49364","879","64287","8530","7603","51","161"
"Rockingham County, Virginia","0500000US51165","80227","40691","842","59493","3008","4735","51","165"
"Spotsylvania County, Virginia","0500000US51177","133033","67167","1408","86491","9287","9489","51","177"
"Stafford County, Virginia","0500000US51179","146649","72078","1451","112795","11355","11764","51","179"
"York County, Virginia","0500000US51199","67739","34504","1372","83993","5894","5850","51","199"
"Alexandria city, Virginia","0500000US51510","160035","83185","1693","100530","18508","19636","51","510"
"Chesapeake city, Virginia","0500000US51550","240397","122795","1218","76629","13094","20644","51","550"
"Hampton city, Virginia","0500000US51650","134669","69407","1072","54062","6192","8723","51","650"
"Lynchburg city, Virginia","0500000US51680","80995","43910","837","45239","4557","4735","51","680"
"Newport News city, Virginia","0500000US51700","179388","92554","995","49716","8317","11029","51","700"
"Norfolk city, Virginia","0500000US51710","244703","116728","989","49445","12770","14648","51","710"
"Portsmouth city, Virginia","0500000US51740","94572","49423","976","50242","4413","4940","51","740"
"Richmond city, Virginia","0500000US51760","227032","119967","946","46261","17356","18880","51","760"
"Roanoke city, Virginia","0500000US51770","99837","51968","790","43799","4732","4691","51","770"
"Suffolk city, Virginia","0500000US51800","90237","46573","1051","70277","3777","5181","51","800"
"Virginia Beach city, Virginia","0500000US51810","450435","228769","1321","72586","32165","36215","51","810"
"Benton County, Washington","0500000US53005","198171","98921","1015","63346","11084","11823","53","005"
"Chelan County, Washington","0500000US53007","76533","38111","844","61615","4128","4617","53","007"
"Clallam County, Washington","0500000US53009","75474","38813","958","47907","3285","5040","53","009"
"Clark County, Washington","0500000US53011","474643","239730","1218","74747","34126","32524","53","011"
"Cowlitz County, Washington","0500000US53015","106910","53878","812","49456","3713","3768","53","015"
"Franklin County, Washington","0500000US53021","92125","44607","801","64344","3158","2960","53","021"
"Grant County, Washington","0500000US53025","95158","47001","784","58644","3156","2839","53","025"
"Grays Harbor County, Washington","0500000US53027","72697","35242","728","47445","2643","2354","53","027"
"Island County, Washington","0500000US53029","83159","42194","1056","59644","6163","6262","53","029"
"King County, Washington","0500000US53033","2188649","1091439","1555","89675","238701","243034","53","033"
"Kitsap County, Washington","0500000US53035","266414","130626","1179","73026","18931","20780","53","035"
"Lewis County, Washington","0500000US53041","78200","39551","893","49827","2852","2659","53","041"
"Pierce County, Washington","0500000US53053","876764","440018","1197","69278","45271","53377","53","053"
"Skagit County, Washington","0500000US53057","125619","63800","1109","66066","7419","8361","53","057"
"Snohomish County, Washington","0500000US53061","801633","399544","1377","82595","62601","60124","53","061"
"Spokane County, Washington","0500000US53063","506152","255474","863","53360","32804","34523","53","063"
"Thurston County, Washington","0500000US53067","280588","144473","1203","71765","20982","22333","53","067"
"Whatcom County, Washington","0500000US53073","221404","111969","1078","61186","17474","19146","53","073"
"Yakima County, Washington","0500000US53077","250193","124974","771","47402","8758","7379","53","077"
"Berkeley County, West Virginia","0500000US54003","114920","58128","984","59142","5581","6354","54","003"
"Cabell County, West Virginia","0500000US54011","94958","48119","712","33750","4985","5810","54","011"
"Harrison County, West Virginia","0500000US54033","67811","34803","725","58082","2534","3641","54","033"
"Kanawha County, West Virginia","0500000US54039","183293","95748","664","42197","10875","9992","54","039"
"Monongalia County, West Virginia","0500000US54061","105030","51000","796","50888","7081","7149","54","061"
"Raleigh County, West Virginia","0500000US54081","75022","37279","661","42121","3357","4003","54","081"
"Wood County, West Virginia","0500000US54107","85104","43987","719","44115","3247","5179","54","107"
"Brown County, Wisconsin","0500000US55009","262052","132118","758","60793","18619","19350","55","009"
"Dane County, Wisconsin","0500000US55025","536416","269643","1053","72268","52633","52440","55","025"
"Dodge County, Wisconsin","0500000US55027","87786","41329","752","56421","2820","4520","55","027"
