NAME,GEO_ID,total_population,female_population,median_gross_rent_in_dollars,median_household_income_past12months,male_bachelors_degree_25yrs_above,female_bachelors_degree_25yrs_above,state,county
"Eau Claire County, Wisconsin","0500000US55035","103671","52538","765","54963","5598","7439","55","035"
"Fond du Lac County, Wisconsin","0500000US55039","102548","51874","760","61417","5276","6902","55","039"
"Jefferson County, Wisconsin","0500000US55055","84832","42491","807","56675","4072","5667","55","055"
"Kenosha County, Wisconsin","0500000US55059","168521","85864","898","61073","9073","10043","55","059"
"La Crosse County, Wisconsin","0500000US55063","118274","60666","813","57033","8184","8498","55","063"
"Manitowoc County, Wisconsin","0500000US55071","79175","40227","659","54785","3314","4240","55","071"
"Marathon County, Wisconsin","0500000US55073","135732","67633","685","58173","6970","8616","55","073"
"Milwaukee County, Wisconsin","0500000US55079","952085","491192","846","47591","53345","68115","55","079"
"Outagamie County, Wisconsin","0500000US55087","186059","93698","773","65564","11406","13948","55","087"
"Ozaukee County, Wisconsin","0500000US55089","88429","44711","854","82869","8706","10357","55","089"
"Portage County, Wisconsin","0500000US55097","70474","35026","752","52247","4614","6233","55","097"
"Racine County, Wisconsin","0500000US55101","196071","99609","825","60897","10964","13388","55","101"
"Rock County, Wisconsin","0500000US55105","162309","82840","800","55304","7382","8879","55","105"
"St. Croix County, Wisconsin","0500000US55109","88703","44523","891","80512","6876","7286","55","109"
"Sheboygan County, Wisconsin","0500000US55117","115344","57117","716","58361","7093","6987","55","117"
"Walworth County, Wisconsin","0500000US55127","103082","51546","811","60178","6208","6849","55","127"
"Washington County, Wisconsin","0500000US55131","135101","66853","866","75453","10529","10735","55","131"
"Waukesha County, Wisconsin","0500000US55133","400621","203565","1006","82248","39902","46037","55","133"
"Winnebago County, Wisconsin","0500000US55139","170414","84446","738","56678","11049","12335","55","139"
"Wood County, Wisconsin","0500000US55141","73126","36915","692","52110","3009","3832","55","141"
"Laramie County, Wyoming","0500000US56021","98327","48273","950","61961","5332","5489","56","021"
"Natrona County, Wyoming","0500000US56025","79547","39760","871","60546","3504","4938","56","025"
"Arecibo Municipio, Puerto Rico","0500000US72013","86066","44916","317","17740","4197","7187","72","013"
"Bayamón Municipio, Puerto Rico","0500000US72021","179565","94979","578","25815","9275","15900","72","021"
"Caguas Municipio, Puerto Rico","0500000US72025","129604","69562","489","22377","5618","13952","72","025"
"Carolina Municipio, Puerto Rico","0500000US72031","154489","84104","588","30822","10649","16102","72","031"
"Guaynabo Municipio, Puerto Rico","0500000US72061","87328","46504","728","24792","7047","10611","72","061"
"Mayagüez Municipio, Puerto Rico","0500000US72097","75525","39315","439","14010","4265","6075","72","097"
"Ponce Municipio, Puerto Rico","0500000US72113","140859","73154","335","16270","6672","10762","72","113"
"San Juan Municipio, Puerto Rico","0500000US72127","337288","183531","443","21912","20168","33762","72","127"
"Toa Alta Municipio, Puerto Rico","0500000US72135","73217","36989","648","24223","3337","7544","72","135"
"Toa Baja Municipio, Puerto Rico","0500000US72137","78092","42143","618","25487","3020","8433","72","137"
"Trujillo Alto Municipio, Puerto Rico","0500000US72139","66675","36087","572","31322","5383","6044","72","139"
"Baldwin County, Alabama","0500000US01003","212628","107930","930","55342","13721","21206","01","003"
"Calhoun County, Alabama","0500000US01015","114728","59389","632","46763","3137","5309","01","015"
"Cullman County, Alabama","0500000US01043","82755","41783","657","45044","1760","2686","01","043"
"DeKalb County, Alabama","0500000US01049","71617","37015","579","39373","1622","3058","01","049"
"Elmore County, Alabama","0500000US01051","81677","42042","919","60558","4073","4840","01","051"
"Etowah County, Alabama","0500000US01055","102755","53525","618","41576","3311","5061","01","055"
"Houston County, Alabama","0500000US01069","104346","54221","717","44529","4154","5704","01","069"
"Jefferson County, Alabama","0500000US01073","659197","347993","864","50709","42863","49655","01","073"
"Lauderdale County, Alabama","0500000US01077","92538","49091","657","45352","4309","5290","01","077"
"Lee County, Alabama","0500000US01081","161604","83019","804","52943","8934","8453","01","081"
"Limestone County, Alabama","0500000US01083","94402","46491","599","55817","6967","6136","01","083"
"Madison County, Alabama","0500000US01089","361046","184316","804","62312","31365","30608","01","089"
"Marshall County, Alabama","0500000US01095","95548","49351","602","41476","3914","4134","01","095"
"Mobile County, Alabama","0500000US01097","413955","217528","810","46023","18784","22360","01","097"
"Montgomery County, Alabama","0500000US01101","226646","119986","830","45724","11606","17800","01","101"
"Morgan County, Alabama","0500000US01103","118818","58928","617","48563","5253","6362","01","103"
"St. Clair County, Alabama","0500000US01115","88199","44279","708","50934","3339","3484","01","115"
"Shelby County, Alabama","0500000US01117","213605","109338","977","73031","19851","20297","01","117"
"Talladega County, Alabama","0500000US01121","80065","41032","538","39731","2552","2435","01","121"
"Tuscaloosa County, Alabama","0500000US01125","207811","106937","836","52313","11427","13409","01","125"
"Walker County, Alabama","0500000US01127","64058","33212","556","41973","1966","1307","01","127"
"Anchorage Municipality, Alaska","0500000US02020","294356","144970","1291","79166","18201","22932","02","020"
"Fairbanks North Star Borough, Alaska","0500000US02090","99703","47002","1210","76747","4799","5501","02","090"
"Matanuska-Susitna Borough, Alaska","0500000US02170","106532","51004","1128","69121","4678","5293","02","170"
"Apache County, Arizona","0500000US04001","71606","35906","467","31671","1717","1972","04","001"
"Cochise County, Arizona","0500000US04003","124756","60993","807","51816","6476","5683","04","003"
"Coconino County, Arizona","0500000US04005","140776","70557","1215","54893","7900","10189","04","005"
"Maricopa County, Arizona","0500000US04013","4307033","2176387","1096","62223","289943","299996","04","013"
"Mohave County, Arizona","0500000US04015","207200","103240","783","42311","6855","5884","04","015"
"Navajo County, Arizona","0500000US04017","108956","53807","708","41295","3537","3977","04","017"
"Pima County, Arizona","0500000US04019","1022769","520166","887","51425","63097","70653","04","019"
"Pinal County, Arizona","0500000US04021","430237","206144","1011","52788","19229","18503","04","021"
"Yavapai County, Arizona","0500000US04025","228168","116267","943","50041","10875","12689","04","025"
"Yuma County, Arizona","0500000US04027","207534","101183","863","46798","4664","6059","04","027"
"Benton County, Arkansas","0500000US05007","266300","134182","882","63746","20900","19518","05","007"
"Craighead County, Arkansas","0500000US05031","107115","54278","760","50422","5500","6197","05","031"
"Faulkner County, Arkansas","0500000US05045","123654","63296","770","47964","7591","7568","05","045"
"Garland County, Arkansas","0500000US05051","98658","51222","694","46101","5021","4069","05","051"
"Jefferson County, Arkansas","0500000US05069","69115","34240","702","37678","2264","3488","05","069"
"Lonoke County, Arkansas","0500000US05085","72898","37925","774","51835","3825","4624","05","085"
"Pulaski County, Arkansas","0500000US05119","393956","205903","834","52450","25698","28850","05","119"
"Saline County, Arkansas","0500000US05125","119323","59561","835","59633","6600","7058","05","125"
"Sebastian County, Arkansas","0500000US05131","128107","66118","621","41917","6553","5600","05","131"
"Washington County, Arkansas","0500000US05143","231996","115412","745","50169","14083","14365","05","143"
"White County, Arkansas","0500000US05145","79016","40498","704","42443","2937","4783","05","145"
"Alameda County, California","0500000US06001","1663190","845029","1745","96296","151178","165501","06","001"
"Butte County, California","0500000US06007","229294","115895","1000","49061","11715","13501","06","007"
"Contra Costa County, California","0500000US06013","1147439","586722","1766","95339","100601","110279","06","013"
"El Dorado County, California","0500000US06017","188987","94496","1225","79414","15198","16029","06","017"
"Fresno County, California","0500000US06019","989255","496066","955","51800","39901","43888","06","019"
"Humboldt County, California","0500000US06023","136754","69175","894","46494","8436","11420","06","023"
"Imperial County, California","0500000US06025","182830","89813","827","47211","5630","5968","06","025"
"Kern County, California","0500000US06029","893119","436122","948","49854","26345","30333","06","029"
"Kings County, California","0500000US06031","150101","67225","876","57555","3745","5037","06","031"
"Lake County, California","0500000US06033","64246","32021","937","48930","2285","2278","06","033"
"Los Angeles County, California","0500000US06037","10163507","5153936","1402","65006","710104","759318","06","037"
"Madera County, California","0500000US06039","156890","80800","994","51283","3571","6950","06","039"
"Marin County, California","0500000US06041","260955","133437","2094","113908","27696","35235","06","041"
"Mendocino County, California","0500000US06045","88018","44295","1184","53024","5009","5196","06","045"
"Merced County, California","0500000US06047","272673","134482","1003","47735","7094","7005","06","047"
"Monterey County, California","0500000US06053","437907","215126","1467","71274","19491","22038","06","053"
"Napa County, California","0500000US06055","140973","71008","1777","86562","10958","12113","06","055"
"Nevada County, California","0500000US06057","99814","50089","1184","65385","8245","9156","06","057"
"Orange County, California","0500000US06059","3190400","1615308","1786","86217","279545","290437","06","059"
"Placer County, California","0500000US06061","386166","198135","1515","80728","30225","35860","06","061"
"Riverside County, California","0500000US06065","2423266","1217189","1313","63944","109664","114214","06","065"
"Sacramento County, California","0500000US06067","1530615","782545","1223","63045","94661","111908","06","067"
"San Bernardino County, California","0500000US06071","2157404","1083753","1227","60420","89890","95389","06","071"
"San Diego County, California","0500000US06073","3337685","1658275","1598","76207","259192","278112","06","073"
"San Francisco County, California","0500000US06075","884363","433934","1836","110816","126563","120148","06","075"
"San Joaquin County, California","0500000US06077","745424","374958","1148","61164","27828","34044","06","077"
"San Luis Obispo County, California","0500000US06079","283405","140086","1403","71880","18290","19086","06","079"
"San Mateo County, California","0500000US06081","771410","390869","2259","116653","74196","84895","06","081"
"Santa Barbara County, California","0500000US06083","448150","223782","1587","71106","26487","32146","06","083"
"Santa Clara County, California","0500000US06085","1938153","958997","2229","119035","176433","185709","06","085"
"Santa Cruz County, California","0500000US06087","275897","138656","1680","79705","20227","22879","06","087"
"Shasta County, California","0500000US06089","179921","91187","984","52439","9250","10012","06","089"
"Solano County, California","0500000US06095","445458","224023","1549","77133","25538","30783","06","095"
"Sonoma County, California","0500000US06097","504217","258365","1607","80409","39501","42339","06","097"
"Stanislaus County, California","0500000US06099","547899","275534","1136","59514","17781","23958","06","099"
"Sutter County, California","0500000US06101","96648","47360","1011","55062","3271","4182","06","101"
"Tulare County, California","0500000US06107","464493","232038","911","46266","12797","14743","06","107"
"Ventura County, California","0500000US06111","854223","430995","1736","82857","59435","66201","06","111"
"Yolo County, California","0500000US06113","219116","112855","1231","65729","10044","15757","06","113"
"Yuba County, California","0500000US06115","77031","37302","1025","63120","3031","3878","06","115"
"Adams County, Colorado","0500000US08001","503167","249487","1293","66517","26159","26270","08","001"
"Arapahoe County, Colorado","0500000US08005","643052","324279","1387","75357","60955","63249","08","005"
"Boulder County, Colorado","0500000US08013","322514","160348","1483","80834","36931","37834","08","013"
"Broomfield County, Colorado","0500000US08014","68341","34158","1565","90939","7993","9073","08","014"
"Denver County, Colorado","0500000US08031","704621","351756","1286","65224","75029","77801","08","031"
"Douglas County, Colorado","0500000US08035","335299","168344","1631","111482","42326","42624","08","035"
"El Paso County, Colorado","0500000US08041","699232","345825","1147","65370","49610","56965","08","041"
"Jefferson County, Colorado","0500000US08059","574613","287520","1376","80616","58392","61040","08","059"
"Larimer County, Colorado","0500000US08069","343976","172028","1233","69102","31221","31982","08","069"
"Mesa County, Colorado","0500000US08077","151616","76364","928","52742","9130","8691","08","077"
"Pueblo County, Colorado","0500000US08101","166475","84614","781","43148","7458","9434","08","101"
"Weld County, Colorado","0500000US08123","304633","151404","1003","68884","17024","20099","08","123"
"Fairfield County, Connecticut","0500000US09001","949921","487204","1438","91198","80676","87616","09","001"
"Hartford County, Connecticut","0500000US09003","895388","460246","1049","70429","62311","68631","09","003"
"Litchfield County, Connecticut","0500000US09005","182177","91855","996","78436","12856","16403","09","005"
"Middlesex County, Connecticut","0500000US09007","163410","83908","1121","79646","11731","15836","09","007"
"New Haven County, Connecticut","0500000US09009","860435","444975","1107","66863","53909","56344","09","009"
"New London County, Connecticut","0500000US09011","269033","134184","1048","71987","16054","17593","09","011"
"Tolland County, Connecticut","0500000US09013","151461","75750","1068","72117","10406","11189","09","013"
"Windham County, Connecticut","0500000US09015","116359","59415","837","63573","5208","7028","09","015"
"Kent County, Delaware","0500000US10001","176824","91337","978","57608","6959","10184","10","001"
"New Castle County, Delaware","0500000US10003","559793","288943","1124","66647","37350","40144","10","003"
"Sussex County, Delaware","0500000US10005","225322","116149","978","61985","13720","13085","10","005"
"District of Columbia, District of Columbia","0500000US11001","693972","364894","1499","82372","55931","62241","11","001"
"Alachua County, Florida","0500000US12001","266944","138168","949","44676","15048","17781","12","001"
"Bay County, Florida","0500000US12005","183563","92409","982","52415","9029","10487","12","005"
"Brevard County, Florida","0500000US12009","589162","301791","1013","52540","38797","41642","12","009"
"Broward County, Florida","0500000US12011","1935878","991714","1328","56842","131513","149309","12","011"
"Charlotte County, Florida","0500000US12015","182033","93267","952","52070","11498","11850","12","015"
"Citrus County, Florida","0500000US12017","145647","75160","779","43548","6172","6843","12","017"
"Clay County, Florida","0500000US12019","212230","107962","1144","65247","10763","10049","12","019"
"Collier County, Florida","0500000US12021","372880","190401","1281","66048","30870","32775","12","021"
"Columbia County, Florida","0500000US12023","69612","33361","807","40811","2084","4253","12","023"
"Duval County, Florida","0500000US12031","937934","483910","995","52062","58608","68777","12","031"
"Escambia County, Florida","0500000US12033","313512","158496","953","48631","17687","18749","12","033"
"Flagler County, Florida","0500000US12035","110510","57259","1179","49652","5679","7460","12","035"
"Hernando County, Florida","0500000US12053","186553","97838","947","44892","7328","9584","12","053"
"Highlands County, Florida","0500000US12055","102883","54387","782","35543","3922","4872","12","055"
"Hillsborough County, Florida","0500000US12057","1408566","721204","1100","54731","97247","108498","12","057"
"Indian River County, Florida","0500000US12061","154383","80989","906","49177","9361","13217","12","061"
"Lake County, Florida","0500000US12069","346017","177374","1015","51383","16885","22051","12","069"
"Lee County, Florida","0500000US12071","739224","377274","1116","53928","44575","49049","12","071"
"Leon County, Florida","0500000US12073","290292","152871","1019","51642","20688","24345","12","073"
"Manatee County, Florida","0500000US12081","385571","199596","1134","55268","26727","30882","12","081"
"Marion County, Florida","0500000US12083","354353","184391","857","43910","18599","19864","12","083"
"Martin County, Florida","0500000US12085","159923","81114","1049","54681","12204","14261","12","085"
"Miami-Dade County, Florida","0500000US12086","2751796","1416467","1290","49930","166363","203864","12","086"
"Monroe County, Florida","0500000US12087","77013","37253","1550","65747","7382","5834","12","087"
"Nassau County, Florida","0500000US12089","82721","42680","1061","71489","6415","6480","12","089"
"Okaloosa County, Florida","0500000US12091","202970","98959","1091","61866","12507","15106","12","091"
"Orange County, Florida","0500000US12095","1348975","686466","1151","54107","99003","107647","12","095"
"Osceola County, Florida","0500000US12097","352180","178605","1183","49762","13415","17606","12","097"
"Palm Beach County, Florida","0500000US12099","1471150","757473","1349","60057","115303","125972","12","099"
"Pasco County, Florida","0500000US12101","525643","270027","1013","51347","27770","31423","12","101"
"Pinellas County, Florida","0500000US12103","970637","504908","1061","51512","72990","77432","12","103"
"Polk County, Florida","0500000US12105","686483","349759","938","48475","27484","31067","12","105"
"Putnam County, Florida","0500000US12107","73464","36764","637","33790","1840","2433","12","107"
"St. Johns County, Florida","0500000US12109","243812","125248","1296","73836","23461","24338","12","109"
"St. Lucie County, Florida","0500000US12111","313506","160517","1206","50062","14735","18420","12","111"
"Santa Rosa County, Florida","0500000US12113","174272","85096","1083","66059","10820","10390","12","113"
"Sarasota County, Florida","0500000US12115","419119","219285","1206","58400","32189","35232","12","115"
"Seminole County, Florida","0500000US12117","462659","239938","1202","64049","46870","46872","12","117"
"Sumter County, Florida","0500000US12119","125165","62849","804","54057","12728","10256","12","119"
"Volusia County, Florida","0500000US12127","538692","275629","1022","46901","27325","29599","12","127"
"Walton County, Florida","0500000US12131","68376","34033","875","51620","3577","4982","12","131"
"Barrow County, Georgia","0500000US13013","79061","41113","894","59994","3199","3100","13","013"
"Bartow County, Georgia","0500000US13015","105054","53153","874","54218","4316","5588","13","015"
"Bibb County, Georgia","0500000US13021","152862","81406","807","37444","6484","7594","13","021"
"Bulloch County, Georgia","0500000US13031","76149","39025","777","42138","3457","2661","13","031"
"Carroll County, Georgia","0500000US13045","117812","61380","826","50100","4815","6488","13","045"
"Catoosa County, Georgia","0500000US13047","66550","35108","732","53231","2651","2937","13","047"
"Chatham County, Georgia","0500000US13051","290501","151454","1016","55352","18090","19564","13","051"
"Cherokee County, Georgia","0500000US13057","247573","126134","1233","76368","20878","19006","13","057"
"Clarke County, Georgia","0500000US13059","127064","66264","844","39825","7264","8134","13","059"
"Clayton County, Georgia","0500000US13063","285153","151135","962","45172","6439","12536","13","063"
"Cobb County, Georgia","0500000US13067","755754","390832","1165","75654","73321","76722","13","067"
"Columbia County, Georgia","0500000US13073","151579","77158","1074","74164","10305","11548","13","073"
"Coweta County, Georgia","0500000US13077","143114","73020","1075","72787","10838","10340","13","077"
"DeKalb County, Georgia","0500000US13089","753253","397614","1123","61827","56354","69467","13","089"
"Dougherty County, Georgia","0500000US13095","89502","47879","675","38712","3507","3601","13","095"
"Douglas County, Georgia","0500000US13097","143882","75544","994","61094","6626","8159","13","097"
"Fayette County, Georgia","0500000US13113","112549","57295","1299","84742","9893","12157","13","113"
"Floyd County, Georgia","0500000US13115","97613","52241","750","45854","2849","3787","13","115"
"Forsyth County, Georgia","0500000US13117","227967","114789","1485","102084","26588","26876","13","117"
"Fulton County, Georgia","0500000US13121","1041423","537334","1181","65037","104032","113247","13","121"
"Glynn County, Georgia","0500000US13127","85282","45767","872","50998","5137","6549","13","127"
"Gwinnett County, Georgia","0500000US13135","920260","469760","1216","68914","68998","71011","13","135"
"Hall County, Georgia","0500000US13139","199335","99224","892","61977","10178","10675","13","139"
"Henry County, Georgia","0500000US13151","225813","116899","1140","67018","9773","18314","13","151"
"Houston County, Georgia","0500000US13153","153479","78536","896","58525","7999","12627","13","153"
"Jackson County, Georgia","0500000US13157","67519","32880","718","66557","2654","3942","13","157"
"Lowndes County, Georgia","0500000US13185","115489","58708","777","41156","4626","7140","13","185"
"Muscogee County, Georgia","0500000US13215","194058","99561","840","42107","8893","12661","13","215"
"Newton County, Georgia","0500000US13217","108078","55366","948","57337","2848","4675","13","217"
"Paulding County, Georgia","0500000US13223","159445","81235","1118","66482","6935","6919","13","223"
"Richmond County, Georgia","0500000US13245","201800","104945","839","37324","7356","10077","13","245"
"Rockdale County, Georgia","0500000US13247","90312","47636","971","62429","4471","4396","13","247"
"Spalding County, Georgia","0500000US13255","65380","34070","800","47027","2071","3529","13","255"
"Troup County, Georgia","0500000US13285","69786","35360","735","38977","2627","3473","13","285"
"Walker County, Georgia","0500000US13295","68939","35831","754","45410","2044","3408","13","295"
"Walton County, Georgia","0500000US13297","91600","46527","870","54867","4035","4665","13","297"
"Whitfield County, Georgia","0500000US13313","104658","53360","714","40717","3659","3215","13","313"
"Hawaii County, Hawaii","0500000US15001","200381","100882","1107","57545","13217","16534","15","001"
"Honolulu County, Hawaii","0500000US15003","988650","490271","1712","81284","74250","81869","15","003"
"Kauai County, Hawaii","0500000US15007","72159","36875","1416","83860","3353","6268","15","007"
"Maui County, Hawaii","0500000US15009","166271","83101","1421","80241","9705","11785","15","009"
"Ada County, Idaho","0500000US16001","456849","225833","942","60858","37449","34753","16","001"
"Bannock County, Idaho","0500000US16005","85269","43224","678","51612","4690","6421","16","005"
"Bonneville County, Idaho","0500000US16019","114595","57123","791","53478","8367","7587","16","019"
"Canyon County, Idaho","0500000US16027","216699","109431","869","47324","7794","9908","16","027"
"Kootenai County, Idaho","0500000US16055","157637","79512","972","57219","8364","12190","16","055"
"Twin Falls County, Idaho","0500000US16083","85124","43342","769","51589","3531","4247","16","083"
"Adams County, Illinois","0500000US17001","66234","33374","667","48679","3100","3546","17","001"
"Champaign County, Illinois","0500000US17019","209399","104798","816","50281","12839","13315","17","019"
"Cook County, Illinois","0500000US17031","5211263","2680211","1082","61405","393254","436302","17","031"
"DeKalb County, Illinois","0500000US17037","104733","53996","846","59942","4846","6618","17","037"
"DuPage County, Illinois","0500000US17043","930128","473095","1277","89521","96169","96513","17","043"
"Kane County, Illinois","0500000US17089","534667","267030","1092","75628","36268","38131","17","089"
"Kankakee County, Illinois","0500000US17091","109605","55908","792","58539","3957","5626","17","091"
"Kendall County, Illinois","0500000US17093","126218","62654","1165","91250","8216","8748","17","093"
"Lake County, Illinois","0500000US17097","703520","351966","1173","85895","57815","61129","17","097"
"LaSalle County, Illinois","0500000US17099","110067","55154","794","56896","3986","5252","17","099"
"McHenry County, Illinois","0500000US17111","309122","155257","1153","86348","25746","22474","17","111"
"McLean County, Illinois","0500000US17113","172290","89114","802","68274","17230","16182","17","113"
"Macon County, Illinois","0500000US17115","105801","55116","670","51970","4785","6209","17","115"
"Madison County, Illinois","0500000US17119","265428","135917","776","57890","15119","15395","17","119"
"Peoria County, Illinois","0500000US17143","183011","93778","734","53843","9987","11883","17","143"
"Rock Island County, Illinois","0500000US17161","144808","74162","720","51711","6505","7639","17","161"
"St. Clair County, Illinois","0500000US17163","262479","135062","822","51670","13882","14742","17","163"
"Sangamon County, Illinois","0500000US17167","196452","102079","802","61542","13163","14483","17","167"
"Tazewell County, Illinois","0500000US17179","133526","68179","726","60306","9360","9192","17","179"
"Vermilion County, Illinois","0500000US17183","77909","38923","669","42345","3185","2864","17","183"
"Will County, Illinois","0500000US17197","692661","348573","1160","82196","48953","49630","17","197"
"Williamson County, Illinois","0500000US17199","67328","33755","737","50408","3318","3044","17","199"
"Winnebago County, Illinois","0500000US17201","284778","145964","760","53337","12408","13105","17","201"
"Allen County, Indiana","0500000US18003","372877","190339","741","52484","19513","23174","18","003"
"Bartholomew County, Indiana","0500000US18005","82040","41084","871","61533","5276","6072","18","005"
"Boone County, Indiana","0500000US18011","65875","33379","1068","81785","6061","7735","18","011"
"Clark County, Indiana","0500000US18019","116973","60276","798","52036","4804","5730","18","019"
"Delaware County, Indiana","0500000US18035","115184","59358","691","41255","4560","5316","18","035"
"Elkhart County, Indiana","0500000US18039","205032","103510","789","58960","7971","8561","18","039"
"Floyd County, Indiana","0500000US18043","77071","38666","767","60690","5316","4573","18","043"
"Grant County, Indiana","0500000US18053","66491","34986","705","44768","2784","2817","18","053"
"Hamilton County, Indiana","0500000US18057","323747","165159","1091","93604","38368","40587","18","057"
"Hancock County, Indiana","0500000US18059","74985","37790","858","70473","6062","5310","18","059"
"Hendricks County, Indiana","0500000US18063","163685","82281","1031","70991","12610","12387","18","063"
"Howard County, Indiana","0500000US18067","82363","42774","688","49346","4020","4567","18","067"
"Johnson County, Indiana","0500000US18081","153897","77877","914","70339","9897","13182","18","081"
"Kosciusko County, Indiana","0500000US18085","79206","38975","735","63463","4402","4844","18","085"
"Lake County, Indiana","0500000US18089","485640","250960","834","54981","22779","26816","18","089"
"LaPorte County, Indiana","0500000US18091","110029","54327","695","50736","5064","4029","18","091"
"Madison County, Indiana","0500000US18095","129498","64676","716","43060","5689","5853","18","095"
"Marion County, Indiana","0500000US18097","950082","492511","867","47344","56740","69324","18","097"
"Monroe County, Indiana","0500000US18105","146986","73340","843","48713","8992","11659","18","105"
"Morgan County, Indiana","0500000US18109","69713","35211","750","60946","3046","3170","18","109"
"Porter County, Indiana","0500000US18127","168404","84013","894","65747","10702","11100","18","127"
"St. Joseph County, Indiana","0500000US18141","270434","138955","775","52106","13841","16880","18","141"
"Tippecanoe County, Indiana","0500000US18157","190587","93590","793","52183","12630","11443","18","157"
"Vanderburgh County, Indiana","0500000US18163","181616","93724","732","46681","11992","11888","18","163"
"Vigo County, Indiana","0500000US18167","107516","52948","739","41125","4006","5115","18","167"
"Wayne County, Indiana","0500000US18177","66185","33998","714","45017","2497","3165","18","177"
"Black Hawk County, Iowa","0500000US19013","132648","67758","741","49779","7409","8050","19","013"
"Dallas County, Iowa","0500000US19049","87235","43887","1016","88561","9357","10339","19","049"
"Dubuque County, Iowa","0500000US19061","97041","49406","766","61497","6979","6024","19","061"
"Johnson County, Iowa","0500000US19103","149210","75345","963","61011","12504","13687","19","103"
"Linn County, Iowa","0500000US19113","224115","114157","738","63149","17069","19635","19","113"
"Polk County, Iowa","0500000US19153","481830","244276","879","65995","38594","38843","19","153"
"Pottawattamie County, Iowa","0500000US19155","93386","47658","763","58633","3924","4889","19","155"
"Scott County, Iowa","0500000US19163","172509","87583","794","58129","11251","11805","19","163"
"Story County, Iowa","0500000US19169","97502","46434","885","60351","8319","7948","19","169"
"Woodbury County, Iowa","0500000US19193","102429","51840","742","55273","4774","6451","19","193"
"Butler County, Kansas","0500000US20015","66878","32315","745","64149","3930","4962","20","015"
"Douglas County, Kansas","0500000US20045","120793","61939","884","55646","8601","8343","20","045"
"Johnson County, Kansas","0500000US20091","591178","300881","1044","82855","66104","69712","20","091"
"Leavenworth County, Kansas","0500000US20103","81095","36941","903","70920","5421","5347","20","103"
"Riley County, Kansas","0500000US20161","74172","35568","914","50067","4040","4784","20","161"
"Sedgwick County, Kansas","0500000US20173","513687","259874","802","53923","30876","35346","20","173"
"Shawnee County, Kansas","0500000US20177","178187","90997","782","57095","12296","13785","20","177"
"Wyandotte County, Kansas","0500000US20209","165288","83811","831","46310","5531","6346","20","209"
"Boone County, Kentucky","0500000US21015","130728","66047","903","78415","8246","7769","21","015"
"Bullitt County, Kentucky","0500000US21029","80246","40079","831","62319","1947","2982","21","029"
"Campbell County, Kentucky","0500000US21037","92488","46927","826","61379","7306","7624","21","037"
"Christian County, Kentucky","0500000US21047","70416","32447","805","43940","1478","1988","21","047"
"Daviess County, Kentucky","0500000US21059","100374","51826","790","49507","4974","4360","21","059"
"Fayette County, Kentucky","0500000US21067","321959","163634","854","56137","25634","28608","21","067"
"Hardin County, Kentucky","0500000US21093","108071","54620","785","51167","4527","4682","21","093"
"Jefferson County, Kentucky","0500000US21111","771158","397727","833","55044","51229","53184","21","111"
"Kenton County, Kentucky","0500000US21117","165399","83066","736","58595","11211","10314","21","117"
"McCracken County, Kentucky","0500000US21145","65385","33680","627","49436","3544","3868","21","145"
"Madison County, Kentucky","0500000US21151","91226","46751","672","50893","5206","5185","21","151"
"Oldham County, Kentucky","0500000US21185","66415","32321","965","96576","4868","5388","21","185"
"Warren County, Kentucky","0500000US21227","128845","66693","782","48962","6514","6357","21","227"
"Ascension Parish, Louisiana","0500000US22005","122948","63455","969","70561","6551","7497","22","005"
"Bossier Parish, Louisiana","0500000US22015","127634","64722","973","49038","4991","7311","22","015"
"Caddo Parish, Louisiana","0500000US22017","246581","129239","741","36165","9264","14129","22","017"
"Calcasieu Parish, Louisiana","0500000US22019","202445","104335","813","52319","9699","14170","22","019"
"East Baton Rouge Parish, Louisiana","0500000US22033","446268","231547","902","55326","27642","33253","22","033"
"Iberia Parish, Louisiana","0500000US22045","72176","37904","699","40019","1120","2005","22","045"
"Jefferson Parish, Louisiana","0500000US22051","439036","226339","952","51494","21919","26635","22","051"
"Lafayette Parish, Louisiana","0500000US22055","242485","123353","819","52265","16072","19816","22","055"
"Lafourche Parish, Louisiana","0500000US22057","98426","49593","699","52283","2997","4912","22","057"
"Livingston Parish, Louisiana","0500000US22063","138228","70449","831","60471","4494","6224","22","063"
"Orleans Parish, Louisiana","0500000US22071","393292","206338","962","36999","26510","29205","22","071"
"Ouachita Parish, Louisiana","0500000US22073","155874","81219","761","40161","7996","9457","22","073"
"Rapides Parish, Louisiana","0500000US22079","131648","67788","795","41646","4371","7080","22","079"
"St. Landry Parish, Louisiana","0500000US22097","83497","41764","616","34462","1697","3924","22","097"
"St. Tammany Parish, Louisiana","0500000US22103","256327","132378","1078","67396","18150","22655","22","103"
"Tangipahoa Parish, Louisiana","0500000US22105","132497","67738","802","44861","4924","6904","22","105"
"Terrebonne Parish, Louisiana","0500000US22109","112086","57094","821","42857","2675","4889","22","109"
"Androscoggin County, Maine","0500000US23001","107651","54681","688","48286","4709","7819","23","001"
"Aroostook County, Maine","0500000US23003","67653","34006","515","43015","2657","3516","23","003"
"Cumberland County, Maine","0500000US23005","292500","150721","1089","71975","27166","34208","23","005"
"Kennebec County, Maine","0500000US23011","121821","62670","731","53073","6807","8892","23","011"
"Penobscot County, Maine","0500000US23019","151957","76568","836","50349","7966","11117","23","019"
